Fecha,T_Amb_Avg(ºC),H_Relat_Avg (%),Rad_Glob_Avg (W/m²),Rad_Par_Avg (µmol/m²/s),R_Neta_Avg (W/m²),VPD_Avg (kPa),Lluvia (mm)
2011-09-13 12:00:00.000,32.48,27.06,907.0,1386.0,NAN,3.565,0
2011-09-13 12:30:00.000,33.11,23.94,920.0,1401.0,NAN,3.851,0
2011-09-13 13:00:00.000,33.81,24.28,907.0,1379.0,NAN,3.986,0
2011-09-13 13:30:00.000,34.02,23.48,881.0,1337.0,NAN,4.076,0
2011-09-13 14:00:00.000,34.78,22.95,841.0,1275.0,NAN,4.28,0
2011-09-13 14:30:00.000,34.64,25.14,778.0,1176.0,NAN,4.126,0
2011-09-13 15:00:00.000,34.7,25.35,696.4,1048.0,NAN,4.13,0
2011-09-13 15:30:00.000,34.84,24.57,621.7,935.0,-434.8,4.206,0
2011-09-13 16:00:00.000,34.91,22.6,533.2,798.3,-424,4.332,0
2011-09-13 16:30:00.000,34.96,21.17,435.7,647.1,-470.8,4.424,0
2011-09-13 17:00:00.000,34.71,21.78,327.4,480.2,NAN,4.329,0
2011-09-13 17:30:00.000,34.21,21.65,219.0,314.6,-479.3,4.218,0
2011-09-13 18:00:00.000,33.52,24.3,115.0,161.0,-461.3,3.926,0
2011-09-13 18:30:00.000,30.96,39.94,31.63,45.47,-426,2.698,0
2011-09-13 19:00:00.000,29.21,46.24,2.502,3.652,-412.7,2.181,0
2011-09-13 19:30:00.000,27.98,49.91,0.006,0.078,-409.6,1.891,0
2011-09-13 20:00:00.000,26.98,52.99,0.0,0.003,-436.2,1.674,0
2011-09-13 20:30:00.000,26.07,55.58,0.0,0.001,-423,1.5,0
2011-09-13 21:00:00.000,25.46,57.6,0.0,0.0,-418.9,1.38,0
2011-09-13 21:30:00.000,24.63,60.95,0.0,0.0,NAN,1.211,0
2011-09-13 22:00:00.000,23.53,65.9,0.0,0.0,NAN,0.99,0
2011-09-13 22:30:00.000,22.94,68.04,0.0,0.0,NAN,0.895,0
2011-09-13 23:00:00.000,22.39,69.98,0.0,0.0,NAN,0.813,0
2011-09-13 23:30:00.000,22.48,69.62,0.0,0.0,NAN,0.826,0
2011-09-14 00:00:00.000,22.46,69.17,0.0,0.0,NAN,0.838,0
2011-09-14 00:30:00.000,22.62,67.34,0.0,0.0,NAN,0.896,0
2011-09-14 01:00:00.000,22.14,68.99,0.0,0.0,NAN,0.826,0
2011-09-14 01:30:00.000,21.92,69.68,0.0,0.0,NAN,0.798,0
2011-09-14 02:00:00.000,21.46,71.3,0.0,0.0,NAN,0.735,0
2011-09-14 02:30:00.000,20.22,75.07,0.0,0.0,-418.6,0.591,0
2011-09-14 03:00:00.000,20.11,75.01,0.0,0.0,NAN,0.588,0
2011-09-14 03:30:00.000,19.58,76.17,0.0,0.0,-422.5,0.543,0
2011-09-14 04:00:00.000,19.2,77.16,0.0,0.0,NAN,0.508,0
2011-09-14 04:30:00.000,19.56,76.59,0.0,0.0,NAN,0.532,0
2011-09-14 05:00:00.000,19.47,76.85,0.0,0.0,NAN,0.524,0
2011-09-14 05:30:00.000,18.33,79.12,0.0,0.0,NAN,0.44,0
2011-09-14 06:00:00.000,18.44,77.74,0.937,1.153,NAN,0.472,0
2011-09-14 06:30:00.000,18.33,76.65,19.41,31.14,NAN,0.492,0
2011-09-14 07:00:00.000,18.34,74.99,93.7,145.3,NAN,0.528,0
2011-09-14 07:30:00.000,19.97,69.59,195.5,307.2,NAN,0.711,0
2011-09-14 08:00:00.000,21.55,64.58,303.9,479.1,NAN,0.912,0
2011-09-14 08:30:00.000,23.51,58.75,419.7,659.4,-430.3,1.197,0
2011-09-14 09:00:00.000,25.75,51.16,528.0,825.0,NAN,1.62,0
2011-09-14 09:30:00.000,28.21,38.36,623.8,969.0,NAN,2.366,0
2011-09-14 10:00:00.000,29.88,31.57,710.7,1098.0,-439.8,2.885,0
2011-09-14 10:30:00.000,31.12,26.84,779.2,1198.0,NAN,3.31,0
2011-09-14 11:00:00.000,31.98,25.25,837.0,1286.0,NAN,3.551,0
2011-09-14 11:30:00.000,32.61,24.79,878.0,1346.0,NAN,3.703,0
2011-09-14 12:00:00.000,32.71,26.17,900.0,1374.0,-479.7,3.654,0
2011-09-14 12:30:00.000,33.3,24.68,910.0,1384.0,NAN,3.854,0
2011-09-14 13:00:00.000,33.68,23.63,903.0,1370.0,NAN,3.991,0
2011-09-14 13:30:00.000,33.44,25.53,876.0,1331.0,NAN,3.841,0
2011-09-14 14:00:00.000,33.58,26.13,835.0,1267.0,-453.5,3.84,0
2011-09-14 14:30:00.000,34.2,25.23,777.0,1176.0,NAN,4.022,0
2011-09-14 15:00:00.000,34.62,24.54,707.1,1068.0,-442,4.156,0
2011-09-14 15:30:00.000,34.57,24.54,622.7,939.0,NAN,4.143,0
2011-09-14 16:00:00.000,34.57,24.43,527.5,792.2,-463.6,4.151,0
2011-09-14 16:30:00.000,34.33,25.62,427.1,638.6,-433.7,4.031,0
2011-09-14 17:00:00.000,33.81,26.53,316.6,469.4,NAN,3.868,0
2011-09-14 17:30:00.000,33.35,27.04,210.0,306.3,-464.7,3.743,0
2011-09-14 18:00:00.000,32.56,28.48,107.1,153.3,-440.6,3.511,0
2011-09-14 18:30:00.000,31.54,30.84,26.86,40.68,NAN,3.206,0
2011-09-14 19:00:00.000,30.49,34.53,1.884,2.845,NAN,2.859,0
2011-09-14 19:30:00.000,29.23,40.38,0.014,0.12,NAN,2.421,0
2011-09-14 20:00:00.000,28.72,44.32,0.0,0.037,NAN,2.195,0
2011-09-14 20:30:00.000,27.68,48.66,0.0,0.007,NAN,1.906,0
2011-09-14 21:00:00.000,26.72,52.15,0.0,0.001,NAN,1.679,0
2011-09-14 21:30:00.000,26.26,53.98,0.0,0.001,NAN,1.571,0
2011-09-14 22:00:00.000,25.73,54.48,0.0,0.0,-424.1,1.506,0
2011-09-14 22:30:00.000,25.14,54.09,0.0,0.0,NAN,1.466,0
2011-09-14 23:00:00.000,24.45,53.76,0.0,0.0,-419.1,1.418,0
2011-09-14 23:30:00.000,24.0,54.47,0.0,0.0,NAN,1.358,0
2011-09-15 00:00:00.000,23.21,57.35,0.0,0.0,NAN,1.213,0
2011-09-15 00:30:00.000,23.12,58.64,0.0,0.0,NAN,1.171,0
2011-09-15 01:00:00.000,23.3,58.84,0.0,0.0,-430.6,1.177,0
2011-09-15 01:30:00.000,22.54,61.25,0.0,0.0,NAN,1.059,0
2011-09-15 02:00:00.000,21.88,64.07,0.0,0.0,NAN,0.943,0
2011-09-15 02:30:00.000,21.87,65.33,0.0,0.0,NAN,0.91,0
2011-09-15 03:00:00.000,21.78,67.3,0.0,0.0,NAN,0.853,0
2011-09-15 03:30:00.000,21.78,67.43,0.0,0.0,NAN,0.849,0
2011-09-15 04:00:00.000,20.89,69.99,0.0,0.0,NAN,0.743,0
2011-09-15 04:30:00.000,20.24,68.16,0.0,0.0,NAN,0.756,0
2011-09-15 05:00:00.000,19.99,65.43,0.0,0.0,NAN,0.808,0
2011-09-15 05:30:00.000,19.36,68.73,0.0,0.0,NAN,0.702,0
2011-09-15 06:00:00.000,18.86,68.35,0.742,0.984,NAN,0.688,0
2011-09-15 06:30:00.000,17.66,67.14,17.36,29.22,NAN,0.664,0
2011-09-15 07:00:00.000,18.02,67.66,89.1,140.7,NAN,0.669,0
2011-09-15 07:30:00.000,20.54,60.98,190.2,301.6,NAN,0.947,0
2011-09-15 08:00:00.000,22.52,54.98,299.3,474.7,NAN,1.229,0
2011-09-15 08:30:00.000,23.93,51.59,407.6,644.6,NAN,1.439,0
2011-09-15 09:00:00.000,25.29,49.31,509.3,802.0,NAN,1.635,0
2011-09-15 09:30:00.000,26.52,44.56,601.2,941.0,NAN,1.921,0
2011-09-15 10:00:00.000,27.44,41.78,684.1,1065.0,NAN,2.13,0
2011-09-15 10:30:00.000,28.12,41.96,754.2,1163.0,NAN,2.21,0
2011-09-15 11:00:00.000,28.76,39.2,811.0,1259.0,NAN,2.403,0
2011-09-15 11:30:00.000,29.23,36.31,854.0,1325.0,NAN,2.586,0
2011-09-15 12:00:00.000,30.04,32.96,882.0,1365.0,-431.5,2.852,0
2011-09-15 12:30:00.000,30.39,32.45,885.0,1367.0,-448.2,2.931,0
2011-09-15 13:00:00.000,31.07,31.31,870.0,1341.0,-452.9,3.1,0
2011-09-15 13:30:00.000,31.23,31.58,848.0,1305.0,NAN,3.114,0
2011-09-15 14:00:00.000,31.51,32.42,805.0,1239.0,NAN,3.125,0
2011-09-15 14:30:00.000,31.89,33.02,749.6,1151.0,NAN,3.166,0
2011-09-15 15:00:00.000,32.2,33.37,686.2,1052.0,NAN,3.205,0
2011-09-15 15:30:00.000,32.51,32.93,597.7,914.0,NAN,3.282,0
2011-09-15 16:00:00.000,32.19,33.66,504.2,766.8,NAN,3.188,0
2011-09-15 16:30:00.000,31.93,33.78,402.1,607.5,-429.4,3.136,0
2011-09-15 17:00:00.000,31.69,34.95,297.6,444.4,-445.4,3.04,0
2011-09-15 17:30:00.000,30.95,40.18,191.2,281.3,-427.5,2.682,0
2011-09-15 18:00:00.000,29.66,47.89,95.5,138.8,-425.8,2.17,0
2011-09-15 18:30:00.000,28.1,55.57,23.31,36.7,-393.6,1.692,0
2011-09-15 19:00:00.000,26.78,61.4,1.479,2.212,-418.4,1.36,0
2011-09-15 19:30:00.000,25.57,65.79,0.0,0.008,-404,1.122,0
2011-09-15 20:00:00.000,24.69,68.58,0.0,0.001,-396.7,0.977,0
2011-09-15 20:30:00.000,23.87,71.93,0.0,0.0,-376.7,0.831,0
2011-09-15 21:00:00.000,23.23,74.62,0.0,0.0,-388.6,0.723,0
2011-09-15 21:30:00.000,22.9,75.72,0.0,0.0,NAN,0.678,0
2011-09-15 22:00:00.000,22.71,75.91,0.0,0.0,NAN,0.665,0
2011-09-15 22:30:00.000,22.4,76.89,0.0,0.0,NAN,0.626,0
2011-09-15 23:00:00.000,21.99,77.86,0.0,0.0,NAN,0.585,0
2011-09-15 23:30:00.000,21.44,79.78,0.0,0.0,NAN,0.517,0
2011-09-16 00:00:00.000,20.96,81.1,0.0,0.0,NAN,0.468,0
2011-09-16 00:30:00.000,20.84,81.2,0.0,0.0,NAN,0.463,0
2011-09-16 01:00:00.000,20.96,81.6,0.0,0.0,0.034,0.455,0
2011-09-16 01:30:00.000,21.16,80.5,0.0,0.0,NAN,0.489,0
2011-09-16 02:00:00.000,20.75,81.7,0.0,0.0,NAN,0.448,0
2011-09-16 02:30:00.000,19.83,83.7,0.0,0.0,NAN,0.377,0
2011-09-16 03:00:00.000,19.62,84.8,0.0,0.0,NAN,0.346,0
2011-09-16 03:30:00.000,19.17,85.2,0.0,0.0,NAN,0.329,0
2011-09-16 04:00:00.000,18.72,86.3,0.0,0.0,NAN,0.295,0
2011-09-16 04:30:00.000,18.67,86.9,0.0,0.0,NAN,0.282,0
2011-09-16 05:00:00.000,18.92,86.8,0.0,0.0,NAN,0.288,0
2011-09-16 05:30:00.000,18.61,87.2,0.0,0.0,NAN,0.274,0
2011-09-16 06:00:00.000,17.75,87.8,0.728,0.84,-399.9,0.248,0
2011-09-16 06:30:00.000,17.42,88.0,18.55,28.44,NAN,0.238,0
2011-09-16 07:00:00.000,18.08,87.4,69.84,112.7,NAN,0.262,0
2011-09-16 07:30:00.000,19.12,85.2,140.8,239.0,NAN,0.329,0
2011-09-16 08:00:00.000,20.96,80.2,273.5,447.9,NAN,0.494,0
2011-09-16 08:30:00.000,22.98,73.48,388.6,621.2,NAN,0.745,0
2011-09-16 09:00:00.000,24.14,68.8,488.4,775.2,NAN,0.94,0
2011-09-16 09:30:00.000,24.98,64.61,580.1,914.0,NAN,1.121,0
2011-09-16 10:00:00.000,26.01,57.9,667.6,1050.0,NAN,1.419,0
2011-09-16 10:30:00.000,27.01,52.75,743.4,1165.0,NAN,1.687,0
2011-09-16 11:00:00.000,27.69,50.47,796.1,1243.0,NAN,1.838,0
2011-09-16 11:30:00.000,28.15,50.18,827.0,1286.0,NAN,1.9,0
2011-09-16 12:00:00.000,28.71,48.37,855.0,1327.0,NAN,2.034,0
2011-09-16 12:30:00.000,28.98,47.63,871.0,1347.0,NAN,2.095,0
2011-09-16 13:00:00.000,29.02,47.66,866.0,1337.0,NAN,2.099,0
2011-09-16 13:30:00.000,29.34,48.4,810.0,1252.0,NAN,2.108,0
2011-09-16 14:00:00.000,29.2,50.92,746.7,1153.0,-443.5,1.989,0
2011-09-16 14:30:00.000,29.41,50.75,751.9,1152.0,-432.1,2.02,0
2011-09-16 15:00:00.000,29.47,49.23,658.8,1010.0,-411.1,2.09,0
2011-09-16 15:30:00.000,29.46,49.45,582.1,888.0,NAN,2.079,0
2011-09-16 16:00:00.000,29.17,53.37,486.8,739.5,-400.5,1.887,0
2011-09-16 16:30:00.000,28.31,58.62,363.2,547.1,-391.1,1.593,0
2011-09-16 17:00:00.000,27.46,61.17,276.3,409.5,-398.4,1.423,0
2011-09-16 17:30:00.000,26.81,62.91,172.0,251.1,-375.9,1.308,0
2011-09-16 18:00:00.000,25.95,64.84,81.0,119.0,-389.1,1.178,0
2011-09-16 18:30:00.000,25.13,67.03,20.22,32.42,-396.6,1.053,0
2011-09-16 19:00:00.000,24.35,68.67,1.345,1.851,-388,0.955,0
2011-09-16 19:30:00.000,23.72,69.79,0.0,0.0,-382.2,0.886,0
2011-09-16 20:00:00.000,23.14,71.51,0.0,0.0,-387.6,0.807,0
2011-09-16 20:30:00.000,22.66,72.79,0.0,0.0,-386.5,0.748,0
2011-09-16 21:00:00.000,22.18,75.15,0.0,0.0,-376.1,0.664,0
2011-09-16 21:30:00.000,21.77,76.83,0.0,0.0,-403.2,0.604,0
2011-09-16 22:00:00.000,21.39,77.53,0.0,0.0,-379.4,0.572,0
2011-09-16 22:30:00.000,21.04,78.94,0.0,0.0,-369.6,0.525,0
2011-09-16 23:00:00.000,20.82,79.69,0.0,0.0,-392,0.499,0
2011-09-16 23:30:00.000,20.62,80.6,0.0,0.0,-376.9,0.47,0
2011-09-17 00:00:00.000,20.44,81.5,0.0,0.0,NAN,0.445,0
2011-09-17 00:30:00.000,20.24,82.4,0.0,0.0,-392.4,0.416,0
2011-09-17 01:00:00.000,20.09,83.6,0.0,0.0,NAN,0.385,0
2011-09-17 01:30:00.000,19.86,84.7,0.0,0.0,NAN,0.355,0
2011-09-17 02:00:00.000,19.72,84.9,0.0,0.0,NAN,0.347,0
2011-09-17 02:30:00.000,19.64,85.2,0.0,0.0,-397.9,0.338,0
2011-09-17 03:00:00.000,19.97,84.2,0.0,0.0,NAN,0.37,0
2011-09-17 03:30:00.000,20.15,83.4,0.0,0.0,NAN,0.392,0
2011-09-17 04:00:00.000,20.24,82.2,0.0,0.0,NAN,0.421,0
2011-09-17 04:30:00.000,20.1,82.4,0.0,0.0,NAN,0.414,0
2011-09-17 05:00:00.000,19.54,84.1,0.0,0.0,NAN,0.362,0
2011-09-17 05:30:00.000,19.07,85.8,0.0,0.0,NAN,0.314,0
2011-09-17 06:00:00.000,19.09,86.3,0.528,0.646,0.011,0.304,0
2011-09-17 06:30:00.000,19.08,86.1,8.48,15.93,NAN,0.307,0
2011-09-17 07:00:00.000,19.08,86.6,29.06,45.54,NAN,0.296,0
2011-09-17 07:30:00.000,19.94,84.5,57.16,89.3,NAN,0.361,0
2011-09-17 08:00:00.000,20.81,79.37,115.1,178.4,NAN,0.508,0
2011-09-17 08:30:00.000,21.84,73.89,212.9,336.4,NAN,0.684,0
2011-09-17 09:00:00.000,22.86,69.26,334.5,520.6,NAN,0.856,0
2011-09-17 09:30:00.000,23.87,65.18,562.9,878.0,NAN,1.033,0
2011-09-17 10:00:00.000,24.53,62.5,640.0,997.0,NAN,1.155,0
2011-09-17 10:30:00.000,25.46,60.2,761.1,1179.0,NAN,1.296,0
2011-09-17 11:00:00.000,26.24,58.06,865.0,1318.0,NAN,1.431,0
2011-09-17 11:30:00.000,26.63,56.09,877.0,1337.0,NAN,1.532,0
2011-09-17 12:00:00.000,27.07,54.18,858.0,1315.0,NAN,1.64,0
2011-09-17 12:30:00.000,27.62,51.78,896.0,1368.0,NAN,1.783,0
2011-09-17 13:00:00.000,28.14,50.28,884.0,1343.0,NAN,1.895,0
2011-09-17 13:30:00.000,28.36,48.58,868.0,1315.0,NAN,1.985,0
2011-09-17 14:00:00.000,28.97,45.46,831.0,1256.0,NAN,2.182,0
2011-09-17 14:30:00.000,29.36,44.23,770.9,1162.0,NAN,2.281,0
2011-09-17 15:00:00.000,29.85,41.47,710.5,1067.0,NAN,2.462,0
2011-09-17 15:30:00.000,29.81,41.53,618.1,924.0,NAN,2.454,0
2011-09-17 16:00:00.000,29.9,42.47,516.2,768.3,NAN,2.428,0
2011-09-17 16:30:00.000,29.57,42.66,416.5,618.7,NAN,2.374,0
2011-09-17 17:00:00.000,29.34,44.95,305.6,448.5,-419.4,2.252,0
2011-09-17 17:30:00.000,27.69,53.17,194.0,277.4,-403.4,1.74,0
2011-09-17 18:00:00.000,26.21,58.58,85.4,119.7,-392.7,1.412,0
2011-09-17 18:30:00.000,24.74,62.82,19.47,29.56,-390.9,1.16,0
2011-09-17 19:00:00.000,23.87,64.52,1.023,1.311,-402,1.051,0
2011-09-17 19:30:00.000,22.94,66.87,0.0,0.0,-392.7,0.927,0
2011-09-17 20:00:00.000,22.22,70.12,0.0,0.0,-386.2,0.801,0
2011-09-17 20:30:00.000,21.65,73.17,0.0,0.0,-388.3,0.694,0
2011-09-17 21:00:00.000,21.18,76.03,0.0,0.0,-374.7,0.603,0
2011-09-17 21:30:00.000,20.81,78.15,0.0,0.0,-389.3,0.537,0
2011-09-17 22:00:00.000,20.38,80.3,0.0,0.0,-385,0.471,0
2011-09-17 22:30:00.000,19.96,82.1,0.0,0.0,-395.8,0.417,0
2011-09-17 23:00:00.000,19.52,83.6,0.0,0.0,-417,0.373,0
2011-09-17 23:30:00.000,19.12,84.7,0.0,0.0,NAN,0.34,0
2011-09-18 00:00:00.000,18.79,85.1,0.0,0.0,NAN,0.323,0
2011-09-18 00:30:00.000,18.59,85.7,0.0,0.0,NAN,0.306,0
2011-09-18 01:00:00.000,18.62,85.7,0.0,0.0,NAN,0.307,0
2011-09-18 01:30:00.000,18.44,86.2,0.0,0.0,NAN,0.293,0
2011-09-18 02:00:00.000,18.32,87.0,0.0,0.0,-395.3,0.274,0
2011-09-18 02:30:00.000,18.37,87.3,0.0,0.0,-374.4,0.268,0
2011-09-18 03:00:00.000,18.32,87.5,0.0,0.0,NAN,0.263,0
2011-09-18 03:30:00.000,18.1,87.3,0.0,0.0,NAN,0.264,0
2011-09-18 04:00:00.000,17.74,87.4,0.0,0.0,NAN,0.256,0
2011-09-18 04:30:00.000,17.61,87.2,0.0,0.0,NAN,0.257,0
2011-09-18 05:00:00.000,17.3,87.4,0.0,0.0,NAN,0.248,0
2011-09-18 05:30:00.000,16.86,87.4,0.0,0.0,NAN,0.242,0
2011-09-18 06:00:00.000,16.32,88.3,0.288,0.417,NAN,0.218,0
2011-09-18 06:30:00.000,16.1,88.9,10.59,18.29,NAN,0.203,0
2011-09-18 07:00:00.000,16.41,89.3,68.65,107.6,NAN,0.2,0
2011-09-18 07:30:00.000,17.7,87.3,148.2,234.5,NAN,0.258,0
2011-09-18 08:00:00.000,19.35,81.1,234.2,375.1,NAN,0.425,0
2011-09-18 08:30:00.000,20.59,78.66,371.9,587.6,NAN,0.517,0
2011-09-18 09:00:00.000,21.23,77.69,463.6,719.5,NAN,0.563,0
2011-09-18 09:30:00.000,22.14,74.32,555.4,864.0,-373.8,0.685,0
2011-09-18 10:00:00.000,22.64,72.5,659.6,1025.0,-361.1,0.756,0
2011-09-18 10:30:00.000,22.4,74.07,646.2,1010.0,-369.3,0.703,0
2011-09-18 11:00:00.000,23.3,71.57,778.4,1204.0,-376.5,0.814,0
2011-09-18 11:30:00.000,24.71,66.76,826.0,1273.0,-383.5,1.036,0
2011-09-18 12:00:00.000,25.64,62.89,853.0,1308.0,-376.9,1.224,0
2011-09-18 12:30:00.000,26.74,57.19,862.0,1320.0,-371.3,1.504,0
2011-09-18 13:00:00.000,27.36,53.61,859.0,1309.0,-389,1.689,0
2011-09-18 13:30:00.000,27.68,49.44,848.0,1293.0,-368.9,1.876,0
2011-09-18 14:00:00.000,28.08,46.05,794.3,1205.0,-371.5,2.049,0
2011-09-18 14:30:00.000,28.04,42.8,747.0,1129.0,-403.7,2.167,0
2011-09-18 15:00:00.000,28.49,39.43,712.7,1069.0,-384.4,2.356,0
2011-09-18 15:30:00.000,28.52,39.3,626.6,939.0,-393.7,2.364,0
2011-09-18 16:00:00.000,28.53,37.24,516.8,771.0,-394.8,2.446,0
2011-09-18 16:30:00.000,28.18,37.24,411.3,608.3,-394.5,2.397,0
2011-09-18 17:00:00.000,27.6,42.54,302.9,443.1,-408.6,2.123,0
2011-09-18 17:30:00.000,26.64,44.75,179.3,251.5,-395,1.929,0
2011-09-18 18:00:00.000,25.72,48.09,93.9,129.8,-381.3,1.717,0
2011-09-18 18:30:00.000,24.29,55.79,21.22,30.61,-386,1.344,0
2011-09-18 19:00:00.000,23.01,62.26,1.151,1.357,-363.7,1.061,0
2011-09-18 19:30:00.000,22.26,64.74,0.0,0.0,-370,0.947,0
2011-09-18 20:00:00.000,21.69,68.22,0.0,0.0,-369,0.824,0
2011-09-18 20:30:00.000,21.2,70.06,0.0,0.0,-384,0.754,0
2011-09-18 21:00:00.000,20.9,70.14,0.0,0.0,-400,0.738,0
2011-09-18 21:30:00.000,20.48,70.37,0.0,0.0,-403.5,0.714,0
2011-09-18 22:00:00.000,20.16,72.41,0.0,0.0,-380.5,0.651,0
2011-09-18 22:30:00.000,19.89,75.99,0.0,0.0,-371.4,0.557,0
2011-09-18 23:00:00.000,19.5,76.67,0.0,0.0,-400.6,0.529,0
2011-09-18 23:30:00.000,19.21,78.98,0.0,0.0,NAN,0.468,0
2011-09-19 00:00:00.000,18.84,81.5,0.0,0.0,NAN,0.403,0
2011-09-19 00:30:00.000,18.79,83.0,0.0,0.0,-397.2,0.368,0
2011-09-19 01:00:00.000,18.74,84.3,0.0,0.0,-390.9,0.34,0
2011-09-19 01:30:00.000,18.63,84.8,0.0,0.0,-388.9,0.326,0
2011-09-19 02:00:00.000,18.52,84.9,0.0,0.0,-375.3,0.321,0
2011-09-19 02:30:00.000,18.25,85.7,0.0,0.0,NAN,0.301,0
2011-09-19 03:00:00.000,17.99,86.5,0.0,0.0,-381.7,0.278,0
2011-09-19 03:30:00.000,17.82,86.7,0.0,0.0,NAN,0.271,0
2011-09-19 04:00:00.000,17.28,87.4,0.0,0.0,NAN,0.249,0
2011-09-19 04:30:00.000,16.48,88.3,0.0,0.0,NAN,0.22,0
2011-09-19 05:00:00.000,15.9,89.0,0.0,0.0,NAN,0.199,0
2011-09-19 05:30:00.000,15.53,89.4,0.0,0.0,NAN,0.186,0
2011-09-19 06:00:00.000,15.06,89.5,0.407,0.482,NAN,0.179,0
2011-09-19 06:30:00.000,14.72,89.8,11.62,19.67,-396.5,0.171,0
2011-09-19 07:00:00.000,15.22,89.5,68.68,110.2,NAN,0.181,0
2011-09-19 07:30:00.000,16.27,86.7,155.3,253.9,NAN,0.246,0
2011-09-19 08:00:00.000,17.55,77.78,264.8,427.3,-354.1,0.448,0
2011-09-19 08:30:00.000,19.6,70.88,382.7,609.1,-366,0.666,0
2011-09-19 09:00:00.000,21.19,65.8,493.1,776.6,-376.7,0.86,0
2011-09-19 09:30:00.000,22.53,64.0,592.3,925.0,NAN,0.983,0
2011-09-19 10:00:00.000,23.38,60.88,677.4,1054.0,-387.6,1.125,0
2011-09-19 10:30:00.000,24.11,59.74,747.4,1160.0,-369.1,1.209,0
2011-09-19 11:00:00.000,25.18,54.52,802.0,1240.0,-402.2,1.457,0
2011-09-19 11:30:00.000,26.21,49.07,844.0,1300.0,NAN,1.734,0
2011-09-19 12:00:00.000,27.04,44.25,873.0,1340.0,NAN,1.993,0
2011-09-19 12:30:00.000,27.73,42.27,882.0,1348.0,NAN,2.149,0
2011-09-19 13:00:00.000,28.45,40.59,878.0,1340.0,NAN,2.306,0
2011-09-19 13:30:00.000,28.89,40.68,775.5,1190.0,NAN,2.361,0
2011-09-19 14:00:00.000,29.42,39.64,832.0,1258.0,NAN,2.478,0
2011-09-19 14:30:00.000,29.9,36.81,685.0,1044.0,NAN,2.666,0
2011-09-19 15:00:00.000,30.49,33.54,676.3,1023.0,NAN,2.901,0
2011-09-19 15:30:00.000,30.61,33.53,593.4,895.0,NAN,2.92,0
2011-09-19 16:00:00.000,31.01,33.32,497.6,746.1,-424.9,2.998,0
2011-09-19 16:30:00.000,30.94,33.57,377.8,564.9,NAN,2.975,0
2011-09-19 17:00:00.000,30.8,33.48,291.9,427.0,NAN,2.954,0
2011-09-19 17:30:00.000,30.55,32.34,180.5,259.1,NAN,2.962,0
2011-09-19 18:00:00.000,29.97,34.65,83.1,117.2,-425.9,2.768,0
2011-09-19 18:30:00.000,29.21,34.57,17.11,26.24,NAN,2.653,0
2011-09-19 19:00:00.000,28.33,32.72,0.856,1.059,-458.9,2.591,0
2011-09-19 19:30:00.000,26.99,34.29,0.0,0.01,NAN,2.342,0
2011-09-19 20:00:00.000,25.8,36.93,0.0,0.001,NAN,2.094,0
2011-09-19 20:30:00.000,25.49,40.48,0.0,0.0,-431.9,1.942,0
2011-09-19 21:00:00.000,25.12,51.07,0.0,0.0,NAN,1.562,0
2011-09-19 21:30:00.000,24.67,58.99,0.0,0.0,NAN,1.274,0
2011-09-19 22:00:00.000,23.67,62.72,0.0,0.0,-436.5,1.091,0
2011-09-19 22:30:00.000,22.68,67.23,0.0,0.0,NAN,0.903,0
2011-09-19 23:00:00.000,21.67,71.31,0.0,0.0,NAN,0.744,0
2011-09-19 23:30:00.000,21.16,73.63,0.0,0.0,NAN,0.662,0
2011-09-20 00:00:00.000,21.42,66.73,0.0,0.0,NAN,0.848,0
2011-09-20 00:30:00.000,21.18,64.75,0.0,0.0,NAN,0.886,0
2011-09-20 01:00:00.000,20.9,69.08,0.0,0.0,NAN,0.766,0
2011-09-20 01:30:00.000,20.24,68.21,0.0,0.0,-423.7,0.754,0
2011-09-20 02:00:00.000,20.21,67.59,0.0,0.0,-419.6,0.767,0
2011-09-20 02:30:00.000,20.03,65.03,0.0,0.0,NAN,0.819,0
2011-09-20 03:00:00.000,18.4,66.37,0.0,0.0,NAN,0.712,0
2011-09-20 03:30:00.000,18.31,67.05,0.0,0.0,NAN,0.693,0
2011-09-20 04:00:00.000,18.38,67.52,0.0,0.0,NAN,0.686,0
2011-09-20 04:30:00.000,18.34,68.42,0.0,0.0,-420.2,0.665,0
2011-09-20 05:00:00.000,18.24,69.41,0.0,0.0,NAN,0.641,0
2011-09-20 05:30:00.000,18.2,70.14,0.0,0.0,-408.2,0.624,0
2011-09-20 06:00:00.000,18.35,71.04,0.42,0.487,NAN,0.611,0
2011-09-20 06:30:00.000,18.47,71.03,13.05,21.28,-415.5,0.615,0
2011-09-20 07:00:00.000,19.33,70.87,78.28,121.3,-393,0.653,0
2011-09-20 07:30:00.000,20.68,67.96,175.3,274.1,-399.7,0.782,0
2011-09-20 08:00:00.000,22.12,64.08,280.2,440.3,-391.8,0.958,0
2011-09-20 08:30:00.000,23.63,59.16,387.6,607.9,-378,1.193,0
2011-09-20 09:00:00.000,25.1,52.28,490.1,766.6,-391.8,1.523,0
2011-09-20 09:30:00.000,26.45,43.75,583.9,910.0,-403.4,1.942,0
2011-09-20 10:00:00.000,27.43,39.57,669.4,1038.0,-425.3,2.211,0
2011-09-20 10:30:00.000,28.3,34.78,742.1,1146.0,NAN,2.509,0
