Fecha,T_Amb_Avg(ºC),H_Relat_Avg (%),Rad_Glob_Avg (W/m²),Rad_Par_Avg (µmol/m²/s),R_Neta_Avg (W/m²),VPD_Avg (kPa),Lluvia (mm)
2011-06-17 15:00:00.000,33.1,21.15,904.0,1383.0,NAN,3.99,0
2011-06-17 15:30:00.000,33.34,22.2,834.0,1276.0,NAN,3.99,0
2011-06-17 16:00:00.000,33.42,22.44,749.6,1145.0,NAN,3.995,0
2011-06-17 16:30:00.000,33.22,23.55,658.8,1006.0,-420.1,3.896,0
2011-06-17 17:00:00.000,32.24,26.65,557.9,850.0,-401.9,3.537,0
2011-06-17 17:30:00.000,31.37,27.03,456.3,689.6,-399.2,3.349,0
2011-06-17 18:00:00.000,30.66,30.9,351.5,523.0,-384.3,3.048,0
2011-06-17 18:30:00.000,29.31,36.67,237.4,346.2,-407.8,2.583,0
2011-06-17 19:00:00.000,28.26,40.45,133.0,190.7,-429.4,2.286,0
2011-06-17 19:30:00.000,27.23,45.09,45.0,65.66,-401.1,1.986,0
2011-06-17 20:00:00.000,25.75,50.39,6.388,9.78,-417.1,1.644,0
2011-06-17 20:30:00.000,24.76,52.44,0.216,0.302,-400.1,1.485,0
2011-06-17 21:00:00.000,23.98,54.88,0.0,0.003,NAN,1.344,0
2011-06-17 21:30:00.000,23.26,56.49,0.0,0.0,NAN,1.242,0
2011-06-17 22:00:00.000,22.76,56.88,0.0,0.0,-441.3,1.194,0
2011-06-17 22:30:00.000,22.72,54.73,0.0,0.0,NAN,1.25,0
2011-06-17 23:00:00.000,22.05,56.19,0.0,0.0,NAN,1.162,0
2011-06-17 23:30:00.000,21.87,56.81,0.0,0.0,NAN,1.133,0
2011-06-18 00:00:00.000,21.71,56.41,0.0,0.0,-421.3,1.132,0
2011-06-18 00:30:00.000,21.25,58.04,0.0,0.0,-411.9,1.06,0
2011-06-18 01:00:00.000,20.84,59.57,0.0,0.0,NAN,0.995,0
2011-06-18 01:30:00.000,20.6,61.12,0.0,0.0,NAN,0.943,0
2011-06-18 02:00:00.000,20.03,63.7,0.0,0.0,-418.1,0.85,0
2011-06-18 02:30:00.000,19.71,65.44,0.0,0.0,NAN,0.794,0
2011-06-18 03:00:00.000,19.34,67.24,0.0,0.0,NAN,0.735,0
2011-06-18 03:30:00.000,19.06,68.48,0.0,0.0,-431.4,0.695,0
2011-06-18 04:00:00.000,18.63,70.77,0.0,0.0,NAN,0.628,0
2011-06-18 04:30:00.000,18.56,72.14,0.0,0.0,NAN,0.595,0
2011-06-18 05:00:00.000,18.91,69.8,1.005,1.42,NAN,0.661,0
2011-06-18 05:30:00.000,18.08,74.62,16.8,28.39,NAN,0.526,0
2011-06-18 06:00:00.000,19.38,70.12,81.4,127.5,NAN,0.673,0
2011-06-18 06:30:00.000,20.73,65.28,170.0,270.8,NAN,0.851,0
2011-06-18 07:00:00.000,21.53,62.88,270.1,435.5,-415,0.954,0
2011-06-18 07:30:00.000,22.26,60.1,375.9,612.0,-434.3,1.072,0
2011-06-18 08:00:00.000,22.61,58.6,479.2,778.4,-434,1.136,0
2011-06-18 08:30:00.000,22.99,57.0,581.3,938.0,NAN,1.208,0
2011-06-18 09:00:00.000,23.63,56.19,677.7,1084.0,NAN,1.278,0
2011-06-18 09:30:00.000,24.16,54.61,767.9,1218.0,NAN,1.368,0
2011-06-18 10:00:00.000,24.86,52.23,847.0,1336.0,NAN,1.501,0
2011-06-18 10:30:00.000,25.59,49.74,916.0,1439.0,NAN,1.65,0
2011-06-18 11:00:00.000,26.47,46.19,973.0,1517.0,NAN,1.86,0
2011-06-18 11:30:00.000,27.21,42.67,1010.0,1572.0,-429.6,2.07,0
2011-06-18 12:00:00.000,28.19,36.17,1035.0,1607.0,NAN,2.44,0
2011-06-18 12:30:00.000,28.73,29.53,1050.0,1620.0,-400.2,2.78,0
2011-06-18 13:00:00.000,29.27,27.98,1047.0,1613.0,NAN,2.932,0
2011-06-18 13:30:00.000,30.17,24.99,1035.0,1591.0,-413.6,3.214,0
2011-06-18 14:00:00.000,30.83,22.73,1005.0,1543.0,NAN,3.439,0
2011-06-18 14:30:00.000,31.22,25.38,956.0,1471.0,NAN,3.394,0
2011-06-18 15:00:00.000,31.02,28.11,894.0,1380.0,-407.2,3.234,0
2011-06-18 15:30:00.000,31.27,27.51,822.0,1272.0,NAN,3.308,0
2011-06-18 16:00:00.000,31.6,26.69,744.2,1149.0,NAN,3.408,0
2011-06-18 16:30:00.000,31.55,26.6,655.6,1006.0,-412.7,3.403,0
2011-06-18 17:00:00.000,30.53,27.35,557.7,852.0,-401.3,3.178,0
2011-06-18 17:30:00.000,29.6,30.27,455.2,689.3,-395.7,2.894,0
2011-06-18 18:00:00.000,28.31,37.73,348.3,519.0,NAN,2.399,0
2011-06-18 18:30:00.000,27.13,43.05,242.8,352.1,-405.3,2.047,0
2011-06-18 19:00:00.000,22.51,42.16,106.3,146.7,-390.1,1.508,0
2011-06-18 19:30:00.000,24.54,49.46,54.33,73.52,-392.9,1.558,0
2011-06-18 20:00:00.000,23.37,53.0,5.535,10.04,-383,1.351,0
2011-06-18 20:30:00.000,22.33,57.78,0.237,0.316,-398.2,1.139,0
2011-06-18 21:00:00.000,21.49,62.16,0.0,0.0,-390.8,0.97,0
2011-06-18 21:30:00.000,21.06,62.09,0.0,0.0,-406.6,0.946,0
2011-06-18 22:00:00.000,20.68,61.06,0.0,0.0,-403.6,0.949,0
2011-06-18 22:30:00.000,20.59,59.66,0.0,0.0,-400.9,0.978,0
2011-06-18 23:00:00.000,20.22,63.91,0.0,0.0,NAN,0.855,0
2011-06-18 23:30:00.000,19.91,67.39,0.0,0.0,-379.2,0.758,0
2011-06-19 00:00:00.000,19.5,70.02,0.0,0.0,-409.6,0.679,0
2011-06-19 00:30:00.000,19.02,73.19,0.0,0.0,NAN,0.59,0
2011-06-19 01:00:00.000,18.55,75.16,0.0,0.0,NAN,0.531,0
2011-06-19 01:30:00.000,18.17,76.17,0.0,0.0,NAN,0.497,0
2011-06-19 02:00:00.000,17.71,77.43,0.0,0.0,NAN,0.458,0
2011-06-19 02:30:00.000,16.94,79.56,0.0,0.0,NAN,0.394,0
2011-06-19 03:00:00.000,16.52,80.4,0.0,0.0,NAN,0.368,0
2011-06-19 03:30:00.000,16.12,80.7,0.0,0.0,NAN,0.353,0
2011-06-19 04:00:00.000,15.78,82.0,0.0,0.0,NAN,0.323,0
2011-06-19 04:30:00.000,15.26,83.4,0.0,0.0,NAN,0.287,0
2011-06-19 05:00:00.000,15.07,84.3,0.913,1.376,NAN,0.269,0
2011-06-19 05:30:00.000,15.15,83.4,16.69,27.56,NAN,0.286,0
2011-06-19 06:00:00.000,15.83,79.42,78.75,125.4,NAN,0.372,0
2011-06-19 06:30:00.000,17.3,71.0,166.7,264.8,NAN,0.573,0
2011-06-19 07:00:00.000,18.55,66.29,269.5,430.5,NAN,0.72,0
2011-06-19 07:30:00.000,20.3,61.62,374.5,601.9,-415.1,0.916,0
2011-06-19 08:00:00.000,21.6,59.14,478.9,769.4,-435.4,1.054,0
2011-06-19 08:30:00.000,23.2,53.58,581.0,931.0,-407,1.321,0
2011-06-19 09:00:00.000,24.19,48.31,677.3,1081.0,-406.3,1.561,0
2011-06-19 09:30:00.000,25.25,45.56,765.0,1215.0,-399.3,1.751,0
2011-06-19 10:00:00.000,26.37,43.1,842.0,1331.0,-390.5,1.955,0
2011-06-19 10:30:00.000,27.5,39.27,913.0,1438.0,-401.5,2.231,0
2011-06-19 11:00:00.000,28.94,33.1,970.0,1519.0,-410.8,2.672,0
2011-06-19 11:30:00.000,30.03,29.92,1010.0,1574.0,-410.1,2.98,0
2011-06-19 12:00:00.000,30.87,27.85,1035.0,1609.0,NAN,3.219,0
2011-06-19 12:30:00.000,31.52,24.43,1047.0,1625.0,NAN,3.499,0
2011-06-19 13:00:00.000,32.46,19.81,1045.0,1620.0,NAN,3.916,0
2011-06-19 13:30:00.000,33.12,16.75,1029.0,1595.0,NAN,4.217,0
2011-06-19 14:00:00.000,33.75,16.76,999.0,1548.0,NAN,4.367,0
2011-06-19 14:30:00.000,34.37,17.23,957.0,1485.0,NAN,4.495,0
2011-06-19 15:00:00.000,34.44,19.68,781.7,1221.0,NAN,4.379,0
2011-06-19 15:30:00.000,33.58,22.4,531.8,837.0,NAN,4.033,0
2011-06-19 16:00:00.000,33.7,21.59,619.6,960.0,NAN,4.102,0
2011-06-19 16:30:00.000,33.53,22.14,536.2,832.0,NAN,4.036,0
2011-06-19 17:00:00.000,33.07,23.37,338.1,531.7,NAN,3.871,0
2011-06-19 17:30:00.000,31.72,31.53,383.5,582.2,NAN,3.212,0
2011-06-19 18:00:00.000,31.24,33.77,350.4,531.8,NAN,3.016,0
2011-06-19 18:30:00.000,30.34,37.53,245.6,359.5,-415.4,2.703,0
2011-06-19 19:00:00.000,29.32,42.92,103.3,154.8,-426.7,2.331,0
2011-06-19 19:30:00.000,28.44,47.01,56.82,74.96,-417.5,2.055,0
2011-06-19 20:00:00.000,27.34,48.64,10.96,14.26,-426,1.869,0
2011-06-19 20:30:00.000,26.37,48.39,0.372,0.423,-431.3,1.772,0
2011-06-19 21:00:00.000,25.34,50.18,0.0,0.038,-403,1.611,0
2011-06-19 21:30:00.000,24.43,54.2,0.0,0.038,NAN,1.403,0
2011-06-19 22:00:00.000,23.62,59.63,0.0,0.011,-415.7,1.178,0
2011-06-19 22:30:00.000,22.93,63.0,0.0,0.005,-411.3,1.035,0
2011-06-19 23:00:00.000,22.16,65.41,0.0,0.0,-420.6,0.924,0
2011-06-19 23:30:00.000,21.51,67.35,0.0,0.001,NAN,0.838,0
2011-06-20 00:00:00.000,20.94,68.86,0.0,0.0,NAN,0.771,0
2011-06-20 00:30:00.000,20.43,70.35,0.0,0.0,-411.9,0.712,0
2011-06-20 01:00:00.000,19.91,72.8,0.0,0.0,NAN,0.632,0
2011-06-20 01:30:00.000,19.65,76.45,0.0,0.0,NAN,0.539,0
2011-06-20 02:00:00.000,19.25,80.7,0.0,0.0,NAN,0.431,0
2011-06-20 02:30:00.000,18.94,83.3,0.0,0.0,NAN,0.365,0
2011-06-20 03:00:00.000,18.34,84.3,0.0,0.0,NAN,0.33,0
2011-06-20 03:30:00.000,17.7,85.3,0.0,0.0,NAN,0.298,0
2011-06-20 04:00:00.000,17.67,84.0,0.0,0.0,NAN,0.323,0
2011-06-20 04:30:00.000,17.75,82.8,0.0,0.0,NAN,0.349,0
2011-06-20 05:00:00.000,17.52,82.7,0.768,1.119,NAN,0.347,0
2011-06-20 05:30:00.000,16.97,82.7,12.59,21.26,NAN,0.335,0
2011-06-20 06:00:00.000,17.94,79.41,64.68,102.8,NAN,0.424,0
2011-06-20 06:30:00.000,19.4,74.68,147.7,237.0,NAN,0.57,0
2011-06-20 07:00:00.000,20.74,68.83,248.2,398.8,NAN,0.764,0
2011-06-20 07:30:00.000,22.17,62.73,364.8,586.1,NAN,0.997,0
2011-06-20 08:00:00.000,23.33,59.31,471.1,756.2,NAN,1.167,0
2011-06-20 08:30:00.000,24.61,54.92,573.3,917.0,NAN,1.397,0
2011-06-20 09:00:00.000,25.73,49.26,662.9,1058.0,NAN,1.679,0
2011-06-20 09:30:00.000,26.8,48.88,740.4,1176.0,NAN,1.801,0
2011-06-20 10:00:00.000,27.73,47.11,850.0,1343.0,NAN,1.968,0
2011-06-20 10:30:00.000,28.83,43.18,922.0,1453.0,NAN,2.256,0
2011-06-20 11:00:00.000,29.84,38.23,973.0,1528.0,NAN,2.598,0
2011-06-20 11:30:00.000,30.36,32.67,1003.0,1571.0,NAN,2.918,0
2011-06-20 12:00:00.000,31.09,30.51,1024.0,1600.0,NAN,3.139,0
2011-06-20 12:30:00.000,31.88,30.56,1032.0,1608.0,NAN,3.28,0
2011-06-20 13:00:00.000,32.48,29.83,1024.0,1592.0,NAN,3.43,0
2011-06-20 13:30:00.000,33.05,30.33,999.0,1551.0,NAN,3.515,0
2011-06-20 14:00:00.000,33.06,32.03,968.0,1501.0,NAN,3.431,0
2011-06-20 14:30:00.000,33.49,30.6,926.0,1435.0,NAN,3.589,0
2011-06-20 15:00:00.000,33.7,29.61,872.0,1351.0,NAN,3.683,0
2011-06-20 15:30:00.000,34.02,29.22,805.0,1245.0,NAN,3.77,0
2011-06-20 16:00:00.000,34.03,27.82,728.9,1125.0,NAN,3.848,0
2011-06-20 16:30:00.000,33.91,27.89,641.0,986.0,NAN,3.817,0
2011-06-20 17:00:00.000,34.07,27.38,548.5,841.0,-411.5,3.878,0
2011-06-20 17:30:00.000,34.06,25.29,449.6,683.9,-372,3.988,0
2011-06-20 18:00:00.000,34.35,22.24,343.5,514.4,NAN,4.219,0
2011-06-20 18:30:00.000,33.66,28.4,236.2,346.7,-409.8,3.75,0
2011-06-20 19:00:00.000,31.92,38.47,134.7,193.9,-421.5,2.915,0
2011-06-20 19:30:00.000,30.6,41.28,49.8,70.78,-443.5,2.58,0
2011-06-20 20:00:00.000,29.37,44.72,7.37,12.03,NAN,2.264,0
2011-06-20 20:30:00.000,28.04,50.23,0.293,0.454,-415.7,1.886,0
2011-06-20 21:00:00.000,27.15,55.34,0.003,0.156,-421.4,1.607,0
2011-06-20 21:30:00.000,26.17,59.86,0.002,0.089,-416.9,1.365,0
2011-06-20 22:00:00.000,24.86,68.11,0.0,0.036,NAN,1.003,0
2011-06-20 22:30:00.000,23.71,73.31,0.0,0.003,-423.5,0.783,0
2011-06-20 23:00:00.000,22.83,74.01,0.0,0.002,-393.5,0.723,0
2011-06-20 23:30:00.000,22.1,74.26,0.0,0.0,-407.4,0.684,0
2011-06-21 00:00:00.000,21.69,72.53,0.0,0.0,-397.1,0.712,0
2011-06-21 00:30:00.000,21.39,72.1,0.0,0.0,NAN,0.711,0
2011-06-21 01:00:00.000,21.15,73.83,0.0,0.0,NAN,0.657,0
2011-06-21 01:30:00.000,21.13,74.6,0.0,0.0,NAN,0.636,0
2011-06-21 02:00:00.000,20.69,76.55,0.0,0.0,NAN,0.572,0
2011-06-21 02:30:00.000,20.27,78.24,0.0,0.0,NAN,0.517,0
2011-06-21 03:00:00.000,20.05,79.25,0.0,0.0,NAN,0.486,0
2011-06-21 03:30:00.000,19.65,80.3,0.0,0.0,NAN,0.452,0
2011-06-21 04:00:00.000,18.54,83.4,0.0,0.0,NAN,0.354,0
2011-06-21 04:30:00.000,18.07,85.7,0.0,0.0,NAN,0.295,0
2011-06-21 05:00:00.000,18.04,84.7,0.762,1.166,NAN,0.316,0
2011-06-21 05:30:00.000,17.98,83.4,14.4,22.34,NAN,0.343,0
2011-06-21 06:00:00.000,18.11,82.1,66.49,103.5,NAN,0.372,0
2011-06-21 06:30:00.000,20.69,77.06,150.2,237.0,NAN,0.562,0
2011-06-21 07:00:00.000,22.36,71.55,248.2,391.1,NAN,0.769,0
2011-06-21 07:30:00.000,23.38,67.89,351.8,557.6,-413.7,0.924,0
2011-06-21 08:00:00.000,24.26,64.13,454.8,721.2,NAN,1.087,0
2011-06-21 08:30:00.000,25.35,60.48,558.8,886.0,-386.5,1.279,0
2011-06-21 09:00:00.000,26.65,56.76,654.0,1034.0,-413.1,1.511,0
2011-06-21 09:30:00.000,27.66,50.86,743.7,1173.0,NAN,1.822,0
2011-06-21 10:00:00.000,28.6,47.17,820.0,1288.0,NAN,2.069,0
2011-06-21 10:30:00.000,29.46,43.29,886.0,1390.0,NAN,2.334,0
2011-06-21 11:00:00.000,30.5,39.79,943.0,1472.0,NAN,2.63,0
2011-06-21 11:30:00.000,31.71,36.16,987.0,1534.0,NAN,2.987,0
2011-06-21 12:00:00.000,32.5,33.81,1012.0,1568.0,NAN,3.239,0
2011-06-21 12:30:00.000,33.11,32.29,1025.0,1586.0,-433.7,3.429,0
2011-06-21 13:00:00.000,33.93,30.5,1024.0,1580.0,-431.5,3.683,0
2011-06-21 13:30:00.000,34.26,29.86,1005.0,1549.0,-413.6,3.786,0
2011-06-21 14:00:00.000,35.11,27.6,985.0,1514.0,-399.9,4.098,0
2011-06-21 14:30:00.000,35.69,27.44,922.0,1413.0,NAN,4.238,0
2011-06-21 15:00:00.000,35.68,27.23,863.0,1322.0,NAN,4.249,0
2011-06-21 15:30:00.000,35.73,27.14,796.4,1219.0,NAN,4.266,0
2011-06-21 16:00:00.000,35.86,26.16,717.1,1095.0,NAN,4.355,0
2011-06-21 16:30:00.000,36.19,25.25,623.8,949.0,-400.8,4.488,0
2011-06-21 17:00:00.000,35.56,29.02,527.8,801.0,NAN,4.12,0
2011-06-21 17:30:00.000,33.99,36.3,423.2,639.0,NAN,3.388,0
2011-06-21 18:00:00.000,32.94,33.99,317.1,471.8,NAN,3.311,0
2011-06-21 18:30:00.000,32.16,41.15,215.7,316.5,NAN,2.826,0
2011-06-21 19:00:00.000,31.02,42.39,126.2,182.8,-415.9,2.592,0
2011-06-21 19:30:00.000,29.61,47.37,50.11,71.18,-401.3,2.187,0
2011-06-21 20:00:00.000,28.53,53.11,7.527,11.9,NAN,1.829,0
2011-06-21 20:30:00.000,27.61,56.07,0.247,0.397,-407,1.623,0
2011-06-21 21:00:00.000,26.76,57.04,0.001,0.081,NAN,1.51,0
2011-06-21 21:30:00.000,26.09,56.19,0.0,0.021,-412.8,1.48,0
2011-06-21 22:00:00.000,25.23,58.39,0.0,0.016,NAN,1.337,0
2011-06-21 22:30:00.000,24.37,61.66,0.0,0.022,-420.3,1.17,0
2011-06-21 23:00:00.000,23.59,64.48,0.0,0.0,-412.8,1.034,0
2011-06-21 23:30:00.000,23.11,66.95,0.0,0.0,-409.2,0.934,0
2011-06-22 00:00:00.000,22.98,66.48,0.0,0.0,NAN,0.94,0
2011-06-22 00:30:00.000,22.56,66.69,0.0,0.0,NAN,0.911,0
2011-06-22 01:00:00.000,22.36,66.09,0.0,0.0,NAN,0.916,0
2011-06-22 01:30:00.000,22.19,66.08,0.0,0.0,NAN,0.907,0
2011-06-22 02:00:00.000,21.14,70.82,0.0,0.0,NAN,0.732,0
2011-06-22 02:30:00.000,21.11,71.88,0.0,0.0,NAN,0.704,0
2011-06-22 03:00:00.000,20.97,73.55,0.0,0.0,NAN,0.656,0
2011-06-22 03:30:00.000,20.11,76.47,0.0,0.0,NAN,0.555,0
2011-06-22 04:00:00.000,19.36,78.2,0.0,0.0,NAN,0.49,0
2011-06-22 04:30:00.000,19.1,78.8,0.0,0.0,NAN,0.469,0
2011-06-22 05:00:00.000,18.7,80.5,0.736,1.141,NAN,0.42,0
2011-06-22 05:30:00.000,18.51,81.1,14.8,23.02,NAN,0.403,0
2011-06-22 06:00:00.000,18.93,80.1,70.84,106.9,NAN,0.436,0
2011-06-22 06:30:00.000,20.18,76.02,155.7,240.4,NAN,0.567,0
2011-06-22 07:00:00.000,21.98,71.31,255.4,398.3,NAN,0.759,0
2011-06-22 07:30:00.000,23.44,66.73,359.6,563.7,NAN,0.96,0
2011-06-22 08:00:00.000,24.43,63.67,463.8,728.1,NAN,1.113,0
2011-06-22 08:30:00.000,25.87,57.31,567.2,889.0,NAN,1.427,0
2011-06-22 09:00:00.000,27.12,50.9,667.2,1043.0,-397.9,1.763,0
2011-06-22 09:30:00.000,28.59,41.91,754.0,1174.0,-404.9,2.275,0
2011-06-22 10:00:00.000,29.8,37.46,834.0,1293.0,-406.9,2.625,0
2011-06-22 10:30:00.000,30.67,35.56,899.0,1391.0,NAN,2.841,0
2011-06-22 11:00:00.000,31.67,30.49,955.0,1471.0,NAN,3.247,0
2011-06-22 11:30:00.000,32.78,26.9,998.0,1532.0,NAN,3.633,0
2011-06-22 12:00:00.000,33.57,24.13,1023.0,1568.0,NAN,3.944,0
2011-06-22 12:30:00.000,34.41,20.22,1038.0,1586.0,NAN,4.344,0
2011-06-22 13:00:00.000,35.22,18.39,1036.0,1581.0,-431.6,4.646,0
2011-06-22 13:30:00.000,35.74,16.96,1005.0,1533.0,NAN,4.865,0
2011-06-22 14:00:00.000,36.19,19.99,972.0,1482.0,NAN,4.806,0
2011-06-22 14:30:00.000,35.99,23.74,925.0,1415.0,NAN,4.529,0
2011-06-22 15:00:00.000,36.11,20.36,873.0,1331.0,NAN,4.761,0
2011-06-22 15:30:00.000,36.5,18.15,821.0,1246.0,NAN,4.997,0
2011-06-22 16:00:00.000,36.79,19.1,740.4,1121.0,NAN,5.019,0
2011-06-22 16:30:00.000,36.2,22.21,639.1,966.0,-402.9,4.674,0
2011-06-22 17:00:00.000,35.37,28.12,467.2,710.8,-387.8,4.126,0
2011-06-22 17:30:00.000,35.06,26.93,434.3,652.0,NAN,4.123,0
2011-06-22 18:00:00.000,34.76,25.17,329.8,489.3,NAN,4.153,0
2011-06-22 18:30:00.000,34.01,27.16,224.0,327.6,NAN,3.878,0
2011-06-22 19:00:00.000,32.63,29.8,129.4,186.4,-410.6,3.461,0
2011-06-22 19:30:00.000,30.83,32.78,53.08,73.47,-418,2.993,0
2011-06-22 20:00:00.000,29.21,35.87,8.68,12.7,-430.7,2.601,0
2011-06-22 20:30:00.000,28.0,38.88,0.282,0.375,-418.4,2.312,0
2011-06-22 21:00:00.000,26.98,43.78,0.014,0.137,-439.4,2.002,0
2011-06-22 21:30:00.000,26.25,46.13,0.009,0.136,-441.4,1.838,0
2011-06-22 22:00:00.000,25.24,49.81,0.002,0.079,-421,1.614,0
2011-06-22 22:30:00.000,24.47,52.93,0.004,0.042,-429.8,1.444,0
2011-06-22 23:00:00.000,23.96,53.94,0.0,0.007,-409.9,1.371,0
2011-06-22 23:30:00.000,23.81,54.36,0.0,0.001,-444.4,1.347,0
2011-06-23 00:00:00.000,23.4,55.08,0.0,0.001,NAN,1.293,0
2011-06-23 00:30:00.000,23.14,55.08,0.0,0.005,NAN,1.272,0
2011-06-23 01:00:00.000,22.73,56.15,0.0,0.0,NAN,1.212,0
2011-06-23 01:30:00.000,22.53,56.31,0.0,0.0,NAN,1.193,0
2011-06-23 02:00:00.000,21.72,59.1,0.0,0.0,NAN,1.065,0
2011-06-23 02:30:00.000,21.38,60.69,0.0,0.0,NAN,1.001,0
2011-06-23 03:00:00.000,22.22,56.3,0.0,0.0,NAN,1.174,0
2011-06-23 03:30:00.000,21.77,57.15,0.0,0.0,NAN,1.119,0
2011-06-23 04:00:00.000,21.7,52.24,0.0,0.0,-408.1,1.24,0
2011-06-23 04:30:00.000,21.85,47.13,0.0,0.0,-424,1.384,0
2011-06-23 05:00:00.000,20.42,53.85,0.852,1.224,NAN,1.112,0
2011-06-23 05:30:00.000,19.54,57.36,15.01,24.3,-423.4,0.97,0
2011-06-23 06:00:00.000,20.46,54.92,73.25,113.6,NAN,1.084,0
2011-06-23 06:30:00.000,21.6,53.04,162.9,254.3,NAN,1.212,0
2011-06-23 07:00:00.000,22.86,46.12,265.2,415.1,NAN,1.502,0
2011-06-23 07:30:00.000,23.67,44.11,370.6,581.8,NAN,1.634,0
2011-06-23 08:00:00.000,24.57,41.73,475.8,746.0,NAN,1.799,0
2011-06-23 08:30:00.000,25.51,38.11,580.6,908.0,-418.9,2.021,0
2011-06-23 09:00:00.000,26.67,35.58,682.4,1060.0,NAN,2.254,0
2011-06-23 09:30:00.000,27.67,32.75,773.0,1195.0,NAN,2.494,0
2011-06-23 10:00:00.000,28.23,31.9,859.0,1323.0,NAN,2.609,0
2011-06-23 10:30:00.000,29.04,30.1,924.0,1419.0,NAN,2.806,0
2011-06-23 11:00:00.000,29.85,28.49,982.0,1502.0,NAN,3.009,0
2011-06-23 11:30:00.000,31.01,25.17,1023.0,1560.0,NAN,3.366,0
2011-06-23 12:00:00.000,31.95,23.33,1047.0,1596.0,NAN,3.636,0
2011-06-23 12:30:00.000,32.5,20.32,1061.0,1614.0,NAN,3.9,0
2011-06-23 13:00:00.000,33.34,17.27,1060.0,1607.0,NAN,4.241,0
2011-06-23 13:30:00.000,33.83,16.26,1042.0,1577.0,-430.4,4.413,0
2011-06-23 14:00:00.000,34.25,16.35,1006.0,1522.0,NAN,4.515,0
2011-06-23 14:30:00.000,34.78,13.41,965.0,1455.0,-415.5,4.81,0
2011-06-23 15:00:00.000,34.99,12.69,907.0,1363.0,NAN,4.906,0
2011-06-23 15:30:00.000,35.24,11.92,836.0,1253.0,NAN,5.019,0
2011-06-23 16:00:00.000,35.47,10.62,756.6,1129.0,NAN,5.159,0
2011-06-23 16:30:00.000,35.4,11.52,668.8,996.0,-348.5,5.088,0
2011-06-23 17:00:00.000,35.44,12.35,568.0,843.0,-367.2,5.052,0
2011-06-23 17:30:00.000,35.05,13.66,465.2,683.9,NAN,4.869,0
2011-06-23 18:00:00.000,33.95,19.29,348.9,508.4,-445.2,4.285,0
2011-06-23 18:30:00.000,32.46,23.12,252.7,356.9,-429.3,3.751,0
2011-06-23 19:00:00.000,31.66,21.97,151.4,207.7,-437.8,3.639,0
2011-06-23 19:30:00.000,30.5,29.14,60.02,78.45,-443.6,3.1,0
2011-06-23 20:00:00.000,28.47,39.73,7.846,12.4,-448.7,2.345,0
2011-06-23 20:30:00.000,26.93,41.48,0.322,0.473,-430.8,2.079,0
2011-06-23 21:00:00.000,25.25,45.22,0.005,0.091,-420.4,1.762,0
2011-06-23 21:30:00.000,24.2,49.79,0.001,0.033,-411.9,1.518,0
2011-06-23 22:00:00.000,23.06,53.78,0.0,0.006,-401.2,1.304,0
2011-06-23 22:30:00.000,22.08,56.03,0.0,0.001,-415.4,1.168,0
2011-06-23 23:00:00.000,21.91,51.09,0.0,0.0,-394.3,1.286,0
2011-06-23 23:30:00.000,21.63,48.95,0.0,0.0,NAN,1.319,0
2011-06-24 00:00:00.000,21.14,50.27,0.0,0.0,NAN,1.248,0
2011-06-24 00:30:00.000,20.21,56.02,0.0,0.0,NAN,1.049,0
2011-06-24 01:00:00.000,18.95,61.44,0.0,0.0,NAN,0.845,0
2011-06-24 01:30:00.000,19.96,55.71,0.0,0.0,NAN,1.034,0
2011-06-24 02:00:00.000,18.53,61.83,0.0,0.0,NAN,0.814,0
2011-06-24 02:30:00.000,18.5,60.39,0.0,0.0,NAN,0.843,0
2011-06-24 03:00:00.000,18.32,60.16,0.0,0.0,NAN,0.839,0
2011-06-24 03:30:00.000,17.68,62.94,0.0,0.0,NAN,0.75,0
2011-06-24 04:00:00.000,17.42,62.39,0.0,0.0,NAN,0.748,0
2011-06-24 04:30:00.000,17.45,61.61,0.0,0.0,NAN,0.765,0
2011-06-24 05:00:00.000,17.62,63.35,0.811,1.159,NAN,0.739,0
2011-06-24 05:30:00.000,18.47,64.67,14.79,23.93,NAN,0.751,0
2011-06-24 06:00:00.000,18.96,64.8,73.5,112.6,NAN,0.772,0
2011-06-24 06:30:00.000,19.79,60.87,161.3,250.6,NAN,0.904,0
2011-06-24 07:00:00.000,21.47,52.69,263.1,410.6,NAN,1.212,0
2011-06-24 07:30:00.000,22.93,51.96,366.1,573.1,NAN,1.343,0
2011-06-24 08:00:00.000,23.86,51.91,470.5,736.1,NAN,1.423,0
2011-06-24 08:30:00.000,25.0,47.27,572.2,893.0,NAN,1.672,0
2011-06-24 09:00:00.000,26.36,43.28,670.0,1044.0,NAN,1.947,0
2011-06-24 09:30:00.000,27.35,40.66,758.0,1178.0,NAN,2.161,0
2011-06-24 10:00:00.000,28.2,37.87,835.0,1297.0,NAN,2.377,0
2011-06-24 10:30:00.000,29.22,37.26,898.0,1393.0,NAN,2.546,0
2011-06-24 11:00:00.000,30.18,33.99,956.0,1475.0,NAN,2.831,0
2011-06-24 11:30:00.000,31.11,30.34,997.0,1533.0,NAN,3.151,0
2011-06-24 12:00:00.000,32.11,29.29,1019.0,1566.0,NAN,3.384,0
2011-06-24 12:30:00.000,32.87,29.11,1030.0,1580.0,-458.2,3.54,0
2011-06-24 13:00:00.000,33.18,28.8,1028.0,1577.0,NAN,3.619,0
