Fecha,P3 TDV Control (µm),P14 TDV Control (µm),P7 TDV 60RDI (µm),P9 TDV 60RDI (µm),P10 TDV 30RDI (µm),P11 TDV 30RDI (µm)
2011-06-23 06:45:36,-30.2,-52.7,-441,-262,-164,-199.7
2011-06-23 07:00:36,-33.9,-62.1,-448.6,-275.2,-173.4,-208.9
2011-06-23 07:15:36,-41.5,-73.5,-458,-288.4,-184.7,-218.2
2011-06-23 07:30:36,-49,-88.5,-467.4,-311,-201.7,-231.1
2011-06-23 07:45:36,-56.6,-99.8,-474.9,-331.8,-218.7,-244
2011-06-23 08:00:36,-75.4,-122.5,-488.1,-352.5,-239.4,-258.8
2011-06-23 08:15:36,-101.8,-143.2,-497.6,-369.5,-252.6,-262.5
2011-06-23 08:30:36,-131.9,-163.9,-505.1,-386.4,-269.6,-271.8
2011-06-23 08:45:36,-122.5,-186.5,-510.7,-399.6,-282.7,-284.7
2011-06-23 09:00:36,-154.6,-205.4,-518.3,-410.9,-299.7,-295.8
2011-06-23 09:15:36,-179.1,-218.6,-522.1,-420.3,-312.9,-308.8
2011-06-23 09:30:36,-190.4,-237.4,-527.7,-426,-328,-323.5
2011-06-23 09:45:36,-214.9,-254.4,-535.3,-429.8,-343.1,-340.2
2011-06-23 10:00:36,-243.1,-271.4,-546.6,-439.2,-360,-355
2011-06-23 10:15:36,-241.3,-284.6,-559.8,-446.7,-377,-369.8
2011-06-23 10:30:36,-275.2,-303.4,-572.9,-454.3,-395.8,-390.1
2011-06-23 10:45:36,-292.1,-312.8,-582.4,-467.5,-414.7,-406.7
2011-06-23 11:00:36,-318.5,-329.8,-595.6,-478.8,-435.4,-427.1
2011-06-23 11:15:36,-318.5,-339.2,-603.1,-490.1,-454.3,-447.4
2011-06-23 11:30:36,-343,-356.2,-608.8,-501.4,-476.9,-467.8
2011-06-23 11:45:36,-354.3,-373.1,-610.6,-516.5,-499.5,-488.1
2011-06-23 12:00:36,-373.2,-388.2,-612.5,-527.8,-524,-508.4
2011-06-23 12:15:36,-403.3,-403.3,-618.2,-544.7,-552.3,-534.3
2011-06-23 12:30:36,-409,-424,-620.1,-559.8,-573,-556.5
2011-06-23 12:45:36,-446.7,-442.9,-621.9,-574.9,-603.2,-578.7
2011-06-23 13:00:36,-452.4,-456.1,-625.7,-590,-625.8,-604.6
2011-06-23 13:15:36,-480.6,-473,-627.6,-605,-652.2,-626.8
2011-06-23 13:30:36,-490,-490,-627.6,-622,-672.9,-643.4
2011-06-23 13:45:36,-516.4,-508.8,-631.4,-646.5,-699.3,-663.7
2011-06-23 14:00:36,-520.2,-522,-633.3,-667.2,-731.3,-685.9
2011-06-23 14:15:36,-550.4,-535.2,-633.3,-684.2,-752,-713.7
2011-06-23 14:30:36,-559.8,-552.2,-635.1,-697.4,-767.1,-732.1
2011-06-23 14:45:36,-580.5,-569.1,-633.3,-720,-780.3,-748.8
2011-06-23 15:00:36,-601.2,-580.4,-629.5,-746.4,-787.9,-761.7
2011-06-23 15:15:36,-620.1,-591.8,-625.7,-774.7,-797.3,-771
2011-06-23 15:30:36,-627.6,-606.8,-623.8,-799.2,-814.2,-774.7
2011-06-23 15:45:36,-642.7,-616.3,-625.7,-819.9,-827.4,-778.4
2011-06-23 16:00:36,-637,-620,-627.6,-835,-838.7,-780.2
2011-06-23 16:15:36,-665.3,-631.3,-631.4,-846.3,-851.9,-780.2
2011-06-23 16:30:36,-671,-635.1,-633.3,-850.1,-859.5,-778.4
2011-06-23 16:45:36,-704.9,-635.1,-629.5,-850.1,-859.5,-776.5
2011-06-23 17:00:36,-710.6,-635.1,-621.9,-846.3,-857.6,-778.4
2011-06-23 17:15:36,-716.2,-637,-612.5,-838.8,-850.1,-778.4
2011-06-23 17:30:36,-720,-638.9,-606.9,-829.3,-848.2,-776.5
2011-06-23 17:45:36,-723.7,-638.9,-601.2,-812.4,-840.6,-769.1
2011-06-23 18:00:36,-703,-629.5,-595.6,-793.5,-823.7,-761.7
2011-06-23 18:15:36,-699.2,-620,-588,-765.2,-806.7,-746.9
2011-06-23 18:30:36,-686.1,-599.3,-578.6,-731.3,-787.9,-728.4
2011-06-23 18:45:36,-659.7,-582.3,-567.3,-699.3,-767.1,-710
2011-06-23 19:00:36,-623.9,-554.1,-552.2,-663.5,-740.7,-693.3
2011-06-23 19:15:36,-589.9,-529.6,-537.1,-627.7,-716.2,-682.2
2011-06-23 19:30:36,-539,-495.6,-520.2,-584.3,-689.9,-671.1
2011-06-23 19:45:36,-495.7,-457.9,-497.6,-542.8,-661.6,-656.3
2011-06-23 20:00:36,-441,-422.1,-471.2,-501.4,-631.4,-639.7
2011-06-23 20:15:36,-410.9,-386.3,-450.4,-463.7,-601.3,-621.2
2011-06-23 20:30:36,-367.5,-352.4,-429.7,-426,-576.8,-602.7
2011-06-23 20:45:36,-320.4,-326,-412.7,-394,-552.3,-584.2
2011-06-23 21:00:36,-292.1,-299.6,-393.9,-363.8,-527.8,-567.6
2011-06-23 21:15:36,-267.6,-277,-375,-335.5,-507,-551
2011-06-23 21:30:36,-235.6,-254.4,-360,-311,-486.3,-536.2
2011-06-23 21:45:36,-224.3,-233.7,-346.8,-288.4,-471.2,-517.7
2011-06-23 22:00:36,-196,-218.6,-331.7,-267.7,-452.4,-502.9
2011-06-23 22:15:36,-171.5,-201.6,-316.6,-248.8,-437.3,-489.9
2011-06-23 22:30:36,-165.9,-186.5,-307.2,-231.9,-418.4,-477
2011-06-23 22:45:36,-154.6,-173.4,-299.7,-214.9,-405.2,-464.1
2011-06-23 23:00:36,-135.7,-158.3,-288.4,-199.8,-394,-451.1
2011-06-23 23:15:36,-126.3,-150.7,-278.9,-186.6,-380.7,-441.9
2011-06-23 23:30:36,-115,-141.3,-271.4,-177.2,-369.4,-428.9
2011-06-23 23:45:36,-115,-130,-262,-164,-358.1,-419.7
2011-06-24 00:00:36,-96.1,-118.7,-254.4,-154.6,-348.7,-408.6
2011-06-24 00:15:36,-90.5,-113,-248.8,-145.2,-337.4,-401.2
2011-06-24 00:30:36,-90.5,-105.5,-245,-135.7,-329.9,-393.8
2011-06-24 00:45:37,-88.6,-99.8,-239.3,-128.2,-318.6,-382.7
2011-06-24 01:00:37,-67.9,-92.3,-231.8,-120.7,-311,-373.5
2011-06-24 01:15:37,-67.9,-86.6,-226.2,-109.4,-301.6,-362.4
2011-06-24 01:30:37,-58.4,-77.2,-220.5,-99.9,-290.3,-353.1
2011-06-24 01:45:37,-43.4,-64,-214.8,-90.5,-282.7,-342
2011-06-24 02:00:37,-45.2,-62.1,-207.3,-84.9,-275.2,-336.5
2011-06-24 02:15:37,-28.3,-56.5,-203.5,-75.4,-267.7,-327.2
2011-06-24 02:30:37,-20.7,-50.8,-197.9,-69.8,-260.1,-318
2011-06-24 02:45:37,-15.1,-45.2,-194.1,-64.1,-254.5,-308.8
2011-06-24 03:00:37,-3.8,-41.4,-188.5,-56.6,-248.8,-301.4
2011-06-24 03:15:37,-5.7,-37.6,-180.9,-52.8,-241.3,-295.8
2011-06-24 03:30:37,-13.2,-37.6,-179,-49,-239.4,-292.1
2011-06-24 03:45:37,-17,-35.8,-177.2,-45.3,-235.6,-286.6
2011-06-24 04:00:37,-7.5,-32,-173.4,-39.6,-233.7,-284.7
2011-06-24 04:15:37,-9.4,-33.9,-173.4,-37.7,-228.1,-279.2
2011-06-24 04:30:37,-18.9,-28.2,-169.6,-34,-224.3,-275.5
2011-06-24 04:45:37,-24.5,-28.2,-165.8,-32.1,-220.6,-271.8
2011-06-24 05:00:37,-9.4,-22.6,-164,-28.3,-216.8,-264.4
2011-06-24 05:15:37,0,-20.7,-158.3,-26.4,-211.1,-260.7
2011-06-24 05:30:37,3.8,-24.5,-156.4,-24.5,-207.4,-255.1
2011-06-24 05:45:37,5.6,-20.7,-154.5,-24.5,-205.5,-253.3
2011-06-24 06:00:37,-15.1,-22.6,-156.4,-26.4,-205.5,-251.4
2011-06-24 06:15:37,-1.9,-30.1,-162.1,-30.2,-209.2,-255.1
2011-06-24 06:30:37,-15.1,-32,-164,-35.9,-213,-257
2011-06-24 06:45:37,-9.4,-37.6,-167.7,-41.5,-218.7,-258.8
2011-06-24 07:00:37,-24.5,-50.8,-171.5,-49,-224.3,-264.4
2011-06-24 07:15:37,-20.7,-60.3,-177.2,-64.1,-233.7,-271.8
2011-06-24 07:30:37,-45.2,-69.7,-180.9,-77.3,-248.8,-279.2
2011-06-24 07:45:37,-49,-79.1,-190.3,-92.4,-260.1,-288.4
2011-06-24 08:00:37,-64.1,-96.1,-205.4,-115,-279,-295.8
2011-06-24 08:15:37,-86.7,-120.6,-220.5,-137.6,-295.9,-308.8
2011-06-24 08:30:37,-101.8,-135.6,-235.6,-162.1,-312.9,-321.7
2011-06-24 08:45:37,-131.9,-154.5,-250.7,-182.9,-329.9,-334.6
2011-06-24 09:00:37,-139.5,-171.5,-265.7,-205.5,-344.9,-343.9
2011-06-24 09:15:37,-160.2,-188.4,-282.7,-226.2,-361.9,-356.8
2011-06-24 09:30:37,-190.4,-205.4,-299.7,-245.1,-375.1,-367.9
2011-06-24 09:45:37,-209.2,-220.5,-322.3,-267.7,-386.4,-386.4
2011-06-24 10:00:37,-229.9,-241.2,-348.7,-288.4,-403.4,-403
2011-06-24 10:15:37,-246.9,-256.3,-376.9,-311,-422.2,-423.4
2011-06-24 10:30:37,-265.8,-273.2,-407.1,-337.4,-441.1,-441.9
2011-06-24 10:45:37,-301.6,-294,-433.5,-365.7,-456.1,-460.4
2011-06-24 11:00:37,-312.9,-307.2,-463.6,-394,-475,-486.2
2011-06-24 11:15:37,-343,-322.2,-490,-424.1,-492,-504.7
2011-06-24 11:30:37,-356.2,-341.1,-508.9,-456.1,-510.8,-525.1
2011-06-24 11:45:37,-392,-358.1,-523.9,-484.4,-527.8,-545.4
2011-06-24 12:00:37,-405.2,-375,-537.1,-514.6,-548.5,-565.7
2011-06-24 12:15:37,-420.3,-392,-552.2,-544.7,-569.2,-587.9
2011-06-24 12:30:37,-441,-414.6,-567.3,-574.9,-590,-612
2011-06-24 12:45:37,-461.8,-433.4,-580.5,-608.8,-614.5,-639.7
2011-06-24 13:00:37,-480.6,-454.2,-595.6,-642.7,-640.9,-663.7
2011-06-24 13:15:37,-508.9,-473,-608.8,-672.9,-663.5,-684.1
2011-06-24 13:30:37,-531.5,-491.9,-616.3,-710.6,-684.2,-702.6
2011-06-24 13:45:37,-554.1,-514.5,-627.6,-746.4,-706.8,-719.2
2011-06-24 14:00:37,-578.6,-535.2,-640.8,-786,-735.1,-739.5
2011-06-24 14:15:37,-593.7,-557.8,-648.3,-819.9,-753.9,-769.1
2011-06-24 14:30:37,-627.6,-572.9,-652.1,-850.1,-763.4,-787.6
2011-06-24 14:45:37,-659.7,-593.6,-655.9,-884,-770.9,-804.2
2011-06-24 15:00:37,-680.4,-610.6,-659.7,-917.9,-776.5,-817.2
2011-06-24 15:15:37,-697.4,-620,-659.7,-951.8,-780.3,-828.3
2011-06-24 15:30:37,-714.3,-638.9,-665.3,-982,-795.4,-830.1
2011-06-24 15:45:37,-725.6,-646.4,-670.9,-1006.5,-806.7,-833.8
2011-06-24 16:00:37,-733.2,-657.7,-674.7,-1025.3,-816.1,-835.7
2011-06-24 16:15:37,-753.9,-669,-678.5,-1042.3,-827.4,-832
2011-06-24 16:30:37,-782.2,-670.9,-682.3,-1055.5,-831.2,-830.1
2011-06-24 16:45:37,-795.4,-670.9,-682.3,-1064.9,-833.1,-826.4
2011-06-24 17:00:37,-804.8,-672.8,-682.3,-1068.7,-831.2,-826.4
2011-06-24 17:15:37,-804.8,-672.8,-680.4,-1066.8,-825.5,-830.1
2011-06-24 17:30:37,-806.7,-672.8,-676.6,-1064.9,-821.8,-824.6
2011-06-24 17:45:37,-801,-667.1,-674.7,-1055.5,-816.1,-822.7
2011-06-24 18:00:37,-801,-661.5,-674.7,-1044.2,-808.6,-815.3
2011-06-24 18:15:37,-787.8,-648.3,-672.8,-1029.1,-793.5,-807.9
2011-06-24 18:30:37,-767.1,-631.3,-670.9,-1008.4,-778.4,-793.2
2011-06-24 18:45:37,-729.4,-612.5,-669.1,-987.6,-765.2,-782.1
2011-06-24 19:00:37,-701.1,-586.1,-667.2,-963.1,-748.3,-772.8
2011-06-24 19:15:37,-657.8,-554.1,-665.3,-936.8,-727.5,-761.7
2011-06-24 19:30:37,-601.2,-522,-663.4,-908.5,-706.8,-750.6
2011-06-24 19:45:37,-557.9,-482.4,-657.8,-880.2,-689.9,-739.5
2011-06-24 20:00:37,-514.5,-450.4,-652.1,-850.1,-663.5,-724.7
2011-06-24 20:15:37,-471.2,-416.5,-648.3,-819.9,-648.4,-710
2011-06-24 20:30:37,-414.7,-382.6,-640.8,-789.7,-629.5,-693.3
2011-06-24 20:45:37,-386.4,-354.3,-635.1,-761.5,-608.8,-676.7
2011-06-24 21:00:37,-346.8,-327.9,-629.5,-737,-593.7,-661.9
2011-06-24 21:15:37,-316.7,-299.6,-621.9,-708.7,-576.8,-643.4
2011-06-24 21:30:37,-295.9,-277,-618.2,-684.2,-559.8,-630.5
2011-06-24 21:45:37,-263.9,-258.2,-610.6,-659.7,-546.6,-615.7
2011-06-24 22:00:37,-239.4,-239.3,-603.1,-637.1,-527.8,-604.6
2011-06-24 22:15:37,-222.4,-220.5,-597.4,-614.5,-512.7,-587.9
2011-06-24 22:30:37,-205.5,-205.4,-591.8,-597.5,-501.4,-576.8
2011-06-24 22:45:37,-194.1,-192.2,-584.3,-574.9,-490.1,-562
2011-06-24 23:00:37,-177.2,-175.2,-576.7,-554.2,-476.9,-551
2011-06-24 23:15:37,-162.1,-165.8,-571.1,-539.1,-463.7,-538
2011-06-24 23:30:37,-154.6,-152.6,-563.5,-522.1,-452.4,-526.9
2011-06-24 23:45:37,-141.4,-141.3,-557.9,-503.3,-437.3,-512.1
2011-06-25 00:00:37,-131.9,-130,-548.4,-488.2,-427.9,-501
2011-06-25 00:15:37,-120.6,-122.5,-542.8,-475,-416.6,-488.1
2011-06-25 00:30:37,-105.6,-114.9,-535.3,-459.9,-409,-477
2011-06-25 00:45:37,-99.9,-105.5,-529.6,-448.6,-399.6,-467.8
2011-06-25 01:00:37,-96.1,-98,-523.9,-433.5,-394,-462.2
2011-06-25 01:15:37,-81.1,-92.3,-516.4,-424.1,-384.5,-449.3
2011-06-25 01:30:37,-90.5,-84.8,-508.9,-410.9,-378.9,-441.9
2011-06-25 01:45:37,-73.5,-82.9,-505.1,-401.5,-371.3,-434.5
2011-06-25 02:00:37,-77.3,-77.2,-501.3,-395.8,-363.8,-427.1
2011-06-25 02:15:37,-69.7,-69.7,-497.6,-388.3,-360,-421.5
2011-06-25 02:30:37,-47.1,-69.7,-491.9,-380.8,-352.5,-416
2011-06-25 02:45:37,-45.2,-62.1,-486.3,-375.1,-350.6,-410.4
2011-06-25 03:00:37,-45.2,-58.4,-482.5,-363.8,-343.1,-403
2011-06-25 03:15:37,-54.7,-60.3,-478.7,-360,-339.3,-397.5
2011-06-25 03:30:37,-50.9,-52.7,-473.1,-352.5,-335.5,-395.6
2011-06-25 03:45:37,-49,-50.8,-469.3,-343.1,-329.9,-384.6
2011-06-25 04:00:37,-43.4,-49,-463.6,-335.5,-324.2,-380.9
2011-06-25 04:15:37,-37.7,-43.3,-459.9,-328,-320.4,-375.3
2011-06-25 04:30:37,-33.9,-43.3,-458,-322.3,-314.8,-369.8
2011-06-25 04:45:37,-39.6,-41.4,-452.3,-314.8,-311,-362.4
2011-06-25 05:00:37,-33.9,-39.5,-446.7,-307.3,-305.4,-360.5
2011-06-25 05:15:37,-32.1,-35.8,-444.8,-303.5,-299.7,-353.1
2011-06-25 05:30:37,-28.3,-32,-439.1,-294.1,-295.9,-351.3
2011-06-25 05:45:37,-30.2,-32,-439.1,-295.9,-295.9,-343.9
2011-06-25 06:00:37,-43.4,-37.6,-441,-295.9,-292.2,-343.9
2011-06-25 06:15:37,-33.9,-39.5,-442.9,-301.6,-294.1,-345.7
2011-06-25 06:30:37,-52.8,-50.8,-448.6,-309.1,-299.7,-349.4
2011-06-25 06:45:37,-41.5,-54.6,-456.1,-318.6,-305.4,-353.1
2011-06-25 07:00:37,-62.2,-67.8,-465.5,-333.6,-312.9,-362.4
2011-06-25 07:15:37,-71.6,-75.3,-478.7,-346.8,-326.1,-367.9
2011-06-25 07:30:37,-82.9,-92.3,-488.1,-369.5,-339.3,-379
2011-06-25 07:45:37,-77.3,-105.5,-501.3,-390.2,-356.2,-390.1
2011-06-25 08:00:37,-98,-118.7,-516.4,-407.1,-373.2,-403
2011-06-25 08:15:37,-113.1,-131.9,-531.5,-429.8,-390.2,-406.7
2011-06-25 08:30:37,-131.9,-154.5,-544.7,-454.3,-405.2,-417.8
2011-06-25 08:45:37,-154.6,-173.4,-561.6,-476.9,-424.1,-430.8
2011-06-25 09:00:37,-177.2,-196,-576.7,-499.5,-441.1,-443.7
2011-06-25 09:15:37,-197.9,-218.6,-589.9,-520.2,-456.1,-453
2011-06-25 09:30:37,-220.5,-235.5,-603.1,-539.1,-471.2,-469.6
2011-06-25 09:45:37,-254.5,-260,-618.2,-561.7,-492,-484.4
2011-06-25 10:00:37,-280.8,-277,-631.4,-584.3,-510.8,-502.9
2011-06-25 10:15:37,-305.3,-297.7,-644.6,-605,-527.8,-525.1
2011-06-25 10:30:37,-327.9,-316.6,-654,-629.5,-544.7,-545.4
2011-06-25 10:45:37,-352.5,-337.3,-665.3,-652.2,-563.6,-565.7
2011-06-25 11:00:37,-352.5,-354.3,-674.7,-676.7,-584.3,-586.1
2011-06-25 11:15:37,-388.3,-369.4,-680.4,-699.3,-599.4,-606.4
2011-06-25 11:30:37,-407.1,-392,-687.9,-723.8,-618.2,-624.9
2011-06-25 11:45:37,-427.9,-408.9,-691.7,-746.4,-637.1,-647.1
2011-06-25 12:00:37,-456.1,-431.6,-695.5,-767.1,-657.8,-663.7
2011-06-25 12:15:37,-471.2,-448.5,-699.2,-789.7,-678.5,-682.2
2011-06-25 12:30:37,-493.8,-467.4,-701.1,-812.4,-693.6,-700.7
2011-06-25 12:45:37,-514.5,-484.3,-703,-831.2,-714.4,-722.9
2011-06-25 13:00:37,-539,-505.1,-706.8,-851.9,-735.1,-745.1
2011-06-25 13:15:37,-569.2,-523.9,-708.6,-874.6,-753.9,-763.6
2011-06-25 13:30:37,-591.8,-542.8,-708.6,-895.3,-770.9,-780.2
2011-06-25 13:45:37,-612.5,-559.7,-710.5,-916,-787.9,-796.8
2011-06-25 14:00:37,-638.9,-578.6,-712.4,-940.5,-804.8,-815.3
2011-06-25 14:15:37,-657.8,-593.6,-714.3,-955.6,-819.9,-833.8
2011-06-25 14:30:37,-676.6,-606.8,-712.4,-972.6,-829.3,-848.6
2011-06-25 14:45:37,-689.8,-621.9,-714.3,-987.6,-833.1,-863.4
2011-06-25 15:00:37,-710.6,-638.9,-714.3,-1004.6,-836.9,-872.7
2011-06-25 15:15:37,-736.9,-650.2,-712.4,-1023.4,-836.9,-876.3
2011-06-25 15:30:37,-763.3,-663.4,-712.4,-1042.3,-840.6,-885.6
2011-06-25 15:45:37,-780.3,-674.7,-714.3,-1055.5,-850.1,-883.7
2011-06-25 16:00:37,-795.4,-680.3,-714.3,-1066.8,-853.8,-883.7
2011-06-25 16:15:37,-799.1,-691.6,-714.3,-1076.2,-857.6,-883.7
2011-06-25 16:30:37,-821.8,-693.5,-714.3,-1080,-861.4,-881.9
2011-06-25 16:45:37,-844.4,-697.3,-716.2,-1085.7,-863.2,-881.9
2011-06-25 17:00:37,-851.9,-699.2,-718.1,-1085.7,-865.1,-885.6
2011-06-25 17:15:37,-850,-701.1,-716.2,-1083.8,-859.5,-881.9
2011-06-25 17:30:37,-851.9,-697.3,-716.2,-1078.1,-853.8,-876.3
2011-06-25 17:45:37,-844.4,-691.6,-714.3,-1070.6,-848.2,-874.5
2011-06-25 18:00:37,-850,-691.6,-714.3,-1066.8,-844.4,-872.7
2011-06-25 18:15:37,-848.1,-682.2,-716.2,-1061.2,-842.5,-869
2011-06-25 18:30:37,-827.4,-670.9,-714.3,-1051.7,-836.9,-863.4
2011-06-25 18:45:37,-806.7,-655.8,-716.2,-1038.5,-827.4,-856
2011-06-25 19:00:37,-778.4,-635.1,-716.2,-1019.7,-814.2,-852.3
2011-06-25 19:15:37,-742.6,-599.3,-714.3,-1000.8,-801,-843.1
2011-06-25 19:30:37,-680.4,-565.4,-712.4,-983.9,-780.3,-835.7
2011-06-25 19:45:37,-633.3,-529.6,-712.4,-961.3,-763.4,-824.6
2011-06-25 20:00:37,-597.5,-493.8,-710.5,-942.4,-746.4,-815.3
2011-06-25 20:15:37,-552.2,-457.9,-708.6,-921.7,-727.5,-804.2
2011-06-25 20:30:37,-505.1,-427.8,-708.6,-902.8,-710.6,-787.6
2011-06-25 20:45:37,-465.5,-393.9,-706.8,-880.2,-697.4,-772.8
2011-06-25 21:00:37,-429.7,-367.5,-706.8,-863.2,-682.3,-758
2011-06-25 21:15:37,-378.8,-339.2,-704.9,-842.5,-665.4,-745.1
2011-06-25 21:30:37,-344.9,-314.7,-704.9,-827.4,-652.2,-730.3
2011-06-25 21:45:37,-331.7,-292.1,-703,-810.5,-637.1,-715.5
2011-06-25 22:00:37,-290.3,-271.4,-701.1,-791.6,-623.9,-704.4
2011-06-25 22:15:37,-278.9,-258.2,-701.1,-776.6,-610.7,-689.6
2011-06-25 22:30:37,-260.1,-241.2,-699.2,-761.5,-601.3,-676.7
2011-06-25 22:45:37,-248.8,-226.1,-701.1,-746.4,-590,-667.4
2011-06-25 23:00:37,-235.6,-214.8,-697.3,-733.2,-580.5,-656.3
2011-06-25 23:15:37,-213,-197.8,-695.5,-720,-569.2,-645.2
2011-06-25 23:30:37,-203.6,-188.4,-695.5,-704.9,-559.8,-634.2
2011-06-25 23:45:37,-188.5,-175.2,-695.5,-693.6,-546.6,-623.1
2011-06-26 00:00:37,-171.5,-163.9,-693.6,-674.8,-533.4,-612
2011-06-26 00:15:37,-173.4,-156.4,-691.7,-665.4,-522.1,-599
2011-06-26 00:30:37,-152.7,-145.1,-689.8,-655.9,-512.7,-591.6
2011-06-26 00:45:37,-135.7,-137.5,-689.8,-642.7,-507,-582.4
2011-06-26 01:00:37,-131.9,-131.9,-687.9,-635.2,-497.6,-573.1
2011-06-26 01:15:37,-128.2,-122.5,-687.9,-623.9,-490.1,-565.7
2011-06-26 01:30:37,-116.9,-116.8,-686,-610.7,-484.4,-552.8
2011-06-26 01:45:37,-107.4,-105.5,-686,-599.4,-475,-543.6
2011-06-26 02:00:37,-103.7,-105.5,-687.9,-591.8,-467.4,-536.2
2011-06-26 02:15:37,-111.2,-101.7,-686,-582.4,-459.9,-528.8
2011-06-26 02:30:37,-96.1,-96.1,-684.1,-573,-452.4,-521.4
2011-06-26 02:45:37,-94.2,-90.4,-680.4,-565.5,-446.7,-514
2011-06-26 03:00:37,-88.6,-88.5,-682.3,-557.9,-441.1,-508.4
2011-06-26 03:15:37,-82.9,-82.9,-680.4,-552.3,-433.5,-501
2011-06-26 03:30:37,-82.9,-79.1,-682.3,-544.7,-433.5,-497.3
2011-06-26 03:45:37,-79.2,-77.2,-680.4,-537.2,-427.9,-489.9
2011-06-26 04:00:37,-67.9,-73.5,-678.5,-531.5,-420.3,-480.7
2011-06-26 04:15:37,-69.7,-69.7,-676.6,-522.1,-414.7,-475.1
2011-06-26 04:30:37,-71.6,-64,-676.6,-520.2,-410.9,-467.8
2011-06-26 04:45:37,-54.7,-62.1,-674.7,-514.6,-403.4,-465.9
2011-06-26 05:00:37,-56.6,-60.3,-674.7,-510.8,-403.4,-462.2
2011-06-26 05:15:37,-56.6,-60.3,-672.8,-507,-399.6,-462.2
2011-06-26 05:30:37,-52.8,-56.5,-674.7,-505.2,-399.6,-458.5
2011-06-26 05:45:37,-62.2,-60.3,-674.7,-507,-395.8,-453
2011-06-26 06:00:37,-73.5,-67.8,-674.7,-510.8,-395.8,-456.7
2011-06-26 06:15:37,-81.1,-77.2,-676.6,-512.7,-401.5,-456.7
2011-06-26 06:30:37,-82.9,-82.9,-678.5,-520.2,-407.1,-462.2
2011-06-26 06:45:37,-94.2,-90.4,-678.5,-531.5,-414.7,-464.1
2011-06-26 07:00:37,-105.6,-103.6,-682.3,-544.7,-424.1,-471.5
2011-06-26 07:15:37,-103.7,-118.7,-684.1,-556,-437.3,-480.7
2011-06-26 07:30:37,-124.4,-131.9,-687.9,-571.1,-452.4,-491.8
2011-06-26 07:45:37,-126.3,-148.8,-689.8,-590,-469.3,-499.2
2011-06-26 08:00:37,-158.3,-179,-695.5,-606.9,-486.3,-512.1
2011-06-26 08:15:37,-171.5,-211,-697.3,-625.8,-505.2,-515.8
2011-06-26 08:30:37,-192.2,-231.8,-701.1,-652.2,-520.2,-525.1
2011-06-26 08:45:37,-207.3,-245,-704.9,-674.8,-533.4,-538
2011-06-26 09:00:37,-228.1,-265.7,-708.6,-695.5,-550.4,-547.3
2011-06-26 09:15:37,-252.6,-280.8,-708.6,-712.5,-563.6,-560.2
2011-06-26 09:30:37,-273.3,,-714.3,-729.4,-574.9,-573.1
2011-06-26 09:45:37,-282.7,,-714.3,-744.5,-588.1,-587.9
2011-06-26 10:00:37,-314.8,,-716.2,-757.7,-597.5,-602.7
2011-06-26 10:15:37,-341.2,,-718.1,-774.7,-610.7,-615.7
2011-06-26 10:30:37,-358.1,,-721.8,-789.7,-622,-630.5
2011-06-26 10:45:37,-380.7,,-723.7,-806.7,-639,-650.8
2011-06-26 11:00:37,-390.2,,-725.6,-825.6,-650.3,-669.3
2011-06-26 11:15:37,,,-725.6,-842.5,-661.6,-684.1
2011-06-26 11:30:37,-390.2,,-725.6,-859.5,-676.7,-698.9
2011-06-26 11:45:37,-418.5,,-725.6,-859.5,-676.7,-519.5
2011-06-26 12:00:37,-446.7,,-759.5,-422.2,-350.6,-530.6
2011-06-26 12:15:37,-467.5,,-780.2,-448.6,-380.7,-552.8
2011-06-26 12:30:37,-503.3,,-793.4,-471.2,-399.6,-569.4
2011-06-26 12:45:37,-525.9,,-802.8,-490,-422.2,-593.5
2011-06-26 13:00:37,-552.3,,-817.9,-510.8,-442.9,-613.8
2011-06-26 13:15:37,-582.4,,-827.3,-529.6,-459.9,-628.6
2011-06-26 13:30:37,-605.1,,-838.7,-548.5,-475,-645.2
2011-06-26 13:45:37,-633.3,,-853.7,-567.3,-490.1,-658.2
2011-06-26 14:00:37,-655.9,,-866.9,-586.2,-505.1,-676.7
2011-06-26 14:15:37,-676.7,,-872.6,-599.4,-522.1,-691.5
2011-06-26 14:30:37,-699.3,,-878.2,-610.7,-527.8,-706.3
2011-06-26 14:45:37,-720,,-880.1,-618.2,-533.4,-715.5
2011-06-26 15:00:37,-753.9,,-885.8,-629.5,-535.3,-726.6
2011-06-26 15:15:37,-774.7,,-885.8,-646.5,-537.2,-734
2011-06-26 15:30:37,-803,,-885.8,-657.8,-539.1,-737.7
2011-06-26 15:45:37,-808.6,,-882,-667.2,-544.7,-739.5
2011-06-26 16:00:37,-825.6,,-885.8,-672.9,-550.4,-743.2
2011-06-26 16:15:37,-833.1,,-885.8,-678.5,-552.3,-737.7
2011-06-26 16:30:37,-844.4,,-885.8,-676.6,-552.3,-732.1
2011-06-26 16:45:37,-857.6,,-887.7,-674.8,-552.3,-726.6
2011-06-26 17:00:37,-863.3,,-883.9,-672.9,-550.4,-722.9
2011-06-26 17:15:37,-859.5,,-880.1,-663.4,-542.8,-717.3
2011-06-26 17:30:37,-853.8,,-870.7,-654,-537.2,-708.1
2011-06-26 17:45:37,-846.3,,-861.3,-642.7,-531.5,-697
2011-06-26 18:00:37,-844.4,,-855.6,-627.6,-522.1,-689.6
