Fecha,TDV Control_1,TDV Control_2,TDV 60RDI_1,TDV 60RDI_2,TDV 30RDI_1,TDV 30RDI_2
2011-06-15 20:00,-365.7,-344.9,-309.1,-371.3,-279,-251.4
2011-06-15 20:15,-318.5,-310.9,-273.3,-322.3,-237.5,-218.2
2011-06-15 20:30,-284.6,-284.6,-241.2,-277.1,-201.7,-184.9
2011-06-15 20:45,-288.4,-260,-213,-235.6,-171.5,-159
2011-06-15 21:00,-269.5,-233.7,-188.5,-199.8,-143.3,-133.1
2011-06-15 21:15,-241.3,-212.9,-165.8,-169.7,-124.4,-110.9
2011-06-15 21:30,-220.5,-194.1,-148.9,-143.3,-105.6,-88.7
2011-06-15 21:45,-199.8,-175.2,-131.9,-118.8,-90.5,-70.3
2011-06-15 22:00,-180.9,-158.3,-118.7,-98,-75.4,-55.5
2011-06-15 22:15,-165.9,-143.2,-105.5,-77.3,-66,-38.8
2011-06-15 22:30,-137.6,-128.1,-96.1,-60.4,-54.7,-22.2
2011-06-15 22:45,-124.4,-114.9,-86.7,-45.3,-45.3,-14.8
2011-06-15 23:00,-113.1,-105.5,-77.3,-32.1,-39.6,-1.8
2011-06-15 23:15,-99.9,-94.2,-67.8,-20.8,-32.1,9.2
2011-06-15 23:30,-90.5,-84.8,-60.3,-9.5,-24.5,16.6
2011-06-15 23:45,-82.9,-77.2,-54.7,1.8,-20.8,25.9
2011-06-16 0:00,-75.4,-67.8,-49,9.4,-18.9,33.3
2011-06-16 0:15,-69.7,-60.3,-41.5,18.8,-11.3,37
2011-06-16 0:30,-64.1,-54.6,-37.7,26.3,-9.5,44.4
2011-06-16 0:45,-54.7,-49,-32,33.9,-5.7,49.9
2011-06-16 1:00,-49,-43.3,-26.4,39.5,0,55.5
2011-06-16 1:15,-41.5,-37.6,-22.6,45.2,3.7,61
2011-06-16 1:30,-37.7,-30.1,-20.7,50.8,5.6,64.7
2011-06-16 1:45,-33.9,-28.2,-15.1,56.5,7.5,70.3
2011-06-16 2:00,-28.3,-22.6,-9.4,62.2,13.2,75.8
2011-06-16 2:15,-20.7,-18.8,-5.6,71.6,15,79.5
2011-06-16 2:30,-17,-13.1,-3.8,77.2,18.8,85
2011-06-16 2:45,-13.2,-7.5,0,81,20.7,88.7
2011-06-16 3:00,-11.3,-3.7,5.7,86.7,22.6,92.4
2011-06-16 3:15,-1.9,0,9.4,92.3,26.3,98
2011-06-16 3:30,0,3.8,13.2,94.2,30.1,99.8
2011-06-16 3:45,5.6,5.7,15.1,99.8,30.1,101.7
2011-06-16 4:00,3.8,9.5,17,103.6,33.9,105.4
2011-06-16 4:15,11.3,13.2,20.7,109.3,33.9,107.2
2011-06-16 4:30,15.1,17,24.5,111.2,35.8,112.8
2011-06-16 4:45,15.1,18.9,24.5,118.7,37.7,116.5
2011-06-16 5:00,20.7,20.8,28.3,120.6,37.7,118.3
2011-06-16 5:15,22.6,24.6,32,124.4,39.5,122
2011-06-16 5:30,20.7,24.6,32,128.1,41.4,123.9
2011-06-16 5:45,26.4,24.6,33.9,128.1,41.4,125.7
2011-06-16 6:00,24.5,24.6,35.8,126.2,41.4,127.6
2011-06-16 6:15,20.7,20.8,33.9,122.5,41.4,125.7
2011-06-16 6:30,15.1,15.1,30.2,113,35.8,122
2011-06-16 6:45,7.5,5.7,24.5,101.7,30.1,118.3
2011-06-16 7:00,-5.7,-7.5,13.2,86.7,16.9,107.2
2011-06-16 7:15,-17,-22.6,0,71.6,3.7,96.1
2011-06-16 7:30,-30.2,-39.5,-7.5,50.8,-11.3,83.2
2011-06-16 7:45,-43.4,-58.4,-20.7,32,-28.3,72.1
2011-06-16 8:00,-71.6,-84.8,-33.9,11.3,-43.4,59.2
2011-06-16 8:15,-103.7,-111.2,-49,-3.8,-54.7,55.5
2011-06-16 8:30,-130.1,-137.5,-62.2,-22.7,-64.1,46.2
2011-06-16 8:45,-152.7,-158.3,-71.6,-39.6,-75.4,27.7
2011-06-16 9:00,-179.1,-175.2,-84.8,-54.7,-84.8,12.9
2011-06-16 9:15,-192.2,-190.3,-98,-67.9,-99.9,-5.5
2011-06-16 9:30,-211.1,-209.2,-116.8,-84.9,-115,-24
2011-06-16 9:45,-201.7,-220.5,-137.6,-98,-130.1,-38.8
2011-06-16 10:00,-196,-239.3,-164,-115,-147,-59.2
2011-06-16 10:15,-224.3,-250.6,-188.5,-128.2,-162.1,-74
2011-06-16 10:30,-237.5,-261.9,-214.8,-145.2,-184.7,-90.6
2011-06-16 10:45,-245,-267.6,-246.9,-167.8,-209.2,-110.9
2011-06-16 11:00,-282.7,-284.6,-277,-188.5,-228.1,-135
2011-06-16 11:15,-288.4,-295.8,-301.5,-209.2,-256.4,-157.1
2011-06-16 11:30,-290.3,-310.9,-320.4,-233.7,-279,-175.6
2011-06-16 11:45,-307.2,-326,-335.5,-256.4,-309.1,-197.8
2011-06-16 12:00,-316.7,-339.2,-352.4,-279,-331.8,-221.9
2011-06-16 12:15,-337.4,-352.4,-373.2,-297.8,-358.1,-245.9
2011-06-16 12:30,-354.3,-367.5,-388.2,-322.3,-377,-277.3
2011-06-16 12:45,-371.3,-376.9,-403.3,-344.9,-395.8,-303.2
2011-06-16 13:00,-380.7,-393.9,-424,-369.5,-420.3,-329.1
2011-06-16 13:15,-392,-401.4,-433.5,-392.1,-441.1,-353.1
2011-06-16 13:30,-405.2,-416.5,-446.7,-418.5,-467.4,-369.8
2011-06-16 13:45,-418.4,-429.7,-465.5,-454.3,-505.2,-392
2011-06-16 14:00,-431.6,-442.9,-482.5,-488.2,-535.3,-419.7
2011-06-16 14:15,-441,-457.9,-491.9,-522.1,-559.8,-447.4
2011-06-16 14:30,-452.4,-471.1,-501.3,-552.3,-574.9,-471.5
2011-06-16 14:45,-471.2,-482.4,-505.1,-590,-586.2,-480.7
2011-06-16 15:00,-491.9,-491.9,-508.9,-625.8,-599.4,-489.9
2011-06-16 15:15,-501.4,-499.4,-514.5,-659.7,-618.2,-501
2011-06-16 15:30,-497.6,-506.9,-531.5,-688,-637.1,-499.2
2011-06-16 15:45,-516.4,-508.8,-540.9,-704.9,-646.5,-504.7
2011-06-16 16:00,-518.3,-512.6,-550.3,-721.9,-648.4,-508.4
2011-06-16 16:15,-527.7,-508.8,-554.1,-729.4,-648.4,-508.4
2011-06-16 16:30,-525.9,-505.1,-557.9,-727.6,-642.7,-504.7
2011-06-16 16:45,-540.9,-501.3,-546.6,-718.1,-627.7,-499.2
2011-06-16 17:00,-529.6,-495.6,-531.5,-697.4,-605,-486.2
2011-06-16 17:15,-529.6,-490,-516.4,-674.8,-582.4,-469.6
2011-06-16 17:30,-531.5,-482.4,-499.4,-648.4,-556,-453
2011-06-16 17:45,-516.4,-478.7,-488.1,-612.6,-524,-427.1
2011-06-16 18:00,-510.8,-473,-473.1,-569.2,-484.4,-397.5
2011-06-16 18:15,-501.4,-459.8,-448.6,-524,-452.4,-356.8
2011-06-16 18:30,-478.7,-444.8,-420.3,-473.1,-418.4,-318
2011-06-16 18:45,-463.7,-427.8,-392,-426,-377,-281
2011-06-16 19:00,-435.4,-407.1,-361.9,-382.6,-335.5,-253.3
2011-06-16 19:15,-384.5,-380.7,-333.6,-341.2,-295.9,-233
2011-06-16 19:30,-356.2,-356.2,-299.7,-295.9,-258.2,-210.8
2011-06-16 19:45,-322.3,-327.9,-267.6,-260.1,-224.3,-184.9
2011-06-16 20:00,-280.8,-295.8,-235.6,-222.4,-192.3,-159
2011-06-16 20:15,-241.3,-269.5,-211.1,-186.6,-167.8,-135
2011-06-16 20:30,-207.3,-246.8,-188.5,-162.1,-147,-114.6
2011-06-16 20:45,-194.1,-224.2,-169.6,-133.9,-126.3,-98
2011-06-16 21:00,-175.3,-205.4,-150.8,-111.2,-109.4,-79.5
2011-06-16 21:15,-148.9,-188.4,-135.7,-94.3,-99.9,-62.9
2011-06-16 21:30,-131.9,-173.4,-126.3,-77.3,-86.7,-51.8
2011-06-16 21:45,-120.6,-160.1,-113.1,-62.2,-75.4,-35.1
2011-06-16 22:00,-99.9,-148.8,-103.7,-49,-67.9,-25.9
2011-06-16 22:15,-82.9,-130,-94.2,-37.7,-58.5,-14.8
2011-06-16 22:30,-75.4,-126.2,-86.7,-30.2,-50.9,-7.4
2011-06-16 22:45,-79.2,-114.9,-81,-18.9,-47.2,-1.8
2011-06-16 23:00,-66,-107.4,-75.4,-11.4,-43.4,7.4
2011-06-16 23:15,-56.6,-96.1,-67.8,-1.9,-37.7,12.9
2011-06-16 23:30,-49,-86.6,-62.2,5.6,-32.1,18.5
2011-06-16 23:45,-43.4,-81,-56.5,9.4,-28.3,25.9
2011-06-17 0:00,-33.9,-73.5,-49,18.8,-24.5,29.6
2011-06-17 0:15,-18.9,-67.8,-45.2,20.7,-22.7,35.1
2011-06-17 0:30,-37.7,-64,-43.3,24.5,-18.9,37
2011-06-17 0:45,-30.2,-60.3,-39.6,30.1,-17,40.7
2011-06-17 1:00,-13.2,-58.4,-33.9,35.8,-11.3,46.2
2011-06-17 1:15,-7.5,-50.8,-32,41.4,-11.3,51.8
2011-06-17 1:30,-9.4,-47.1,-28.3,47.1,-9.5,53.6
2011-06-17 1:45,-13.2,-43.3,-24.5,49,-7.6,57.3
2011-06-17 2:00,11.3,-37.6,-22.6,54.6,-3.8,59.2
2011-06-17 2:15,9.4,-32,-18.8,58.4,1.8,64.7
2011-06-17 2:30,18.8,-32,-17,62.2,3.7,70.3
2011-06-17 2:45,26.4,-24.5,-13.2,67.8,3.7,72.1
2011-06-17 3:00,26.4,-22.6,-11.3,69.7,9.4,79.5
2011-06-17 3:15,15.1,-20.7,-5.6,77.2,11.3,79.5
2011-06-17 3:30,24.5,-15,-3.8,81,11.3,81.4
2011-06-17 3:45,20.7,-9.4,0,82.9,15,83.2
2011-06-17 4:00,33.9,-7.5,1.9,84.8,16.9,88.7
2011-06-17 4:15,35.8,-5.6,3.8,88.5,16.9,90.6
2011-06-17 4:30,30.1,-5.6,5.7,92.3,18.8,94.3
2011-06-17 4:45,32,0,7.5,96.1,24.5,98
2011-06-17 5:00,41.5,5.7,11.3,103.6,26.3,99.8
2011-06-17 5:15,64.1,9.5,15.1,107.4,26.3,105.4
2011-06-17 5:30,54.6,9.5,17,109.3,30.1,107.2
2011-06-17 5:45,64.1,11.4,22.6,113,33.9,114.6
2011-06-17 6:00,58.4,17,26.4,114.9,35.8,116.5
2011-06-17 6:15,64.1,11.4,22.6,109.3,33.9,118.3
2011-06-17 6:30,50.9,-1.8,13.2,94.2,22.6,110.9
2011-06-17 6:45,28.3,-13.1,5.7,82.9,15,107.2
2011-06-17 7:00,18.8,-18.8,0,71.6,7.5,99.8
2011-06-17 7:15,7.5,-32,-11.3,60.3,-1.9,86.9
2011-06-17 7:30,3.8,-43.3,-17,43.3,-13.2,86.9
2011-06-17 7:45,-9.4,-58.4,-22.6,28.2,-22.7,75.8
2011-06-17 8:00,-18.9,-75.3,-35.8,13.2,-34,68.4
2011-06-17 8:15,-35.8,-96.1,-47.1,-1.9,-41.5,64.7
2011-06-17 8:30,-58.4,-116.8,-54.7,-17,-47.2,59.2
2011-06-17 8:45,-88.6,-133.8,-60.3,-26.4,-52.8,46.2
2011-06-17 9:00,-88.6,-150.7,-69.7,-35.9,-60.3,38.8
2011-06-17 9:15,-98,-158.3,-77.3,-41.5,-69.8,29.6
2011-06-17 9:30,-113.1,-171.5,-92.3,-47.2,-73.5,18.5
2011-06-17 9:45,-128.2,-180.9,-107.4,-54.7,-84.8,9.2
2011-06-17 10:00,-128.2,-194.1,-124.4,-62.2,-98,0
2011-06-17 10:15,-154.6,-201.6,-145.1,-73.5,-107.5,-14.8
2011-06-17 10:30,-150.8,-212.9,-165.8,-86.7,-124.4,-27.7
2011-06-17 10:45,-165.9,-220.5,-188.5,-101.8,-145.2,-40.7
2011-06-17 11:00,-182.8,-233.7,-211.1,-116.9,-164,-57.3
2011-06-17 11:15,-207.3,-248.7,-235.6,-133.9,-182.9,-77.6
2011-06-17 11:30,-220.5,-258.2,-252.5,-148.9,-203.6,-94.3
2011-06-17 11:45,-229.9,-269.5,-263.8,-167.8,-228.1,-110.9
2011-06-17 12:00,-231.8,-280.8,-278.9,-186.6,-254.5,-133.1
2011-06-17 12:15,-277.1,-299.6,-294,-207.4,-279,-157.1
2011-06-17 12:30,-301.6,-316.6,-307.2,-228.1,-295.9,-181.2
2011-06-17 12:45,-312.9,-327.9,-322.3,-246.9,-314.8,-199.7
2011-06-17 13:00,-329.8,-343,-339.2,-267.7,-337.4,-223.7
2011-06-17 13:15,-343,-356.2,-354.3,-288.4,-356.2,-242.2
2011-06-17 13:30,-356.2,-369.4,-367.5,-314.8,-382.6,-262.5
2011-06-17 13:45,-375.1,-388.2,-386.4,-344.9,-420.3,-290.3
2011-06-17 14:00,-390.2,-401.4,-403.3,-378.9,-452.4,-316.1
2011-06-17 14:15,-405.2,-414.6,-418.4,-409,-475,-345.7
2011-06-17 14:30,-424.1,-429.7,-427.8,-437.3,-492,-366.1
2011-06-17 14:45,-435.4,-442.9,-437.3,-467.5,-497.6,-382.7
2011-06-17 15:00,-446.7,-448.5,-435.4,-495.7,-499.5,-390.1
2011-06-17 15:15,-454.2,-454.2,-441,-524,-514.6,-392
2011-06-17 15:30,-458,-457.9,-456.1,-544.7,-524,-392
2011-06-17 15:45,-465.5,-459.8,-465.5,-563.6,-533.4,-392
2011-06-17 16:00,-467.4,-459.8,-473.1,-574.9,-535.3,-395.6
2011-06-17 16:15,-471.2,-459.8,-480.6,-582.4,-535.3,-393.8
2011-06-17 16:30,-482.5,-459.8,-484.4,-578.7,-529.7,-392
2011-06-17 16:45,-491.9,-454.2,-473.1,-569.2,-516.4,-384.6
2011-06-17 17:00,-495.7,-446.6,-450.4,-548.5,-492,-373.5
2011-06-17 17:15,-490,-441,-429.7,-524,-467.4,-362.4
2011-06-17 17:30,-482.5,-433.4,-410.9,-493.8,-441.1,-343.9
2011-06-17 17:45,-467.4,-425.9,-392,-454.3,-407.1,-314.3
2011-06-17 18:00,-458,-418.4,-371.3,-409,-373.2,-284.7
2011-06-17 18:15,-444.8,-403.3,-346.8,-360,-339.3,-245.9
2011-06-17 18:30,-424.1,-386.3,-320.4,-316.7,-309.1,-212.6
2011-06-17 18:45,-403.3,-371.2,-295.9,-273.3,-275.2,-181.2
2011-06-17 19:00,-373.2,-350.5,-269.5,-239.4,-245.1,-160.8
2011-06-17 19:15,-343,-327.9,-245,-205.5,-216.8,-147.9
2011-06-17 19:30,-311,-305.3,-222.4,-173.4,-188.5,-133.1
2011-06-17 19:45,-275.2,-278.9,-197.9,-147.1,-162.1,-116.5
2011-06-17 20:00,-246.9,-256.3,-173.4,-118.8,-141.4,-101.7
2011-06-17 20:15,-220.5,-235.5,-154.5,-96.2,-126.3,-81.3
2011-06-17 20:30,-196,-214.8,-139.5,-77.3,-109.4,-72.1
2011-06-17 20:45,-177.2,-199.7,-126.3,-60.4,-98,-59.2
2011-06-17 21:00,-162.1,-180.9,-115,-49,-84.8,-46.2
2011-06-17 21:15,-145.1,-167.7,-105.5,-35.9,-75.4,-35.1
2011-06-17 21:30,-133.8,-156.4,-98,-26.4,-69.8,-27.7
2011-06-17 21:45,-124.4,-145.1,-88.6,-18.9,-64.1,-18.5
2011-06-17 22:00,-113.1,-135.6,-82.9,-11.4,-60.3,-14.8
2011-06-17 22:15,-103.7,-128.1,-79.2,-3.8,-54.7,-7.4
2011-06-17 22:30,-99.9,-118.7,-73.5,0,-49,-3.7
2011-06-17 22:45,-90.5,-111.2,-69.7,5.6,-49,1.9
2011-06-17 23:00,-84.8,-103.6,-67.8,9.4,-43.4,7.4
2011-06-17 23:15,-81.1,-98,-64.1,13.2,-39.6,12.9
2011-06-17 23:30,-75.4,-90.4,-58.4,18.8,-34,16.6
2011-06-17 23:45,-71.6,-82.9,-56.5,22.6,-32.1,22.2
2011-06-18 0:00,-64.1,-77.2,-50.9,28.2,-26.4,27.7
2011-06-18 0:15,-64.1,-71.6,-49,32,-24.5,29.6
2011-06-18 0:30,-56.6,-67.8,-45.2,35.8,-22.7,37
2011-06-18 0:45,-52.8,-60.3,-41.5,41.4,-18.9,40.7
2011-06-18 1:00,-49,-56.5,-39.6,45.2,-15.1,42.5
2011-06-18 1:15,-41.5,-50.8,-35.8,50.8,-11.3,46.2
2011-06-18 1:30,-37.7,-47.1,-32,54.6,-9.5,51.8
2011-06-18 1:45,-35.8,-39.5,-28.3,60.3,-7.6,57.3
2011-06-18 2:00,-30.2,-35.8,-26.4,65.9,-1.9,61
2011-06-18 2:15,-24.5,-30.1,-20.7,69.7,1.8,66.6
2011-06-18 2:30,-20.7,-26.3,-18.8,73.5,5.6,72.1
2011-06-18 2:45,-18.9,-20.7,-13.2,82.9,7.5,74
2011-06-18 3:00,-13.2,-16.9,-11.3,84.8,11.3,75.8
2011-06-18 3:15,-7.5,-13.1,-7.5,88.5,13.2,81.4
2011-06-18 3:30,-3.8,-7.5,-5.6,92.3,15,85
2011-06-18 3:45,-1.9,-7.5,-1.9,94.2,16.9,88.7
2011-06-18 4:00,1.9,-3.7,0,99.8,20.7,88.7
2011-06-18 4:15,1.9,1.9,1.9,99.8,22.6,92.4
2011-06-18 4:30,7.5,1.9,3.8,105.5,22.6,94.3
2011-06-18 4:45,9.4,5.7,5.7,107.4,22.6,96.1
2011-06-18 5:00,13.2,9.5,9.4,113,26.3,99.8
2011-06-18 5:15,17,13.2,11.3,114.9,28.2,103.5
2011-06-18 5:30,20.7,15.1,13.2,116.8,30.1,105.4
2011-06-18 5:45,20.7,17,17,118.7,30.1,107.2
2011-06-18 6:00,24.5,20.8,20.7,120.6,33.9,112.8
2011-06-18 6:15,20.7,17,18.9,116.8,32,110.9
2011-06-18 6:30,11.3,9.5,13.2,109.3,28.2,110.9
2011-06-18 6:45,3.8,1.9,5.7,98,18.8,105.4
2011-06-18 7:00,-5.7,-7.5,1.9,86.7,15,101.7
2011-06-18 7:15,-7.5,-13.1,-5.6,79.1,9.4,98
2011-06-18 7:30,-13.2,-24.5,-7.5,58.4,0,88.7
2011-06-18 7:45,-26.4,-37.6,-13.2,43.3,-13.2,79.5
2011-06-18 8:00,-43.4,-56.5,-26.4,22.6,-24.5,68.4
2011-06-18 8:15,-60.3,-75.3,-39.6,3.7,-34,64.7
2011-06-18 8:30,-84.8,-98,-49,-20.8,-45.3,53.6
2011-06-18 8:45,-103.7,-118.7,-62.2,-32.1,-58.5,38.8
2011-06-18 9:00,-116.9,-135.6,-75.4,-43.4,-66,31.4
2011-06-18 9:15,-133.8,-152.6,-86.7,-56.6,-79.2,14.8
2011-06-18 9:30,-147,-163.9,-101.8,-66,-86.7,0
2011-06-18 9:45,-164,-179,-124.4,-81.1,-103.7,-18.5
2011-06-18 10:00,-186.6,-196,-148.9,-98,-122.5,-38.8
2011-06-18 10:15,-182.8,-205.4,-173.4,-111.2,-141.4,-57.3
2011-06-18 10:30,-196,-218.6,-196,-130.1,-164,-74
2011-06-18 10:45,-211.1,-237.4,-224.3,-152.7,-192.3,-103.5
2011-06-18 11:00,-218.6,-250.6,-256.3,-177.2,-218.7,-125.7
2011-06-18 11:15,-250.7,-269.5,-284.6,-203.6,-246.9,-153.5
2011-06-18 11:30,-263.9,-284.6,-309.1,-231.9,-273.3,-184.9
2011-06-18 11:45,-286.5,-299.6,-327.9,-260.1,-307.2,-214.5
2011-06-18 12:00,-303.5,-324.1,-350.5,-288.4,-339.3,-245.9
2011-06-18 12:15,-324.2,-344.9,-376.9,-314.8,-377,-275.5
2011-06-18 12:30,-337.4,-359.9,-399.5,-344.9,-403.4,-310.6
2011-06-18 12:45,-363.8,-382.6,-424,-375.1,-433.5,-349.4
2011-06-18 13:00,-392,-399.5,-446.7,-405.3,-469.3,-379
2011-06-18 13:15,-409,-418.4,-469.3,-433.5,-499.5,-410.4
2011-06-18 13:30,-437.3,-437.2,-488.1,-469.3,-537.2,-445.6
2011-06-18 13:45,-467.4,-457.9,-512.6,-510.8,-584.3,-478.8
2011-06-18 14:00,-484.4,-474.9,-533.4,-548.5,-620.1,-510.3
2011-06-18 14:15,-501.4,-493.8,-548.4,-582.4,-650.3,-538
2011-06-18 14:30,-514.5,-508.8,-561.6,-618.2,-678.5,-562
2011-06-18 14:45,-531.5,-525.8,-571.1,-657.8,-691.7,-589.8
2011-06-18 15:00,-550.4,-537.1,-578.6,-697.4,-708.7,-612
2011-06-18 15:15,-557.9,-548.4,-588,-721.9,-720,-623.1
2011-06-18 15:30,-574.9,-552.2,-591.8,-731.3,-716.2,-623.1
2011-06-18 15:45,-574.9,-555.9,-597.4,-744.5,-723.8,-624.9
2011-06-18 16:00,-576.7,-561.6,-603.1,-755.8,-723.8,-619.4
2011-06-18 16:15,-591.8,-561.6,-606.9,-757.7,-721.9,-617.5
2011-06-18 16:30,-591.8,-555.9,-603.1,-753.9,-712.5,-612
2011-06-18 16:45,-597.5,-555.9,-599.3,-750.2,-703,-606.4
2011-06-18 17:00,-586.2,-548.4,-588,-729.4,-684.2,-591.6
2011-06-18 17:15,-576.7,-535.2,-571.1,-695.5,-652.2,-573.1
2011-06-18 17:30,-544.7,-523.9,-554.1,-669.1,-622,-552.8
2011-06-18 17:45,-554.1,-520.1,-548.4,-655.9,-610.7,-539.9
2011-06-18 18:00,-569.2,-516.4,-540.9,-627.7,-590,-514
2011-06-18 18:15,-537.2,-499.4,-520.2,-580.5,-552.3,-484.4
2011-06-18 18:30,-514.5,-482.4,-493.8,-535.3,-514.6,-447.4
2011-06-18 18:45,-488.2,-463.6,-465.5,-493.8,-473.1,-406.7
2011-06-18 19:00,-458,-437.2,-429.7,-443,-429.8,-369.8
2011-06-18 19:15,-403.3,-407.1,-392,-395.8,-380.7,-336.5
2011-06-18 19:30,-373.2,-376.9,-354.3,-350.6,-339.3,-301.4
2011-06-18 19:45,-329.8,-348.6,-322.3,-309.1,-297.8,-269.9
2011-06-18 20:00,-309.1,-320.4,-286.5,-267.7,-258.2,-240.3
2011-06-18 20:15,-263.9,-290.2,-254.4,-228.1,-226.2,-212.6
2011-06-18 20:30,-243.1,-265.7,-228,-197.9,-197.9,-188.6
2011-06-18 20:45,-209.2,-245,-203.5,-165.9,-175.3,-164.5
2011-06-18 21:00,-186.6,-220.5,-184.7,-139.5,-152.7,-140.5
2011-06-18 21:15,-162.1,-205.4,-165.8,-116.9,-133.9,-123.9
2011-06-18 21:30,-154.6,-188.4,-148.9,-96.2,-116.9,-109.1
2011-06-18 21:45,-135.7,-175.2,-135.7,-79.2,-103.7,-90.6
2011-06-18 22:00,-128.2,-160.1,-122.5,-62.2,-90.5,-77.6
2011-06-18 22:15,-101.8,-147,-113.1,-47.2,-79.2,-61
2011-06-18 22:30,-92.4,-133.8,-103.7,-34,-73.5,-49.9
2011-06-18 22:45,-90.5,-128.1,-94.2,-24.5,-64.1,-40.7
2011-06-18 23:00,-77.3,-114.9,-84.8,-11.4,-56.6,-27.7
2011-06-18 23:15,-60.3,-101.7,-79.2,-1.9,-47.2,-16.6
2011-06-18 23:30,-54.7,-98,-71.6,7.5,-41.5,-12.9
2011-06-18 23:45,-37.7,-88.5,-64.1,16.9,-35.8,-3.7
2011-06-19 0:00,-41.5,-82.9,-58.4,22.6,-32.1,1.9
2011-06-19 0:15,-33.9,-77.2,-52.8,30.1,-24.5,9.2
2011-06-19 0:30,-17,-67.8,-47.1,37.7,-20.8,18.5
2011-06-19 0:45,-20.7,-62.1,-43.3,45.2,-17,24
2011-06-19 1:00,-20.7,-56.5,-37.7,50.8,-11.3,27.7
2011-06-19 1:15,-3.8,-49,-32,56.5,-11.3,37
2011-06-19 1:30,9.4,-45.2,-28.3,62.2,-5.7,44.4
2011-06-19 1:45,18.8,-41.4,-24.5,67.8,-1.9,46.2
2011-06-19 2:00,15.1,-33.9,-20.7,71.6,1.8,49.9
2011-06-19 2:15,11.3,-28.2,-15.1,75.3,5.6,55.5
2011-06-19 2:30,17,-24.5,-13.2,77.2,7.5,61
2011-06-19 2:45,20.7,-22.6,-9.4,82.9,9.4,62.9
2011-06-19 3:00,35.8,-20.7,-5.6,88.5,13.2,68.4
2011-06-19 3:15,22.6,-15,-3.8,94.2,15,74
2011-06-19 3:30,33.9,-11.3,-1.9,98,16.9,75.8
2011-06-19 3:45,56.5,-3.7,3.8,101.7,20.7,81.4
2011-06-19 4:00,45.2,-1.8,5.7,107.4,20.7,83.2
2011-06-19 4:15,35.8,1.9,7.5,109.3,24.5,88.7
2011-06-19 4:30,49,5.7,11.3,113,26.3,92.4
2011-06-19 4:45,56.5,7.6,13.2,114.9,28.2,94.3
2011-06-19 5:00,64.1,11.4,15.1,118.7,28.2,96.1
2011-06-19 5:15,64.1,11.4,17,118.7,30.1,98
2011-06-19 5:30,67.8,15.1,20.7,124.4,32,101.7
2011-06-19 5:45,71.6,18.9,24.5,126.2,33.9,105.4
2011-06-19 6:00,60.3,22.7,26.4,126.2,35.8,107.2
2011-06-19 6:15,52.8,18.9,24.5,122.5,35.8,105.4
2011-06-19 6:30,64.1,15.1,18.9,116.8,30.1,110.9
2011-06-19 6:45,39.6,3.8,15.1,105.5,24.5,105.4
2011-06-19 7:00,28.3,0,9.4,96.1,16.9,101.7
2011-06-19 7:15,24.5,-15,-1.9,84.8,7.5,96.1
2011-06-19 7:30,28.3,-24.5,-7.5,62.2,-3.8,81.4
2011-06-19 7:45,0,-43.3,-17,43.3,-18.9,70.3
2011-06-19 8:00,-18.9,-62.1,-30.1,20.7,-30.2,59.2
2011-06-19 8:15,-41.5,-88.5,-47.1,0,-47.2,49.9
2011-06-19 8:30,-71.6,-113,-62.2,-24.5,-56.6,42.5
2011-06-19 8:45,-92.4,-139.4,-77.3,-41.5,-71.7,22.2
2011-06-19 9:00,-109.3,-158.3,-94.2,-56.6,-84.8,9.2
2011-06-19 9:15,-133.8,-175.2,-109.3,-69.8,-96.2,-7.4
2011-06-19 9:30,-156.4,-190.3,-128.2,-86.7,-111.2,-25.9
2011-06-19 9:45,-165.9,-209.2,-150.8,-101.8,-130.1,-44.4
2011-06-19 10:00,-196,-226.1,-177.2,-118.8,-148.9,-64.7
2011-06-19 10:15,-211.1,-243.1,-209.2,-137.6,-171.5,-88.7
2011-06-19 10:30,-237.5,-263.8,-239.3,-160.2,-196,-112.8
2011-06-19 10:45,-260.1,-278.9,-273.3,-184.7,-226.2,-140.5
2011-06-19 11:00,-277.1,-295.8,-305.3,-209.2,-254.5,-162.7
2011-06-19 11:15,-292.1,-314.7,-339.2,-239.4,-288.4,-194.1
2011-06-19 11:30,-316.7,-329.8,-361.9,-267.7,-320.4,-218.2
2011-06-19 11:45,-331.7,-346.7,-382.6,-294.1,-350.6,-242.2
2011-06-19 12:00,-346.8,-363.7,-401.4,-322.3,-378.9,-271.8
2011-06-19 12:15,-367.5,-382.6,-422.2,-348.7,-412.8,-295.8
2011-06-19 12:30,-377,-399.5,-441,-373.2,-437.3,-323.5
2011-06-19 12:45,-409,-414.6,-461.7,-403.4,-463.7,-351.3
2011-06-19 13:00,-435.4,-433.4,-488.1,-435.4,-490.1,-384.6
2011-06-19 13:15,-441,-448.5,-507,-463.7,-520.2,-410.4
2011-06-19 13:30,-463.7,-463.6,-522.1,-495.7,-546.6,-436.3
2011-06-19 13:45,-480.6,-478.7,-542.8,-533.4,-584.3,-462.2
2011-06-19 14:00,-493.8,-493.8,-559.8,-567.3,-616.4,-493.6
2011-06-19 14:15,-507,-505.1,-571.1,-593.7,-639,-523.2
2011-06-19 14:30,-522.1,-520.1,-580.5,-622,-655.9,-545.4
2011-06-19 14:45,-533.4,-527.7,-588,-654,-669.1,-562
2011-06-19 15:00,-546.6,-539,-591.8,-691.7,-682.3,-576.8
