Estimador,Ecuación,Factor de olvido,Tamaño de ventana,Control_1_1 en validación,Control_1_1 en calibración,Control_2_1 en validación,Control_2_1 en calibración,RDI45_1_2 en validación,RDI45_2_1 en validación,RDI45_2_1 en calibración,RDI30_2_1 en validación,RDI30_3_2 en validación,RDI30_3_2 en calibración,media,media alta variabilidad
LTP Min_ma_0.95_100,"min(LTP)-moving_avg(LTP,10D)",0.95,100,,,-4.29E-17,1.23E-16,,-0.495363289,-0.987795082,-0.018360037,0.573850365,0.801692574,-0.013997274,-0.025195094
LTP Min_mnvu_0.9_100,(min(LTP)-mean(LTP))/var(LTP),0.9,100,,,1.40E-17,3.92E-16,-0.038698579,0.555877518,,0.126406377,-0.217030806,-0.598109692,-0.019061687,-0.02657132
LTP Max_ma_0.9_5,"max(LTP)-moving_avg(LTP,10D)",0.9,5,-0.122627167,-0.103726655,-0.114030337,0.040768735,0.263651419,0.010952233,-0.037120791,0.199265092,-0.03016805,-0.278557423,-0.005440642,-0.027125788
LTP Area_ma_0.99_4,"mean(LTP)-moving_avg(LTP,10D)",0.99,4,0.15774653,0.180252999,0.019746541,0.115670113,0.410715139,-0.275631634,-0.625538407,0.026265698,0.355093227,0.356526845,0.062566725,-0.032656854
LTP Max_ma_0.99_4,"max(LTP)-moving_avg(LTP,10D)",0.99,4,-0.122546935,-0.119768884,-0.111789963,0.040328023,0.262814623,0.003238155,-0.034316706,0.196390759,-0.035127197,-0.294046208,-0.010253044,-0.032772239
LTP Min_ma_0.8_10,"min(LTP)-moving_avg(LTP,10D)",0.8,10,0.391711181,0.400374604,0.149050734,0.059510865,0.264415708,-0.314874781,-0.48719119,-0.299440354,0.339156279,0.58930371,0.07781173,-0.034609267
LTP Area_ma_0.95_4,"mean(LTP)-moving_avg(LTP,10D)",0.95,4,0.156935837,0.180231233,0.022040886,0.120756603,0.411721454,-0.280701866,-0.629254447,0.026364374,0.351735554,0.347943731,0.061204169,-0.036782531
LTP Max_ma_0.95_4,"max(LTP)-moving_avg(LTP,10D)",0.95,4,-0.121121896,-0.118422675,-0.109986096,0.043906687,0.261569502,0.002032759,-0.03802405,0.196225019,-0.040993139,-0.306614334,-0.012256258,-0.037474749
LTP Area_ma_0.8_5,"mean(LTP)-moving_avg(LTP,10D)",0.8,5,0.16778386,0.198987003,0.026004567,0.127200388,0.423858601,-0.284213625,-0.632849883,0.022211478,0.356790871,0.347746997,0.065081822,-0.038062832
LTP diff_min_norm_0.95_100,min((LTP(x)-LTP(x-1min))/var(LTP)),0.95,100,,,-3.86E-17,3.16E-16,0.00774665,0.654563587,,-0.115861274,-0.143609079,-0.592035444,-0.021021729,-0.039388442
LTP Area_ma_0.9_4,"mean(LTP)-moving_avg(LTP,10D)",0.9,4,0.155674128,0.180036752,0.024778084,0.126659683,0.412609105,-0.287189597,-0.633806955,0.026387431,0.347006624,0.336158643,0.059182197,-0.042288771
LTP Max_ma_0.9_4,"max(LTP)-moving_avg(LTP,10D)",0.9,4,-0.1190055,-0.116335723,-0.107732134,0.048200948,0.259664499,0.000463247,-0.043075024,0.195658892,-0.048600054,-0.322868696,-0.014958227,-0.043684327
LTP Max_ma_0.8_10,"max(LTP)-moving_avg(LTP,10D)",0.8,10,-0.128499869,-0.11395464,-0.130192815,0.036269514,0.225688201,0.033813109,-0.014585301,0.185189278,-0.047616749,-0.380603144,-0.022888061,-0.044760561
LTP Max_ma_0.8_5,"max(LTP)-moving_avg(LTP,10D)",0.8,5,-0.117759403,-0.102739257,-0.109028684,0.050198187,0.25740798,0.005998539,-0.049165392,0.195523142,-0.054504707,-0.325702592,-0.014668087,-0.045570202
LTP Max_ma_0.99_3,"max(LTP)-moving_avg(LTP,10D)",0.99,3,-0.116603452,-0.126603555,-0.090376924,0.077066186,0.260367694,-0.008571618,-0.041543216,0.190241333,-0.05686461,-0.348743505,-0.016114246,-0.053096323
LTP Area_ma_0.8_4,"mean(LTP)-moving_avg(LTP,10D)",0.8,4,0.15226747,0.17897479,0.029531986,0.136009425,0.412872738,-0.300468968,-0.642387598,0.026006222,0.335681405,0.308965274,0.053909475,-0.054440733
LTP Max_ma_0.95_3,"max(LTP)-moving_avg(LTP,10D)",0.95,3,-0.114988278,-0.124021165,-0.089965769,0.077624112,0.258899951,-0.009243514,-0.045525009,0.190256534,-0.060378297,-0.357175268,-0.017725381,-0.056413111
LTP Max_ma_0.8_4,"max(LTP)-moving_avg(LTP,10D)",0.8,4,-0.113595379,-0.110733676,-0.103355967,0.055837375,0.254544513,-0.002862961,-0.054550854,0.193184709,-0.064518957,-0.356588525,-0.021004927,-0.057067318
LTP Min_ma_0.99_5,"min(LTP)-moving_avg(LTP,10D)",0.99,5,0.371436113,0.385743564,0.130466283,0.052142956,0.274388046,-0.321585137,-0.510957071,-0.289859619,0.313031982,0.51366014,0.060781238,-0.059141941
LTP Area_ma_0.99_3,"mean(LTP)-moving_avg(LTP,10D)",0.99,3,0.142003942,0.164865153,0.043384913,0.170538122,0.411044912,-0.302649104,-0.640969541,0.022841552,0.31961313,0.298034968,0.054078234,-0.060625799
LTP Max_ma_0.9_3,"max(LTP)-moving_avg(LTP,10D)",0.9,3,-0.11276795,-0.120535974,-0.08949262,0.078128056,0.256839575,-0.010128342,-0.050756062,0.19005732,-0.064955958,-0.368041965,-0.019876219,-0.060765001
LTP Min_ma_0.95_5,"min(LTP)-moving_avg(LTP,10D)",0.95,5,0.369826909,0.383854778,0.131452124,0.053266192,0.275295702,-0.325997743,-0.518411694,-0.290166536,0.309563073,0.509506064,0.058706884,-0.063101367
LTP Area_ma_0.95_3,"mean(LTP)-moving_avg(LTP,10D)",0.95,3,0.141744401,0.165485799,0.043702083,0.170742147,0.410849766,-0.305820706,-0.643393955,0.023124301,0.317732126,0.291708442,0.052681111,-0.063329959
LTP Area_ma_0.9_3,"mean(LTP)-moving_avg(LTP,10D)",0.9,3,0.141309444,0.166176297,0.043950655,0.170441594,0.410390473,-0.309883284,-0.64633336,0.023385365,0.315087972,0.283183106,0.05071098,-0.06691204
LTP Max_mnvu_0.99_100,(max(LTP)-mean(LTP))/var(LTP),0.99,100,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,-0.037790819,-0.068023474
LTP Min_ma_0.9_5,"min(LTP)-moving_avg(LTP,10D)",0.9,5,0.367396008,0.380959821,0.132769915,0.054869602,0.276254865,-0.331575167,-0.527793042,-0.290240697,0.304589411,0.503378808,0.055912613,-0.068328138
LTP diff_min_0.9_100,min(LTP(x)-LTP(x-1min)),0.9,100,,,,,0.35459602,,,0.472557227,-0.153818633,-0.664608284,0.000969592,-0.069173938
LTP Max_ma_0.8_3,"max(LTP)-moving_avg(LTP,10D)",0.8,3,-0.107625735,-0.112693042,-0.088732376,0.078329233,0.251875794,-0.012050799,-0.062006857,0.188806266,-0.074689987,-0.390645101,-0.024645207,-0.070117295
LTP Area_ma_0.8_3,"mean(LTP)-moving_avg(LTP,10D)",0.8,3,0.140019421,0.167182696,0.043829211,0.167545468,0.408619017,-0.318264889,-0.651769712,0.023518271,0.308714512,0.263959077,0.045925961,-0.074768548
LTP Min_ma_0.99_4,"min(LTP)-moving_avg(LTP,10D)",0.99,4,0.360427846,0.373113987,0.129148988,0.052809335,0.266299681,-0.337815326,-0.540299437,-0.283116667,0.29061737,0.481701482,0.048051046,-0.077782516
LTP Min_ma_0.8_100,"min(LTP)-moving_avg(LTP,10D)",0.8,100,,,-7.66E-18,1.90E-16,,-0.696362733,-0.990568286,0.154086836,0.58748018,0.552644251,-0.043635528,-0.07854395
LTP Max_ma_0.99_2,"max(LTP)-moving_avg(LTP,10D)",0.99,2,-0.100638683,-0.104337844,-0.072911706,0.100520807,0.250394888,-0.017545594,-0.074153565,0.185191236,-0.073153027,-0.414926966,-0.024546863,-0.078917583
LTP Min_ma_0.8_5,"min(LTP)-moving_avg(LTP,10D)",0.8,5,0.361102053,0.373291035,0.135703359,0.058844727,0.277420254,-0.342679617,-0.546321962,-0.289243464,0.292552668,0.487900878,0.049718653,-0.0795583
LTP Min_ma_0.95_4,"min(LTP)-moving_avg(LTP,10D)",0.95,4,0.359115864,0.371724716,0.129977728,0.053941662,0.267933884,-0.340661854,-0.544951303,-0.283955926,0.288855994,0.479090184,0.046883898,-0.080324581
LTP Max_ma_0.95_2,"max(LTP)-moving_avg(LTP,10D)",0.95,2,-0.099386066,-0.102501356,-0.073482811,0.099211361,0.248974795,-0.017984856,-0.076743743,0.185173471,-0.075199834,-0.419154265,-0.025745249,-0.080781845
LTP Max_ma_0.9_2,"max(LTP)-moving_avg(LTP,10D)",0.9,2,-0.097731299,-0.100077647,-0.074251826,0.097397418,0.247056788,-0.018563027,-0.080084626,0.185025615,-0.07788079,-0.424607061,-0.027331684,-0.083221978
LTP Min_ma_0.9_4,"min(LTP)-moving_avg(LTP,10D)",0.9,4,0.357205233,0.369602336,0.13109501,0.055547176,0.269890686,-0.344292186,-0.550841282,-0.284822058,0.286258412,0.475200154,0.045293139,-0.083699392
LTP Area_ma_0.99_2,"mean(LTP)-moving_avg(LTP,10D)",0.99,2,0.128027378,0.160483557,0.057619088,0.194456673,0.4033595,-0.328408044,-0.653926931,0.028656276,0.290848245,0.231715023,0.042755932,-0.086223086
LTP Area_ma_0.95_2,"mean(LTP)-moving_avg(LTP,10D)",0.95,2,0.128157864,0.160856517,0.05675003,0.191732288,0.402633433,-0.330140677,-0.655267845,0.028382257,0.289746675,0.22772777,0.04138005,-0.087910364
LTP Max_ma_0.8_2,"max(LTP)-moving_avg(LTP,10D)",0.8,2,-0.09410942,-0.094781021,-0.075993978,0.093098491,0.242689077,-0.019822938,-0.087080131,0.184234446,-0.083666799,-0.43604414,-0.030818555,-0.088475913
LTP Area_ma_0.9_2,"mean(LTP)-moving_avg(LTP,10D)",0.9,2,0.12828129,0.161287783,0.055533459,0.18787595,0.401601609,-0.33235649,-0.656865281,0.027957366,0.288218009,0.222422151,0.039519395,-0.090124849
LTP Min_ma_0.8_4,"min(LTP)-moving_avg(LTP,10D)",0.8,4,0.352420835,0.363937629,0.133625528,0.059487614,0.273361513,-0.351686101,-0.562678368,-0.285819744,0.279639076,0.465137162,0.041667145,-0.091081595
LTP Min_ma_0.99_3,"min(LTP)-moving_avg(LTP,10D)",0.99,3,0.347338735,0.362510535,0.128945669,0.057113145,0.268839634,-0.350418963,-0.565567105,-0.280775004,0.270780678,0.461040725,0.039163257,-0.092987934
LTP Min_ma_0.95_3,"min(LTP)-moving_avg(LTP,10D)",0.95,3,0.346449396,0.361183394,0.129571798,0.057962888,0.270024775,-0.352325431,-0.568261742,-0.281599157,0.269670645,0.458762921,0.038332232,-0.094750553
LTP Area_ma_0.8_2,"mean(LTP)-moving_avg(LTP,10D)",0.8,2,0.128366327,0.161995539,0.052605581,0.178449941,0.399057559,-0.336935362,-0.659710267,0.02678874,0.284585046,0.210645641,0.035275824,-0.094925241
LTP Min_ma_0.9_3,"min(LTP)-moving_avg(LTP,10D)",0.9,3,0.345172173,0.359268003,0.13043415,0.059220901,0.271468582,-0.354760672,-0.571678762,-0.282544323,0.268052932,0.455515814,0.037219625,-0.097083002
LTP diff_min_norm_0.9_100,min((LTP(x)-LTP(x-1min))/var(LTP)),0.9,100,,,1.10E-16,1.05E-16,-0.057960234,0.616070233,,-0.184050821,-0.287253327,-0.638350315,-0.061282718,-0.098716846
LTP Max_ma_0.99_1,"max(LTP)-moving_avg(LTP,10D)",0.99,1,-0.067008973,-0.063735081,-0.069436236,0.096248049,0.110764805,-0.02613332,-0.118610555,0.186777801,-0.081531692,-0.467111318,-0.048085283,-0.101321817
LTP Area_ma_0.8_100,"mean(LTP)-moving_avg(LTP,10D)",0.8,100,,,,,,-0.397043312,-0.940750417,0.034553791,0.566038656,0.228309449,-0.056543537,-0.101778367
LTP Min_ma_0.8_3,"min(LTP)-moving_avg(LTP,10D)",0.8,3,0.342009964,0.354483007,0.132453583,0.062478796,0.274156067,-0.359764206,-0.578600939,-0.28407372,0.263954329,0.447531717,0.034735404,-0.102190564
LTP Max_ma_0.95_1,"max(LTP)-moving_avg(LTP,10D)",0.95,1,-0.066916101,-0.063302396,-0.07021948,0.09440996,0.109923827,-0.026418308,-0.119199682,0.186136021,-0.082798105,-0.468860514,-0.048925409,-0.102228118
LTP Max_ma_0.9_1,"max(LTP)-moving_avg(LTP,10D)",0.9,1,-0.066786194,-0.062727015,-0.071241015,0.091994435,0.108817101,-0.026790158,-0.119949583,0.185272142,-0.084451705,-0.471113733,-0.050021059,-0.103406607
LTP Max_ma_0.8_1,"max(LTP)-moving_avg(LTP,10D)",0.8,1,-0.066472642,-0.061447,-0.073438309,0.086728604,0.106397666,-0.027590679,-0.121489032,0.183310803,-0.088015068,-0.475849365,-0.052376931,-0.105926668
LTP Area_ma_0.99_1,"mean(LTP)-moving_avg(LTP,10D)",0.99,1,0.123640523,0.157193543,0.058525412,0.180438144,0.381581232,-0.350485926,-0.657910494,0.036227601,0.266297739,0.159317719,0.025687219,-0.109310672
LTP Area_ma_0.95_1,"mean(LTP)-moving_avg(LTP,10D)",0.95,1,0.123624473,0.157308227,0.057134274,0.176452727,0.380987847,-0.351172239,-0.658226812,0.035258218,0.265463249,0.157310999,0.024501832,-0.110273317
LTP Min_ma_0.99_2,"min(LTP)-moving_avg(LTP,10D)",0.99,2,0.337150823,0.344721832,0.123362575,0.04339659,0.275070761,-0.366453588,-0.588369982,-0.282141288,0.252004322,0.432201038,0.025976918,-0.110551899
LTP Area_ma_0.9_1,"mean(LTP)-moving_avg(LTP,10D)",0.9,1,0.123591773,0.157439544,0.055309067,0.171200037,0.380190322,-0.352049756,-0.658585468,0.033984758,0.264353502,0.154672483,0.022946054,-0.111524896
LTP Min_ma_0.95_2,"min(LTP)-moving_avg(LTP,10D)",0.95,2,0.336310898,0.343716206,0.124281991,0.04550168,0.275555378,-0.367408618,-0.58962665,-0.282637773,0.251333236,0.430544579,0.025695559,-0.111559045
LTP Min_ma_0.9_2,"min(LTP)-moving_avg(LTP,10D)",0.9,2,0.335177088,0.34231182,0.125494845,0.048286325,0.276148349,-0.368632992,-0.591215034,-0.28323682,0.250366328,0.428238428,0.025306805,-0.112896018
LTP Area_ma_0.8_1,"mean(LTP)-moving_avg(LTP,10D)",0.8,1,0.123475755,0.157650365,0.051341353,0.159697329,0.378382196,-0.353868594,-0.659147311,0.031211514,0.261882953,0.148914086,0.019562654,-0.114201471
LTP Min_ma_0.8_2,"min(LTP)-moving_avg(LTP,10D)",0.8,2,0.332599833,0.338945688,0.128148733,0.054405382,0.277266936,-0.371176347,-0.59442656,-0.284332159,0.247941268,0.422731204,0.024389349,-0.115852519
LTP Min_ma_0.99_1,"min(LTP)-moving_avg(LTP,10D)",0.99,1,0.312444765,0.318395497,0.128939108,0.065083032,0.275182114,-0.37888077,-0.607735706,-0.271261098,0.23689169,0.392395938,0.017667756,-0.125717989
LTP Min_ma_0.95_1,"min(LTP)-moving_avg(LTP,10D)",0.95,1,0.312286063,0.317827678,0.129638452,0.066642298,0.27536106,-0.379291504,-0.607976579,-0.272132275,0.236205908,0.391292987,0.017507558,-0.126380293
LTP Min_ma_0.9_1,"min(LTP)-moving_avg(LTP,10D)",0.9,1,0.312062761,0.31705467,0.13054963,0.06867724,0.275583796,-0.379817559,-0.60827466,-0.273233218,0.235286861,0.389809996,0.017292973,-0.127245716
LTP Min_ma_0.8_1,"min(LTP)-moving_avg(LTP,10D)",0.8,1,0.31151888,0.315265818,0.132506198,0.073059277,0.276021072,-0.380911674,-0.60885326,-0.275462436,0.233214512,0.38644724,0.016809639,-0.129113124
LTP Min_mnvu_0.8_100,(min(LTP)-mean(LTP))/var(LTP),0.8,100,,,-2.45E-17,3.17E-17,-0.034619589,0.47090382,,0.007274837,-0.44596431,-0.678060867,-0.075607345,-0.129169304
LTP Max_n0_0.9_100,max(LTP)-LTP(00:00),0.9,100,,,-8.27E-17,5.42E-17,-0.077345495,0.183558682,0.194085602,-0.18750601,-0.247093561,-0.668246632,-0.089171935,-0.145040384
LTP Min_n0_0.95_100,min(LTP)-LTP(00:00),0.95,100,,,,,,,,-0.145739862,-0.589297782,,-0.081670849,-0.147007529
LTP diff_min_norm_0.8_100,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,100,,,8.78E-17,3.24E-17,-0.199932058,0.541617321,,-0.212140904,-0.402127088,-0.674249447,-0.105203575,-0.149380024
LTP diff_min_0.8_100,min(LTP(x)-LTP(x-1min)),0.8,100,,,,,0.265178937,,,0.268663304,-0.273302149,-0.749031441,-0.054276817,-0.150734057
LTP diff_1h_norm_0.99_100,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.99,100,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.111864037,-0.223131693
LTP diff_min_norm_0.8_1,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,1,-0.139446094,-0.08946751,-0.01241864,-0.023992959,0.003785291,0.010440102,0.110670338,-0.123170567,-0.486670112,-0.758275348,-0.152122156,-0.249401118
LTP diff_min_norm_0.9_1,min((LTP(x)-LTP(x-1min))/var(LTP)),0.9,1,-0.144340708,-0.092986672,-0.008439312,-0.017245731,0.009275627,0.011441057,0.112272499,-0.12733782,-0.488433807,-0.75798709,-0.151049028,-0.250009032
LTP diff_min_norm_0.95_1,min((LTP(x)-LTP(x-1min))/var(LTP)),0.95,1,-0.146504876,-0.0945337,-0.006600741,-0.01413087,0.011807808,0.0118969,0.112907913,-0.129196828,-0.489005236,-0.757582218,-0.150492997,-0.250195894
LTP diff_min_norm_0.99_1,min((LTP(x)-LTP(x-1min))/var(LTP)),0.99,1,-0.148115117,-0.095680975,-0.00519691,-0.011754822,0.013737996,0.012242074,0.113347912,-0.130587664,-0.489336876,-0.757156927,-0.15004291,-0.250298296
LTP Min_mnvu_0.99_1,(min(LTP)-mean(LTP))/var(LTP),0.99,1,-0.246471651,-0.203138267,-0.192043211,0.032992513,0.071745451,0.004887691,0.214509855,-0.126308467,-0.604670139,-0.823103168,-0.180569749,-0.266936845
LTP Min_mnvu_0.95_1,(min(LTP)-mean(LTP))/var(LTP),0.95,1,-0.246508881,-0.202567276,-0.193229324,0.032245592,0.070221401,0.004907118,0.215054031,-0.126646555,-0.605102243,-0.823690962,-0.180978691,-0.267095722
LTP Min_mnvu_0.9_1,(min(LTP)-mean(LTP))/var(LTP),0.9,1,-0.246531345,-0.201786624,-0.194781079,0.03126062,0.068208025,0.004932023,0.215708438,-0.127075196,-0.605623592,-0.824427253,-0.181509404,-0.267297116
LTP Min_mnvu_0.8_1,(min(LTP)-mean(LTP))/var(LTP),0.8,1,-0.246477164,-0.199966966,-0.198138076,0.02909909,0.063781802,0.004983893,0.216889849,-0.127948745,-0.60658007,-0.82589169,-0.182641213,-0.267709353
LTP diff_min_0.99_10,min(LTP(x)-LTP(x-1min)),0.99,10,0.193081638,0.213458595,0.058506302,-0.056513026,-0.044001729,-0.071758588,-0.262794208,-0.278083339,-0.39073533,-0.351073133,-0.131443828,-0.27088892
LTP diff_min_norm_0.8_2,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,2,-0.082505909,-0.09296791,0.001033418,0.006476434,0.043613987,0.009234153,0.099255735,-0.159681524,-0.513938865,-0.800783216,-0.156417532,-0.273182744
LTP diff_min_norm_0.99_2,min((LTP(x)-LTP(x-1min))/var(LTP)),0.99,2,-0.086027817,-0.095297875,0.011207372,0.022277713,0.065866145,0.013917355,0.097705418,-0.167957104,-0.510544171,-0.799603632,-0.151380975,-0.273296427
LTP diff_min_norm_0.95_2,min((LTP(x)-LTP(x-1min))/var(LTP)),0.95,2,-0.085486478,-0.09504881,0.009295948,0.019370884,0.06165725,0.013009773,0.098186462,-0.166588873,-0.511840854,-0.800341143,-0.152477707,-0.273514927
LTP diff_min_norm_0.9_2,min((LTP(x)-LTP(x-1min))/var(LTP)),0.9,2,-0.084671067,-0.094573976,0.006739276,0.01543682,0.056043227,0.011816675,0.098685853,-0.164616557,-0.513070063,-0.800933164,-0.153830212,-0.273623451
LTP diff_min_0.95_10,min(LTP(x)-LTP(x-1min)),0.95,10,0.193852558,0.214752674,0.060122089,-0.051358157,-0.046506579,-0.081496384,-0.280901359,-0.284251076,-0.394389966,-0.358157996,-0.135798528,-0.279839356
LTP Min_mnvu_0.99_2,(min(LTP)-mean(LTP))/var(LTP),0.99,2,-0.316840518,-0.360905446,-0.19116813,0.042129721,0.126575022,-0.001962355,0.189600709,-0.161929959,-0.611784205,-0.815238197,-0.198298093,-0.280262801
LTP Min_mnvu_0.95_2,(min(LTP)-mean(LTP))/var(LTP),0.95,2,-0.314951236,-0.355662578,-0.193151393,0.041175761,0.123610434,-0.002263083,0.190985756,-0.162658331,-0.612665468,-0.81651296,-0.198571318,-0.280622817
LTP Min_mnvu_0.9_2,(min(LTP)-mean(LTP))/var(LTP),0.9,2,-0.3124185,-0.348685189,-0.195760743,0.039871984,0.119619875,-0.002641518,0.192712388,-0.163551841,-0.613706759,-0.818112614,-0.198917157,-0.281060069
LTP Min_n0_0.9_100,min(LTP)-LTP(00:00),0.9,100,,,,,,,,-0.711002302,-0.697816919,,-0.156535469,-0.281763844
LTP Min_mnvu_0.8_2,(min(LTP)-mean(LTP))/var(LTP),0.8,2,-0.306727711,-0.333222479,-0.201442754,0.036842304,0.110603697,-0.003397985,0.196090872,-0.165244609,-0.615520456,-0.821295619,-0.199620781,-0.281873559
LTP diff_min_0.9_10,min(LTP(x)-LTP(x-1min)),0.9,10,0.192285585,0.21573447,0.061041113,-0.04613779,-0.048142392,-0.093579907,-0.302425373,-0.292088386,-0.397543133,-0.365611561,-0.140972551,-0.290249672
LTP Min_mnvu_0.99_3,(min(LTP)-mean(LTP))/var(LTP),0.99,3,-0.266905127,-1.41E-16,-0.232570955,0.05847534,0.157120898,-0.012684668,0.161956298,-0.199263576,-0.618999797,-0.811458898,-0.166380595,-0.296090128
LTP Min_mnvu_0.95_3,(min(LTP)-mean(LTP))/var(LTP),0.95,3,-0.265966722,7.82E-18,-0.233298014,0.057194691,0.153310799,-0.01319041,0.165343677,-0.20046585,-0.620291434,-0.813331892,-0.167192048,-0.296387182
LTP Min_mnvu_0.9_3,(min(LTP)-mean(LTP))/var(LTP),0.9,3,-0.264624019,2.22E-16,-0.234358485,0.055295723,0.148058614,-0.013824689,0.169765158,-0.201890916,-0.621773206,-0.815663538,-0.168265704,-0.296677438
LTP Min_mnvu_0.8_3,(min(LTP)-mean(LTP))/var(LTP),0.8,3,-0.26130845,2.82E-16,-0.237056932,0.050366674,0.135785081,-0.015073687,0.179181488,-0.204370592,-0.624162634,-0.82021051,-0.170615679,-0.296927187
LTP Min_n0_0.8_100,min(LTP)-LTP(00:00),0.8,100,,,,,,,,-0.772788644,-0.713948225,,-0.165192986,-0.297347374
LTP diff_min_norm_0.8_3,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,3,-0.160226161,-0.209259536,0.007569854,0.020699146,0.080510891,-0.015048137,0.071942911,-0.190677768,-0.532408524,-0.827193524,-0.177096076,-0.298677008
LTP diff_min_norm_0.99_3,min((LTP(x)-LTP(x-1min))/var(LTP)),0.99,3,-0.194416774,-0.25547289,0.019524234,0.038667318,0.116653995,-0.010503423,0.067597494,-0.197513487,-0.526909458,-0.826068639,-0.174891651,-0.298679503
LTP diff_min_norm_0.95_3,min((LTP(x)-LTP(x-1min))/var(LTP)),0.95,3,-0.187696576,-0.246533723,0.017349225,0.03548659,0.109912141,-0.011331017,0.068570556,-0.196682662,-0.529050167,-0.827196518,-0.175497286,-0.299137962
LTP diff_min_norm_0.9_3,min((LTP(x)-LTP(x-1min))/var(LTP)),0.9,3,-0.178919587,-0.234744046,0.014379262,0.031078083,0.100819641,-0.012460776,0.069757859,-0.195222707,-0.531059396,-0.827997005,-0.17616101,-0.299396405
LTP diff_min_0.99_5,min(LTP(x)-LTP(x-1min)),0.99,5,0.19427176,0.237074875,0.088608896,0.021325624,-0.090744438,-0.124588992,-0.342873999,-0.293967226,-0.410736502,-0.361001188,-0.141878106,-0.306633582
LTP diff_min_0.8_10,min(LTP(x)-LTP(x-1min)),0.8,10,0.18105578,0.213288858,0.058264478,-0.041663804,-0.04599831,-0.115308522,-0.337629193,-0.307360042,-0.398349996,-0.375127637,-0.14998713,-0.306755078
LTP diff_min_0.95_5,min(LTP(x)-LTP(x-1min)),0.95,5,0.190320532,0.234598307,0.084094819,0.014539855,-0.088769012,-0.12763311,-0.346672769,-0.300474855,-0.411989036,-0.36518794,-0.145277082,-0.310391542
LTP diff_min_norm_0.99_4,min((LTP(x)-LTP(x-1min))/var(LTP)),0.99,4,-0.219293069,-0.284764871,0.01036011,0.029414669,0.151137997,-0.02353376,0.041540994,-0.22559387,-0.51793545,-0.840743111,-0.184457477,-0.313253039
LTP Min_mnvu_0.99_4,(min(LTP)-mean(LTP))/var(LTP),0.99,4,-0.162632612,-8.24E-17,0.015259259,0.013830746,0.170382426,-0.023529463,0.119441968,-0.23542984,-0.620606688,-0.806604469,-0.15191734,-0.313345699
LTP Min_mnvu_0.95_4,(min(LTP)-mean(LTP))/var(LTP),0.95,4,-0.163155365,1.49E-17,0.015816115,0.016462052,0.166769971,-0.024011545,0.125491377,-0.238132879,-0.622758286,-0.809258282,-0.152180164,-0.313733923
LTP Min_mnvu_0.8_4,(min(LTP)-mean(LTP))/var(LTP),0.8,4,-0.163350168,-2.64E-16,0.017486746,0.023852697,0.148509401,-0.025557228,0.151110295,-0.246947666,-0.629137093,-0.81877379,-0.15327296,-0.313861096
LTP Min_mnvu_0.9_4,(min(LTP)-mean(LTP))/var(LTP),0.9,4,-0.163567466,-7.79E-17,0.016458638,0.019422376,0.161547234,-0.024581515,0.133542706,-0.241347786,-0.625217132,-0.812533827,-0.152523256,-0.314027511
LTP diff_min_0.99_1,min(LTP(x)-LTP(x-1min)),0.99,1,0.079717966,0.101870737,0.012218218,-0.046745643,-0.038016255,-0.150636305,-0.337173612,-0.35635904,-0.371784811,-0.354567597,-0.171243812,-0.314104273
LTP diff_min_0.95_1,min(LTP(x)-LTP(x-1min)),0.95,1,0.079958929,0.102475491,0.01131803,-0.049409935,-0.036970927,-0.150836993,-0.337165355,-0.357301686,-0.371769941,-0.355340822,-0.171666904,-0.314482959
LTP diff_min_norm_0.95_4,min((LTP(x)-LTP(x-1min))/var(LTP)),0.95,4,-0.211964028,-0.275481987,0.009105919,0.027462862,0.142652676,-0.024976502,0.042211086,-0.225820847,-0.522542622,-0.842526386,-0.1855462,-0.314731054
LTP diff_min_0.9_5,min(LTP(x)-LTP(x-1min)),0.9,5,0.184545462,0.230305784,0.078001446,0.005612055,-0.085929029,-0.131383469,-0.350848008,-0.308669082,-0.413014638,-0.369977377,-0.149544702,-0.314778515
LTP diff_min_0.9_1,min(LTP(x)-LTP(x-1min)),0.9,1,0.080240469,0.103197404,0.010137984,-0.052883066,-0.035592877,-0.151075429,-0.337082745,-0.358474983,-0.371686334,-0.356294366,-0.172194935,-0.314922771
LTP diff_min_0.99_4,min(LTP(x)-LTP(x-1min)),0.99,4,0.158686744,0.218050063,0.076870792,0.003825522,-0.071878248,-0.131773966,-0.352333425,-0.306700911,-0.41681327,-0.368187606,-0.149882339,-0.315161835
LTP diff_min_0.8_1,min(LTP(x)-LTP(x-1min)),0.8,1,0.080716799,0.104481019,0.007578498,-0.060340255,-0.032575343,-0.151497234,-0.336625743,-0.360778727,-0.371256598,-0.358129898,-0.173238254,-0.31565764
