Estimador,Ecuación,Factor de olvido,Tamaño de ventana,Control_1_1 en validación,Control_1_1 en calibración,Control_2_1 en validación,Control_2_1 en calibración,RDI45_1_2 en validación,RDI45_2_1 en validación,RDI45_2_1 en calibración,RDI30_2_1 en validación,RDI30_3_2 en validación,RDI30_3_2 en calibración,media,media alta variabilidad
LTP diff_R_Neta_Avg_0.8_10,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.8,10,0.072533009,0.050199183,0.153882679,0.095193502,0.03991397,0.827657105,0.972355284,0.742785115,0.755262356,0.851646946,0.498766238,0.829941361
LTP diff_1h_0.8_3,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.8,3,0.124233977,0.063802214,0.133304649,0.061107168,0.102085512,0.835206001,0.957881593,0.775551959,0.694356023,0.84657679,0.496652434,0.821914473
LTP diff_R_Neta_Avg_0.9_5,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.9,5,0.097022558,0.067458878,0.144935663,0.09067608,0.01142107,0.833689115,0.972219767,0.730167692,0.72500603,0.844715346,0.491143294,0.82115959
LTP diff_1h_0.9_3,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.9,3,0.124730748,0.065754823,0.131220144,0.056625279,0.080477561,0.830891787,0.958313516,0.772003999,0.69225256,0.849817688,0.493039706,0.82065591
LTP diff_1h_0.8_4,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.8,4,0.12551139,0.066417572,0.140631021,0.071015354,0.090300899,0.829928652,0.959149382,0.769825282,0.690339775,0.850781342,0.496487698,0.820004887
LTP diff_R_Neta_Avg_0.95_5,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.95,5,0.096194944,0.059733049,0.145204761,0.091446422,0.00066991,0.830688621,0.972336762,0.724440524,0.724181239,0.848376196,0.488564165,0.820004668
LTP diff_R_Neta_Avg_0.8_5,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.8,5,0.095850913,0.08212021,0.144310414,0.090477672,0.036036016,0.838626441,0.971110406,0.735252631,0.721033098,0.832282749,0.494583293,0.819661065
LTP diff_1h_0.95_3,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.95,3,0.124856761,0.066625926,0.130295889,0.054734544,0.070301875,0.828605526,0.958366966,0.769835067,0.690504243,0.850331684,0.491066858,0.819528697
LTP diff_R_Neta_Avg_0.9_10,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.9,10,0.04816667,0.012815854,0.150298481,0.095228675,0.016309829,0.802334964,0.968769745,0.719726105,0.749165173,0.855578444,0.485580808,0.819114886
LTP diff_1h_0.99_3,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,3,0.124905701,0.067273388,0.129608008,0.053371616,0.062499133,0.826740665,0.95834545,0.767955936,0.688838252,0.850292729,0.489436131,0.818434606
LTP diff_R_Neta_Avg_0.99_5,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.99,5,0.094901552,0.05356224,0.145394928,0.092313023,-0.007066264,0.828101451,0.972248819,0.718605681,0.722361314,0.850201029,0.486191358,0.818303659
LTP diff_1h_0.9_2,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.9,2,0.122296882,0.059370253,0.127062071,0.057150339,0.140594992,0.834845225,0.954910876,0.780232446,0.686628697,0.834027953,0.497202539,0.818129039
LTP diff_1h_0.95_2,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.95,2,0.122571955,0.059895357,0.12590802,0.054991548,0.134763676,0.833416563,0.955004225,0.779904549,0.685872066,0.83539926,0.496128363,0.817919333
LTP diff_1h_0.8_2,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.8,2,0.121647861,0.058220645,0.129597533,0.062060815,0.152703288,0.83753389,0.954488469,0.78036838,0.687230625,0.829889924,0.499121508,0.817902258
LTP diff_1h_0.99_2,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,2,0.122770853,0.060292883,0.125035601,0.053393406,0.130221558,0.832247384,0.955032111,0.779540738,0.685089607,0.836212093,0.495229487,0.817624387
LTP diff_R_Neta_Avg_0.9_4,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.9,4,0.107351169,0.090221869,0.138625524,0.080040813,0.012663104,0.834460589,0.972414826,0.723930233,0.719025979,0.835563229,0.489660685,0.817078971
LTP diff_R_Neta_Avg_0.95_4,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.95,4,0.109310496,0.086754397,0.138347874,0.079019802,0.001165772,0.832674328,0.973042311,0.720737761,0.719260292,0.839596008,0.487844283,0.81706214
LTP diff_1h_0.8_5,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.8,5,0.127648801,0.065539501,0.143214367,0.070617818,0.085884815,0.822789949,0.958319939,0.764769279,0.685672978,0.851218414,0.494225229,0.816554112
LTP diff_R_Neta_Avg_0.99_4,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.99,4,0.110487102,0.08401622,0.138123335,0.078440876,-0.007454942,0.831119537,0.973422748,0.717374313,0.718587291,0.841936114,0.486173944,0.816488001
LTP diff_1h_0.9_4,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.9,4,0.125869689,0.068725864,0.140200196,0.070274561,0.065858833,0.82304182,0.959355319,0.762313988,0.685282444,0.852284858,0.491926431,0.816455686
LTP diff_R_Neta_Avg_0.8_4,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.8,4,0.101794219,0.09700796,0.139149542,0.083217413,0.03762447,0.837327623,0.970570787,0.726153196,0.714391409,0.823332573,0.492086108,0.814355118
LTP diff_1h_0.95_4,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.95,4,0.12586149,0.069713681,0.140116766,0.07035603,0.054702395,0.819382465,0.95924295,0.757976337,0.681890893,0.851585902,0.489440824,0.814015709
LTP diff_R_Neta_Avg_0.99_3,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.99,3,0.092951876,0.071600587,0.12441779,0.055781864,0.009575793,0.828605813,0.969514225,0.706902197,0.720157086,0.834214623,0.480085553,0.811878789
LTP diff_1h_0.99_4,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,4,0.125776265,0.070424903,0.140099675,0.070595985,0.046343575,0.816399432,0.959068437,0.754310634,0.678861847,0.850440494,0.487393887,0.811816169
LTP diff_R_Neta_Avg_0.95_3,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.95,3,0.092694025,0.075370067,0.125596223,0.058683769,0.017745319,0.829879811,0.969145252,0.708927196,0.719456828,0.831093468,0.481766437,0.811700511
LTP diff_R_Neta_Avg_0.9_3,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.9,3,0.092062876,0.08011266,0.127056888,0.06250728,0.028327107,0.831358383,0.968570981,0.710821198,0.71777848,0.82631818,0.483650129,0.810969444
LTP diff_1h_0.9_5,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.9,5,0.127902325,0.067045681,0.142690861,0.069638692,0.060521356,0.811888429,0.957481095,0.752887875,0.675823784,0.849747827,0.487525067,0.809565802
LTP diff_R_Neta_Avg_0.95_10,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.95,10,0.030751748,-0.00549315,0.147961445,0.095869481,0.007592414,0.785374388,0.96501333,0.700346902,0.737401122,0.849930577,0.475999612,0.807613264
LTP diff_R_Neta_Avg_0.8_3,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.8,3,0.089661711,0.089385139,0.129883619,0.07083049,0.050439026,0.833808766,0.966978714,0.711975251,0.711312711,0.813474113,0.486454203,0.807509911
LTP diff_1h_0.95_5,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.95,5,0.12777612,0.067536245,0.142496504,0.069524553,0.0492651,0.806004885,0.95673723,0.746077748,0.669723683,0.847059139,0.48382501,0.805120537
LTP diff_1h_0.8_10,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.8,10,0.133937415,0.068358293,0.154013803,0.073185936,0.086977338,0.793139766,0.955314,0.743079542,0.673821885,0.858135904,0.489558496,0.804698219
LTP diff_1h_norm_0.8_10,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,10,-0.287155699,-1.28E-16,0.06917318,0.130376755,0.366863443,0.80918047,0.907440724,0.771499393,0.73015941,0.794292391,0.508776196,0.802514478
LTP diff_1h_0.99_5,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,5,0.127569696,0.067810242,0.142357765,0.069563157,0.041018586,0.801183204,0.956017385,0.740356007,0.664439889,0.844123941,0.480763353,0.801224085
LTP diff_1h_norm_0.9_10,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,10,-0.296466847,-1.57E-16,0.052938219,0.103044881,0.367830369,0.808626715,0.910574187,0.764200248,0.715261171,0.793418595,0.501766043,0.798416183
LTP diff_1h_0.9_1,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.9,1,0.109046212,0.048099708,0.124974654,0.058022041,0.220881352,0.839904503,0.94936282,0.765265514,0.662058236,0.774708471,0.493697478,0.798259909
LTP diff_1h_0.95_1,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.95,1,0.108696633,0.048063283,0.123638216,0.055301951,0.219307881,0.839517519,0.949488113,0.765361359,0.661867707,0.774971433,0.493057496,0.798241226
LTP diff_1h_0.99_1,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,1,0.108418564,0.048031792,0.122607765,0.053217546,0.21807134,0.839184992,0.949556197,0.765391809,0.661637522,0.775063816,0.492529198,0.798166867
LTP diff_1h_0.8_1,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.8,1,0.109746767,0.048159937,0.127819089,0.063876014,0.224109684,0.840554582,0.948951134,0.764840496,0.662040732,0.773589526,0.494882355,0.797995294
LTP diff_R_Neta_Avg_0.99_10,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.99,10,0.015437415,-0.01868501,0.145928599,0.096582846,0.002165698,0.770312192,0.961174579,0.68197834,0.724278083,0.842108578,0.467315989,0.795970354
LTP diff_1h_norm_0.95_10,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.95,10,-0.291831578,2.09E-17,0.045412168,0.087998665,0.359999245,0.800589881,0.911310216,0.756395531,0.701775289,0.788123647,0.494622738,0.791638913
LTP diff_R_Neta_Avg_0.99_2,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.99,2,0.089256535,0.072092665,0.132400347,0.081329337,0.082860155,0.827077595,0.962698714,0.693432902,0.670618815,0.774003077,0.477390401,0.785566221
LTP diff_R_Neta_Avg_0.95_2,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.95,2,0.088524976,0.07563633,0.132757791,0.082704208,0.086748438,0.827829966,0.962424868,0.694301092,0.670489172,0.771981596,0.478319273,0.785405339
LTP diff_1h_norm_0.9_5,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,5,-0.377062488,-0.451558978,0.052165428,0.145619285,0.3371721,0.758296729,0.859935032,0.764777738,0.74206749,0.800899085,0.44548599,0.785195215
LTP diff_R_Neta_Avg_0.9_2,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.9,2,0.087452466,0.080049232,0.133205252,0.084586474,0.091715735,0.828696004,0.96200084,0.694997909,0.669865965,0.768971305,0.479343191,0.784906405
LTP diff_1h_norm_0.99_10,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.99,10,-0.28442056,-2.73E-17,0.040087023,0.076172803,0.349789194,0.790648088,0.911383351,0.748566404,0.68880107,0.7822701,0.487524226,0.784333803
LTP diff_1h_norm_0.95_5,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.95,5,-0.388851874,-0.456775222,0.050977766,0.141042723,0.335437369,0.752258715,0.860752827,0.763795176,0.740048229,0.801786962,0.443258283,0.783728382
LTP diff_1h_norm_0.8_5,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,5,-0.345597383,-0.433038062,0.054379042,0.153473778,0.335795908,0.762769412,0.857191707,0.764696488,0.741206414,0.792723046,0.447688637,0.783717414
LTP diff_R_Neta_Avg_0.8_2,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.8,2,0.084724809,0.088631713,0.134090066,0.088958642,0.101907372,0.8301057,0.960830808,0.694809068,0.666786353,0.761078833,0.480799839,0.782722152
LTP diff_1h_norm_0.99_5,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.99,5,-0.396358035,-0.458980093,0.050018815,0.137222184,0.333075109,0.74590981,0.861174795,0.762610417,0.737473298,0.80124503,0.441083263,0.78168267
LTP diff_1h_0.9_10,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.9,10,0.133593794,0.070333412,0.149694829,0.071380918,0.063712685,0.753590427,0.947635305,0.701469272,0.637548959,0.841281416,0.47073858,0.776305076
LTP diff_1h_norm_0.9_4,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,4,-0.371781415,-0.457118348,0.052834056,0.150920567,0.316086409,0.730800722,0.851631299,0.757366298,0.742859124,0.790225399,0.437289503,0.774576568
LTP diff_1h_norm_0.95_4,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.95,4,-0.3863333,-0.465828512,0.052039494,0.147461207,0.31417816,0.725350845,0.852337542,0.75624513,0.742635823,0.791795184,0.435134986,0.773672905
LTP diff_1h_norm_0.8_4,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,4,-0.337614907,-0.434139866,0.054264752,0.156658725,0.316300307,0.737242609,0.849367788,0.758054044,0.739370837,0.781692381,0.439867953,0.773145532
LTP diff_1h_norm_0.99_4,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.99,4,-0.396712823,-0.47147921,0.051384149,0.144521336,0.311948412,0.72015314,0.852733919,0.755048601,0.741663971,0.791973958,0.433105364,0.772314718
LTP diff_1h_0.95_10,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.95,10,0.132758325,0.070833187,0.1472818,0.070964775,0.054664984,0.729568327,0.941730959,0.675764048,0.614035438,0.826796412,0.459071103,0.757579037
LTP diff_1h_norm_0.95_3,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.95,3,-0.321867171,-0.468464523,-0.183303394,0.153091328,0.300777143,0.655964627,0.840004137,0.751165327,0.736669417,0.787445287,0.397038817,0.754249759
LTP diff_1h_norm_0.9_3,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,3,-0.311522789,-0.456691446,-0.179948575,0.155521819,0.301544892,0.660336775,0.839252675,0.751804044,0.735669016,0.783672958,0.399018018,0.754147094
LTP diff_1h_norm_0.99_3,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.99,3,-0.329434045,-0.477100086,-0.185839448,0.150950076,0.299637329,0.65219092,0.840453534,0.750452239,0.736870365,0.789631489,0.395249602,0.753919709
LTP diff_1h_norm_0.8_3,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,3,-0.287824404,-0.429815275,-0.172618762,0.159254029,0.300418792,0.667473995,0.836999884,0.752035277,0.730705861,0.772034997,0.401832089,0.751850003
