Fecha UTC,T_Amb_Avg,H_Relat_Avg,Rad_Glob_Avg,Rad_Par_Avg,R_Neta_Avg,VPD_Avg,Precipitaciones
2015-05-01 17:30,29.98,16.71,215,439.2,2.009,3.959,0
2015-05-01 18:00,28.9,20.43,183.1,361.1,-24.62,3.534,0
2015-05-01 18:30,27.72,23.37,151.3,295.4,-54.19,3.171,0
2015-05-01 19:00,26.35,24.65,53.77,104,-66.25,2.85,0
2015-05-01 19:30,24.32,30.59,4.863,10.06,-65.15,2.587,0
2015-05-01 20:00,22.42,35.62,0.278,0.196,-61.81,2.114,0
2015-05-01 20:30,21.16,40.06,0.285,0.123,-59.04,1.747,0
2015-05-01 21:00,20.43,45.61,0.196,0.165,-53.15,1.505,0
2015-05-01 21:30,19.56,51.37,0.134,0.113,-48.32,1.306,0
2015-05-01 22:00,18.78,55.3,0.037,0.034,-47.53,1.107,0
2015-05-01 22:30,18.7,54.86,0.05,0.029,-45.77,0.969,0
2015-05-01 23:00,18.15,55.55,0.014,0.007,-46.62,0.973,0
2015-05-01 23:30,17.88,50.62,0.017,0.007,-48.27,0.926,0
2015-05-02 0:00,17.68,48.16,0.032,0.02,-50.84,1.012,0
2015-05-02 0:30,16.83,52.45,0.004,0.004,-43.2,1.049,0
2015-05-02 1:00,15.46,60.03,0.001,0.001,-45.87,0.911,0
2015-05-02 1:30,14.75,67.25,0.001,0.001,-47.72,0.703,0
2015-05-02 2:00,14.13,72.15,0.001,0,-47.9,0.549,0
2015-05-02 2:30,13.14,78.21,0,0,-49.52,0.449,0
2015-05-02 3:00,12.74,80.7,0,0,-50.5,0.33,0
2015-05-02 3:30,12.84,78.35,0,0,-49.97,0.284,0
2015-05-02 4:00,12.58,78.79,0,0,-48.38,0.321,0
2015-05-02 4:30,12.72,77.42,0,0,-48.14,0.309,0
2015-05-02 5:00,12.81,76.69,0,0,-46.37,0.332,0
2015-05-02 5:30,12.74,76.4,1.437,1.847,-37.41,0.345,0
2015-05-02 6:00,13.07,74.72,15.41,29.59,-0.806,0.347,0
2015-05-02 6:30,13.86,72.18,61.37,110.8,68.53,0.38,0
2015-05-02 7:00,15.28,66.71,137.1,241.4,214.7,0.441,0
2015-05-02 7:30,18.74,54.95,304.9,521.2,300.3,0.579,0
2015-05-02 8:00,21.22,47.8,417,730.5,356.5,0.979,0
2015-05-02 8:30,23.83,41.37,505,905,445.5,1.318,0
2015-05-02 9:00,25.21,38.19,621.9,1127,501.8,1.733,0
2015-05-02 9:30,25.98,37.24,710,1301,541.6,1.983,0
2015-05-02 10:00,27.49,34.44,795.6,1472,567.7,2.108,0
2015-05-02 10:30,28.73,30.44,868,1618,584.8,2.409,0
2015-05-02 11:00,29.66,27.59,924,1733,575,2.744,0
2015-05-02 11:30,29.83,24.8,967,1824,572.5,3.013,0
2015-05-02 12:00,30.42,23.01,993,1889,558.9,3.161,0
2015-05-02 12:30,31.06,22.17,1002,1919,547.9,3.346,0
2015-05-02 13:00,31.61,20.17,1002,1930,521.7,3.51,0
2015-05-02 13:30,31.91,18.91,984,1907,494.1,3.715,0
2015-05-02 14:00,32.35,17.27,950,1852,445.7,3.837,0
2015-05-02 14:30,32.78,17.79,899,1745,385.7,4.013,0
2015-05-02 15:00,32.59,19,828,1638,323.1,4.086,0
2015-05-02 15:30,32.38,20.53,743.4,1482,266.4,3.982,0
2015-05-02 16:00,32.4,19.29,670.4,1343,185.2,3.862,0
2015-05-02 16:30,32.16,18.22,557.7,1127,105.9,3.927,0
2015-05-02 17:00,31.53,17.44,438.5,893,48.57,3.924,0
2015-05-02 17:30,31.09,18.29,383.4,781.8,-23.29,3.822,0
2015-05-02 18:00,30.03,20.83,266.4,549.8,-64.17,3.691,0
2015-05-02 18:30,28.66,22.29,138.2,291.5,-76.39,3.366,0
2015-05-02 19:00,26.92,23.32,33.57,75.86,-80.6,3.052,0
2015-05-02 19:30,25.28,26.22,3.83,9.29,-80.7,2.723,0
2015-05-02 20:00,23.85,31.96,0.175,0.212,-79.45,2.377,0
2015-05-02 20:30,22.47,37.38,0.131,0.168,-79.17,2.013,0
2015-05-02 21:00,21.15,43.14,0.116,0.22,-71.33,1.705,0
2015-05-02 21:30,19,51.77,0.027,0.11,-70.72,1.428,0
2015-05-02 22:00,17.86,57.37,0.004,0.023,-70.52,1.062,0
2015-05-02 22:30,18.05,59.22,0.004,0.015,-70.24,0.872,0
2015-05-02 23:00,18.3,54.81,0.001,0.003,-69.15,0.844,0
2015-05-02 23:30,18.28,51.89,0,0.003,-66.19,0.95,0
2015-05-03 0:00,17.82,52.44,0,0.003,-58.78,1.01,0
2015-05-03 0:30,17.02,55.62,0,0.001,-53.5,0.97,0
2015-05-03 1:00,16.34,58.8,0,0,-47.56,0.862,0
2015-05-03 1:30,16.13,59.35,0,0,-43.19,0.765,0
2015-05-03 2:00,15.52,62.6,0,0,-33.23,0.745,0
2015-05-03 2:30,15.04,67.17,0,0,-30.21,0.66,0
2015-05-03 3:00,15.81,63.35,0,0,-39.47,0.561,0
2015-05-03 3:30,16.19,61.76,0,0,-43.32,0.659,0
2015-05-03 4:00,15.65,65.11,0,0,-43.33,0.703,0
2015-05-03 4:30,15.37,68.12,0,0,-54.96,0.62,0
2015-05-03 5:00,14.21,74,0,0,-56.58,0.557,0
2015-05-03 5:30,13.2,77.66,0.912,2.12,-31.96,0.421,0
2015-05-03 6:00,12.65,80.2,21.46,38.56,43.66,0.339,0
2015-05-03 6:30,14.5,81.6,103.7,160.8,-14.34,0.29,0
2015-05-03 7:00,16,70.34,54.28,120.4,227.4,0.307,0
2015-05-03 7:30,18.44,63.16,344.4,591.7,307.3,0.539,0
2015-05-03 8:00,20.55,55.33,446.8,785.2,232.2,0.805,0
2015-05-03 8:30,22.62,50.81,378.1,698.1,234.3,1.081,0
2015-05-03 9:00,22.68,48.65,398.7,754.5,318.9,1.352,0
2015-05-03 9:30,23.49,46.45,518.4,981,307.5,1.414,0
2015-05-03 10:00,23.92,43.53,511.1,964,501.9,1.552,0
2015-05-03 10:30,26.47,38.58,788.2,1480,333,1.677,0
2015-05-03 11:00,26.66,35.41,578.4,1091,205.5,2.127,0
2015-05-03 11:30,25.92,39.04,395.6,756.1,313,2.259,0
2015-05-03 12:00,26.6,35.44,550,1057,600.1,2.039,0
2015-05-03 12:30,27.8,28.95,1018,1937,241.5,2.249,0
2015-05-03 13:00,28.15,19.77,465.6,882,226.1,2.656,0
2015-05-03 13:30,28.05,24.81,444.3,837,164.7,3.059,0
2015-05-03 14:00,27.93,26.68,346.4,650.5,277.1,2.851,0
2015-05-03 14:30,28.49,26.67,543.1,1059,347.3,2.76,0
2015-05-03 15:00,29.7,20.52,694.4,1354,318.6,2.851,0
2015-05-03 15:30,30.35,19.32,677.9,1329,178.5,3.317,0
2015-05-03 16:00,29.64,21.58,420.8,834,84.6,3.496,0
2015-05-03 16:30,29.59,22.56,231.1,455.4,56.99,3.261,0
2015-05-03 17:00,28.87,26.57,181.7,349.2,46.73,3.209,0
2015-05-03 17:30,27.75,27.99,174.2,336.9,5.827,2.92,0
2015-05-03 18:00,26.73,29.37,106,207.5,-19.32,2.684,0
2015-05-03 18:30,25.71,29.95,49.15,93.5,-31.32,2.478,0
2015-05-03 19:00,24.18,32.76,18.27,32.73,-40.33,2.315,0
2015-05-03 19:30,23.01,36.54,2.551,5.325,-42.72,2.028,0
2015-05-03 20:00,22.1,40.65,0.134,0.235,-37.62,1.785,0
2015-05-03 20:30,21.42,42.27,0.009,0.19,-35.64,1.578,0
2015-05-03 21:00,20.59,44,0.003,0.143,-33.45,1.473,0
2015-05-03 21:30,19.94,46.12,0.002,0.078,-32.91,1.357,0
2015-05-03 22:00,19.51,49.25,0.002,0.091,-35.44,1.255,0
2015-05-03 22:30,18.89,54.54,0.002,0.044,-35.18,1.15,0
2015-05-03 23:00,18.64,56.65,0,0.036,-33.19,0.992,0
2015-05-03 23:30,18.29,60.1,0,0.02,-35.26,0.931,0
2015-05-04 0:00,18.07,61.31,0,0.001,-35.49,0.838,0
2015-05-04 0:30,17.96,62.99,0,0.003,-34,0.802,0
2015-05-04 1:00,17.56,66.48,0,0.001,-44.85,0.761,0
2015-05-04 1:30,17.3,70.08,0,0.002,-53.24,0.673,0
2015-05-04 2:00,16.89,75.66,0,0.004,-39.42,0.591,0
2015-05-04 2:30,16.77,81.1,0,0,-44.84,0.468,0
2015-05-04 3:00,16.44,83.3,0,0,-64.82,0.361,0
2015-05-04 3:30,15.74,85.2,0,0.001,-51.6,0.313,0
2015-05-04 4:00,15.3,87.2,0,0,-36.71,0.265,0
2015-05-04 4:30,15.77,88.6,0,0,-47.58,0.223,0
2015-05-04 5:00,16,88.5,0,0,-46.91,0.204,0
2015-05-04 5:30,15.57,88.6,0.533,1.176,-26.29,0.208,0
2015-05-04 6:00,15.27,88.5,10.49,19.48,-1.801,0.201,0
2015-05-04 6:30,15.46,86.8,50.75,91,18.08,0.199,0
2015-05-04 7:00,16.23,83.6,82.5,151,32.01,0.231,0
2015-05-04 7:30,17.04,78.45,105.6,195.2,77.28,0.302,0
2015-05-04 8:00,17.76,71.93,176.3,335.8,181.6,0.419,0
2015-05-04 8:30,18.94,67.12,317.1,601.4,302.7,0.571,0
2015-05-04 9:00,19.89,64.26,486.3,896,326.8,0.72,0
2015-05-04 9:30,21.12,56.04,516.8,976,303.6,0.83,0
2015-05-04 10:00,21.75,52.14,512,976,387.3,1.103,0
2015-05-04 10:30,22.48,48.91,638.5,1215,529.1,1.246,0
2015-05-04 11:00,23.41,43.9,865,1647,472.6,1.391,0
2015-05-04 11:30,24.37,36.08,820,1581,560.5,1.617,0
2015-05-04 12:00,24.96,39.61,990,1902,507.5,1.949,0
2015-05-04 12:30,25.5,39.62,921,1790,476.1,1.908,0
2015-05-04 13:00,25.69,32.46,908,1763,494.4,1.972,0
2015-05-04 13:30,25.64,32.39,951,1858,475.9,2.229,0
2015-05-04 14:00,25.67,28.6,948,1861,428.1,2.225,0
2015-05-04 14:30,25.17,33.83,883,1755,350.7,2.353,0
2015-05-04 15:00,24.48,42.36,749.3,1497,270.8,2.117,0
2015-05-04 15:30,23.76,49.87,604.9,1226,72.2,1.773,0
2015-05-04 16:00,22.28,57.56,168.5,339.4,14.56,1.475,0
2015-05-04 16:30,21.17,63.81,59.62,122.7,-39.72,1.143,0
2015-05-04 17:00,19.57,76.27,33,70.22,-14.79,0.91,0
2015-05-04 17:30,18.15,87.3,24.91,51.74,-4.283,0.548,0
2015-05-04 18:00,17.85,90.3,20.71,42.78,-11.83,0.266,0.198
2015-05-04 18:30,17.89,90.8,8.85,17.92,-23.22,0.199,0.198
2015-05-04 19:00,17.95,90.5,4.341,8.35,-22.37,0.189,0
2015-05-04 19:30,17.78,87.5,2.127,4.013,-25.63,0.196,0
2015-05-04 20:00,17.99,84.1,0.075,0.126,-38.88,0.253,0.198
2015-05-04 20:30,17.74,79.51,0,0,-43.14,0.328,0
2015-05-04 21:00,17.39,77.18,0,0,-37.29,0.415,0
2015-05-04 21:30,17.14,77.65,0,0,-34.69,0.453,0
2015-05-04 22:00,17.09,77.27,0,0,-35.87,0.437,0
2015-05-04 22:30,16.88,78.57,0,0,-30.06,0.443,0
2015-05-04 23:00,16.69,80.3,0,0,-37.56,0.412,0
2015-05-04 23:30,16.44,82,0,0,-34.44,0.373,0
2015-05-05 0:00,16.08,83.4,0,0,-34.48,0.336,0
2015-05-05 0:30,15.89,83.8,0,0,-26.97,0.304,0
2015-05-05 1:00,15.79,84.8,0,0,-26.25,0.293,0
2015-05-05 1:30,15.72,85.7,0,0,-25.53,0.273,0
2015-05-05 2:00,15.66,85.7,0,0,-28.01,0.255,0
2015-05-05 2:30,15.64,83.7,0,0,-29.96,0.254,0
2015-05-05 3:00,15.6,82.5,0,0,-30.54,0.29,0
2015-05-05 3:30,15.45,80.6,0,0,-33.54,0.31,0
2015-05-05 4:00,15.17,80.9,0,0,-36.44,0.341,0
2015-05-05 4:30,14.72,81.9,0,0,-37.71,0.328,0
2015-05-05 5:00,14.31,83.4,0,0,-38.66,0.302,0
2015-05-05 5:30,13.91,84.6,0.363,0.966,-32.46,0.27,0
2015-05-05 6:00,13.65,86.5,7.024,13.37,-15.5,0.244,0
2015-05-05 6:30,13.71,87.4,36.39,68.79,7.175,0.211,0
2015-05-05 7:00,14.06,87.2,77.95,149.1,50.17,0.198,0
2015-05-05 7:30,14.85,83.7,146,277.6,109.6,0.205,0
2015-05-05 8:00,16.31,76.73,226.2,426.4,126.3,0.275,0
2015-05-05 8:30,17.06,70.03,239.6,448.7,248.9,0.433,0
2015-05-05 9:00,18.26,64.21,390.5,711.2,369.7,0.583,0
2015-05-05 9:30,19.61,57.92,562.6,1027,550,0.752,0
2015-05-05 10:00,21.22,52.09,811,1482,376.8,0.961,0
2015-05-05 10:30,21.31,49.82,596.7,1120,505,1.209,0
2015-05-05 11:00,21.22,48.84,797.6,1504,483.8,1.276,0
2015-05-05 11:30,22.53,41.76,802,1525,438.4,1.291,0
2015-05-05 12:00,22.2,43.26,750,1435,586.2,1.59,0
2015-05-05 12:30,23.13,39.41,992,1897,480,1.52,0
2015-05-05 13:00,23.38,37.18,853,1642,360.7,1.716,0
2015-05-05 13:30,22.82,38.79,679.3,1330,424.7,1.805,0
2015-05-05 14:00,24.41,35.79,789.5,1559,366.8,1.701,0
2015-05-05 14:30,24.4,33.18,717.4,1420,416.1,1.965,0
2015-05-05 15:00,24.52,33.27,841,1668,280.7,2.043,0
2015-05-05 15:30,24.65,32.05,633.4,1274,284.4,2.056,0
2015-05-05 16:00,25.07,29.87,678.8,1372,220.5,2.11,0
2015-05-05 16:30,25.28,29.19,601.1,1222,139.8,2.231,0
2015-05-05 17:00,25.15,29.11,494.7,1016,50.74,2.28,0
2015-05-05 17:30,24.58,32.23,380.7,791.2,-20.11,2.266,0
2015-05-05 18:00,22.73,41.7,259.3,547.7,-56.8,2.096,0
2015-05-05 18:30,21.6,45.67,154.5,331.4,-67.79,1.612,0
2015-05-05 19:00,20.58,49.06,65.66,143.6,-69.36,1.402,0
2015-05-05 19:30,19.49,51.82,9.36,21.3,-72.47,1.234,0
2015-05-05 20:00,18.37,55.16,0.246,0.474,-70.58,1.092,0
2015-05-05 20:30,17.5,58.53,0,0,-69.39,0.947,0
2015-05-05 21:00,16.77,61.76,0,0,-69.48,0.829,0
2015-05-05 21:30,16.02,64.73,0,0,-69.25,0.73,0
2015-05-05 22:00,15.22,68.12,0,0,-68.46,0.642,0
2015-05-05 22:30,14.46,71.64,0,0,-66.76,0.551,0
2015-05-05 23:00,13.53,76.62,0,0,-67.71,0.467,0
2015-05-05 23:30,13.18,80.2,0,0,-66.8,0.363,0
2015-05-06 0:00,13.06,81.9,0,0,-65.77,0.3,0
2015-05-06 0:30,13.09,82.6,0,0,-60.1,0.272,0
2015-05-06 1:00,12.8,83.4,0,0,-63.44,0.262,0
2015-05-06 1:30,12.29,85,0,0,-68.51,0.245,0
2015-05-06 2:00,11.52,86,0,0,-68.26,0.215,0
2015-05-06 2:30,10.36,87.2,0,0,-67.29,0.191,0
2015-05-06 3:00,9.72,88.4,0,0,-66.84,0.161,0
2015-05-06 3:30,9.3,89.3,0,0,-65.13,0.139,0
2015-05-06 4:00,8.82,89.6,0,0,-62.35,0.126,0
2015-05-06 4:30,8.34,89.8,0,0,-64.55,0.118,0
2015-05-06 5:00,8.14,90.4,0,0,-63.59,0.112,0
2015-05-06 5:30,8.11,90.7,1.971,3.699,-27.45,0.104,0
2015-05-06 6:00,8.19,91.1,27.82,44.58,47.89,0.101,0
2015-05-06 6:30,10.76,91.9,104.3,158.3,126.1,0.097,0
2015-05-06 7:00,13.07,89.3,198.3,316.8,215.1,0.105,0
2015-05-06 7:30,15.07,76.1,313.4,511.5,298.1,0.162,0
2015-05-06 8:00,17.55,56.7,428.7,719.1,368.4,0.417,0
2015-05-06 8:30,18.78,49.47,524.3,907,425.7,0.871,0
2015-05-06 9:00,19.49,46.07,614,1089,503.4,1.096,0
2015-05-06 9:30,20.37,42.42,722.5,1301,545.5,1.223,0
2015-05-06 10:00,21.75,37.39,812,1486,584.5,1.378,0
2015-05-06 10:30,22.28,34.37,884,1639,606.1,1.63,0
2015-05-06 11:00,22.83,32.15,939,1761,607.9,1.765,0
2015-05-06 11:30,23.76,30.56,981,1856,618.3,1.887,0
2015-05-06 12:00,24.24,28.21,1012,1927,610.7,2.042,0
2015-05-06 12:30,24.86,27.08,1023,1962,588.6,2.173,0
2015-05-06 13:00,25.9,25.77,1020,1968,560.2,2.291,0
2015-05-06 13:30,26.57,24.03,1002,1945,530.7,2.481,0
2015-05-06 14:00,26.7,21.97,964,1883,481.7,2.642,0
2015-05-06 14:30,27.69,21.15,922,1813,423.1,2.734,0
2015-05-06 15:00,28.3,19.04,856,1693,364,2.927,0
2015-05-06 15:30,28.3,18.18,784.5,1562,280.8,3.115,0
2015-05-06 16:00,28.7,17.84,678.4,1363,200.4,3.148,0
2015-05-06 16:30,28.49,15.48,561.4,1134,114.3,3.235,0
2015-05-06 17:00,27.9,16.38,434.9,887,48.22,3.288,0
2015-05-06 17:30,28.3,16.9,363.6,743.5,-14.96,3.142,0
2015-05-06 18:00,27.69,18.77,231.9,476.9,-47.74,3.197,0
2015-05-06 18:30,26.93,20.83,128.7,265.2,-64.19,3.015,0
2015-05-06 19:00,26.24,28.31,71.54,144.5,-70.9,2.811,0
2015-05-06 19:30,22.84,31.28,10.94,23.94,-67.02,2.445,0
2015-05-06 20:00,19.56,37.07,0.197,0.542,-60.69,1.92,0
2015-05-06 20:30,17.27,50.96,0,0.056,-60.97,1.432,0
2015-05-06 21:00,15.37,57.91,0,0.004,-65.72,0.973,0
2015-05-06 21:30,16.33,50.24,0,0.004,-66.41,0.736,0
2015-05-06 22:00,16.22,54.87,0,0,-69.47,0.924,0
2015-05-06 22:30,16.23,54.26,0,0,-66.83,0.832,0
2015-05-06 23:00,15.34,58.99,0,0,-62.65,0.844,0
2015-05-06 23:30,13.64,66.13,0,0,-60.67,0.715,0
2015-05-07 0:00,12.39,73.57,0,0,-58.94,0.531,0
2015-05-07 0:30,11.37,78.47,0,0,-60.71,0.381,0
2015-05-07 1:00,12.44,75.59,0,0,-62.24,0.29,0
2015-05-07 1:30,12.86,71.39,0,0,-61.27,0.353,0
2015-05-07 2:00,12.22,73.21,0,0,-61.69,0.424,0
2015-05-07 2:30,10.57,78.75,0,0,-60.2,0.381,0
2015-05-07 3:00,9.52,81.4,0,0,-59.25,0.272,0
2015-05-07 3:30,9.17,82.6,0,0,-62.1,0.221,0
2015-05-07 4:00,9.01,83,0,0,-62.49,0.202,0
2015-05-07 4:30,8.76,83.2,0,0,-57.52,0.195,0
2015-05-07 5:00,8.19,84.2,0,0,-56.29,0.19,0
2015-05-07 5:30,8.12,85.6,1.678,3.769,-33.93,0.172,0
2015-05-07 6:00,8.17,85.6,18.64,37.55,49.12,0.156,0
2015-05-07 6:30,10.58,79.91,105.8,164.1,141.8,0.157,0
2015-05-07 7:00,14.18,61.69,216.8,347.9,226.2,0.262,0
2015-05-07 7:30,16.3,55.7,325.5,547.7,302.3,0.621,0
2015-05-07 8:00,19.14,48.97,434.1,756.4,374.4,0.823,0
2015-05-07 8:30,21.84,42.39,539.6,964,434.2,1.138,0
2015-05-07 9:00,23.87,37.21,640.9,1166,486.2,1.51,0
2015-05-07 9:30,24.23,33.4,731.8,1351,527.4,1.859,0
2015-05-07 10:00,24.88,30.16,814,1519,554.9,2.016,0
2015-05-07 10:30,25.62,28.27,883,1662,577.5,2.197,0
2015-05-07 11:00,26.79,26.99,935,1770,579.6,2.359,0
2015-05-07 11:30,27.22,26.4,973,1852,581.3,2.57,0
2015-05-07 12:00,27.56,23.46,1006,1930,574.1,2.658,0
2015-05-07 12:30,28.29,21.98,1020,1968,554.4,2.82,0
2015-05-07 13:00,28.92,21.47,1017,1973,527.9,3.002,0
2015-05-07 13:30,29.31,21.51,994,1940,486.1,3.132,0
2015-05-07 14:00,29.76,20.59,966,1898,444.6,3.202,0
2015-05-07 14:30,30.42,19.74,913,1810,383.4,3.324,0
2015-05-07 15:00,30.77,17.81,853,1701,325.8,3.489,0
2015-05-07 15:30,30.6,17.82,775.8,1561,270.7,3.645,0
2015-05-07 16:00,29.69,25.76,684,1395,203.1,3.608,0
2015-05-07 16:30,29.17,27.4,587.7,1212,119.8,3.095,0
2015-05-07 17:00,28.5,28.69,465.9,974,26.48,2.937,0
2015-05-07 17:30,27.34,31.15,320,684.1,-22.4,2.776,0
2015-05-07 18:00,26.12,34.35,263.7,562.3,-56.34,2.504,0
2015-05-07 18:30,24.08,44.41,159.8,344.2,-67.43,2.224,0
2015-05-07 19:00,22.48,49.86,68.05,147.9,-69.95,1.671,0
2015-05-07 19:30,21.2,54.53,10.12,24.17,-72.37,1.365,0
2015-05-07 20:00,20.33,56.52,0.329,0.66,-73.78,1.145,0
2015-05-07 20:30,19.42,60.01,0,0.137,-74.12,1.037,0
2015-05-07 21:00,18.5,60.41,0,0.042,-74.56,0.902,0
2015-05-07 21:30,17.64,64.05,0,0.01,-73.72,0.843,0
2015-05-07 22:00,16.93,70.84,0,0.003,-73.39,0.726,0
2015-05-07 22:30,16.35,76.17,0,0,-71.9,0.563,0
2015-05-07 23:00,15.84,79.37,0,0,-68.36,0.443,0
2015-05-07 23:30,15.27,81.6,0,0,-66.39,0.371,0
2015-05-08 0:00,14.88,84.1,0,0,-69.37,0.32,0
2015-05-08 0:30,14.8,85.3,0,0,-70.98,0.269,0
2015-05-08 1:00,14.58,86.3,0,0,-58.72,0.248,0
2015-05-08 1:30,14.3,87.5,0,0,-48.36,0.227,0
2015-05-08 2:00,14.55,87.7,0,0,-63.79,0.203,0
2015-05-08 2:30,14.24,88.3,0,0,-43.01,0.203,0
2015-05-08 3:00,14.22,89.2,0,0,-64.3,0.19,0
2015-05-08 3:30,14.07,89.3,0,0,-61.92,0.176,0
2015-05-08 4:00,13.72,89.9,0,0,-41.14,0.172,0
2015-05-08 4:30,13.63,90.5,0,0,-13.61,0.158,0
2015-05-08 5:00,14.32,90.3,0,0.006,-13.76,0.147,0
2015-05-08 5:30,14.79,88.6,1.695,3.564,-30.05,0.158,0
2015-05-08 6:00,14.63,88.1,23.39,45.81,45.29,0.191,0
2015-05-08 6:30,15.07,88,101.1,169.2,103.1,0.199,0
2015-05-08 7:00,16.55,81.4,183.8,309.7,200.6,0.206,0
2015-05-08 7:30,17.64,74.15,310.6,528.6,285.4,0.351,0
2015-05-08 8:00,18.96,68.88,421.9,738.1,259,0.523,0
2015-05-08 8:30,19.45,66.79,395.1,729.4,206.2,0.683,0
2015-05-08 9:00,19.47,66.39,335.9,633.8,152,0.75,0
2015-05-08 9:30,19.49,65.13,265.7,511,431.4,0.761,0
2015-05-08 10:00,21.02,59.64,659.8,1246,380.6,0.79,0
2015-05-08 10:30,21.75,55.98,609.6,1163,640.8,1.006,0
2015-05-08 11:00,22.85,50.64,1003,1891,398.1,1.146,0
2015-05-08 11:30,23.93,47.35,660.8,1266,513.1,1.375,0
2015-05-08 12:00,23.66,47.41,844,1624,300.6,1.566,0
2015-05-08 12:30,23.54,47.36,536.1,1042,450.3,1.537,0
2015-05-08 13:00,24.41,43.68,778.7,1508,195.4,1.529,0
2015-05-08 13:30,24.35,44.09,375.3,737.8,263.4,1.723,0
2015-05-08 14:00,24.42,43.49,515.9,1030,224.5,1.704,0
2015-05-08 14:30,25.16,41.45,457.8,912,299.2,1.73,0
2015-05-08 15:00,25.73,40.93,573.4,1136,168.3,1.873,0
2015-05-08 15:30,25.34,40.86,384.1,775.4,318,1.956,0
2015-05-08 16:00,27.79,33.75,692.6,1389,141.3,1.912,0
2015-05-08 16:30,27.21,35.31,411.1,860,151.2,2.475,0
2015-05-08 17:00,27.95,32.99,488.1,1011,59.15,2.338,0
2015-05-08 17:30,28.08,32.36,375.3,784.7,-15.26,2.526,0
2015-05-08 18:00,27.2,33.32,251.8,531.8,-48.85,2.57,0
2015-05-08 18:30,25.72,39.65,159.1,341.5,-56.86,2.406,0
2015-05-08 19:00,23.58,52.17,66.2,143.1,-61.36,2.001,0
2015-05-08 19:30,22.01,58.11,10.55,23.7,-64.13,1.393,0
2015-05-08 20:00,20.89,62.21,0.387,0.78,-62.59,1.109,0
2015-05-08 20:30,19.98,64.98,0.001,0.168,-62.11,0.934,0
2015-05-08 21:00,19.1,66.69,0.001,0.076,-60.85,0.818,0
2015-05-08 21:30,18.13,69.4,0,0.043,-59.01,0.736,0
2015-05-08 22:00,17.18,73.74,0,0.014,-57.85,0.637,0
2015-05-08 22:30,16.58,76.6,0,0,-59.11,0.515,0
2015-05-08 23:00,16.3,77.69,0,0,-58.51,0.441,0
2015-05-08 23:30,16.11,78.15,0,0,-59.25,0.413,0
2015-05-09 0:00,15.48,80.7,0,0,-61.1,0.4,0
2015-05-09 0:30,14.92,83.7,0,0,-58.64,0.34,0
2015-05-09 1:00,13.97,85.7,0,0,-59.03,0.276,0
2015-05-09 1:30,13.01,87.3,0,0,-56.8,0.228,0
2015-05-09 2:00,12.35,88.1,0,0,-57.72,0.19,0
