Fecha UTC,T_Amb_Avg,H_Relat_Avg,Rad_Glob_Avg,Rad_Par_Avg,R_Neta_Avg,VPD_Avg,Precipitaciones
2015-08-03 0:30,25.59,69.8,0,0,-45.64,1.037,0
2015-08-03 1:00,25.35,70.83,0,0.001,-44.32,0.991,0
2015-08-03 1:30,25.04,71.72,0,0.001,-42.8,0.943,0
2015-08-03 2:00,24.49,73.5,0,0.003,-39.43,0.898,0
2015-08-03 2:30,23.92,75.6,0.002,0.008,-41.22,0.814,0
2015-08-03 3:00,24.09,75.27,0.001,0.016,-42.95,0.725,0
2015-08-03 3:30,23.85,75.33,0.001,0.011,-41.29,0.742,0
2015-08-03 4:00,23.46,76.59,0.004,0.018,-38.31,0.729,0
2015-08-03 4:30,23.11,78.3,0.004,0.017,-36.81,0.676,0
2015-08-03 5:00,22.96,79.5,0.005,0.032,-30.32,0.613,0
2015-08-03 5:30,23.17,78.97,0.574,1.298,-23.3,0.574,0
2015-08-03 6:00,23.5,78.24,8.35,18.56,-0.962,0.597,0
2015-08-03 6:30,23.74,77.79,46.88,92.8,46.74,0.63,0
2015-08-03 7:00,24.62,75.52,109.7,212.5,70.36,0.652,0
2015-08-03 7:30,25.44,72.37,153.3,309.1,163.5,0.759,0
2015-08-03 8:00,26.57,68.15,275.2,536.3,261.4,0.899,0
2015-08-03 8:30,27.7,63.82,406.2,782.5,334.4,1.108,0
2015-08-03 9:00,28.69,60.23,503,971,422.3,1.345,0
2015-08-03 9:30,30.25,54.01,622.7,1209,466.3,1.567,0
2015-08-03 10:00,31.54,49.39,699.2,1369,507.7,1.982,0
2015-08-03 10:30,31.25,49.87,792,1561,444.6,2.346,0
2015-08-03 11:00,31.49,48.94,723.2,1450,514.1,2.284,0
2015-08-03 11:30,31.34,50.37,861,1723,533.1,2.362,0
2015-08-03 12:00,31.41,50.29,902,1819,522,2.273,0
2015-08-03 12:30,31.76,51.11,916,1859,501.7,2.287,0
2015-08-03 13:00,31.15,54.63,926,1885,356.5,2.295,0
2015-08-03 13:30,30.33,57.05,678.8,1409,377.8,2.058,0
2015-08-03 14:00,30.97,55.36,740.3,1531,358,1.859,0
2015-08-03 14:30,30.51,56.08,704.5,1457,318.5,2.003,0
2015-08-03 15:00,30.17,56.26,635.5,1310,240,1.92,0
2015-08-03 15:30,29.85,55.81,530.2,1124,275,1.874,0
2015-08-03 16:00,30.49,52.85,633.4,1343,210.1,1.861,0
2015-08-03 16:30,29.93,53.04,548.2,1183,142.2,2.058,0
2015-08-03 17:00,29.24,52.14,458,998,74.17,1.986,0
2015-08-03 17:30,28.63,51.31,362.1,797,18.48,1.944,0
2015-08-03 18:00,27.9,53.48,258.3,573.2,-17.21,1.909,0
2015-08-03 18:30,27.27,53.99,166.3,370,-35.06,1.748,0
2015-08-03 19:00,26.79,55.34,77.56,165.6,-45.52,1.667,0
2015-08-03 19:30,26.16,57.83,25,48.53,-50.58,1.573,0
2015-08-03 20:00,24.9,68.83,1.965,3.428,-50.81,1.433,0
2015-08-03 20:30,23.7,76.03,0,0.009,-51.02,0.983,0
2015-08-03 21:00,22.68,79.85,0,0.002,-51.29,0.703,0
2015-08-03 21:30,22.08,82.4,0,0.018,-33.03,0.555,0
2015-08-03 22:00,22.08,83.6,0.002,0.024,-21.53,0.467,0
2015-08-03 22:30,22.33,81.3,0.006,0.029,-44.76,0.437,0
2015-08-03 23:00,22.25,78.82,0.003,0.03,-40.2,0.503,0
2015-08-03 23:30,22.01,80.4,0.003,0.031,-19.74,0.569,0
2015-08-04 0:00,22.15,80.5,0.004,0.033,-16.54,0.518,0
2015-08-04 0:30,22.28,79.57,0.009,0.074,-13.4,0.519,0
2015-08-04 1:00,22.3,79.19,0.006,0.023,-14.31,0.549,0
2015-08-04 1:30,22.19,79.18,0.005,0.025,-12.41,0.56,0
2015-08-04 2:00,22.08,79.63,0.003,0.011,-13.52,0.557,0
2015-08-04 2:30,22.06,79.06,0.002,0.011,-14.73,0.541,0
2015-08-04 3:00,22.11,78.46,0.003,0.013,-17.35,0.555,0
2015-08-04 3:30,22.1,76.31,0.004,0.02,-31.24,0.573,0
2015-08-04 4:00,22.1,75.23,0.005,0.046,-60.8,0.63,0
2015-08-04 4:30,21.63,77.05,0.002,0.043,-58.57,0.659,0
2015-08-04 5:00,20.4,79.92,0.013,0.092,-55.96,0.594,0
2015-08-04 5:30,19.3,82.8,0.852,1.733,-44.61,0.482,0
2015-08-04 6:00,18.73,85.1,14.4,30.35,0.473,0.385,0
2015-08-04 6:30,19.17,87.2,56.53,106.8,35.91,0.323,0
2015-08-04 7:00,20.35,87,104.4,203,115.7,0.284,0
2015-08-04 7:30,21.87,81.5,209.2,387.1,248.8,0.31,0
2015-08-04 8:00,23.69,70.53,379.3,677.3,299.9,0.486,0
2015-08-04 8:30,24.87,65.02,451.1,828,398.1,0.865,0
2015-08-04 9:00,26.93,58.23,583.3,1083,456.6,1.102,0
2015-08-04 9:30,27.72,54.27,672.5,1270,489.8,1.489,0
2015-08-04 10:00,27.85,53.57,751.4,1435,523.4,1.701,0
2015-08-04 10:30,28.52,49.77,826,1591,549.7,1.741,0
2015-08-04 11:00,29.16,45.62,888,1721,566.1,1.96,0
2015-08-04 11:30,30.24,41.36,933,1823,566.3,2.199,0
2015-08-04 12:00,30.88,39.24,961,1892,560.6,2.53,0
2015-08-04 12:30,32.1,35.69,978,1939,543.3,2.713,0
2015-08-04 13:00,33.15,34.78,981,1955,533.6,3.077,0
2015-08-04 13:30,34.63,31.27,965,1934,504.1,3.312,0
2015-08-04 14:00,35.37,28.7,934,1882,459.1,3.789,0
2015-08-04 14:30,35.85,26.35,895,1814,405.9,4.092,0
2015-08-04 15:00,36.86,24.01,842,1716,344.6,4.341,0
2015-08-04 15:30,36.97,22.32,773.1,1588,284,4.735,0
2015-08-04 16:00,36.98,20.92,693.3,1437,213.6,4.868,0
2015-08-04 16:30,36.2,24.17,606.5,1270,140.1,4.957,0
2015-08-04 17:00,35.95,23.2,509.2,1078,54.84,4.557,0
2015-08-04 17:30,35.71,21.41,404.8,865,-16.4,4.55,0
2015-08-04 18:00,34.81,25.78,300.8,651.9,-60.66,4.595,0
2015-08-04 18:30,32.3,40.02,196.2,431.8,-74.47,4.14,0
2015-08-04 19:00,30.5,43.34,101,219.6,-74.25,2.904,0
2015-08-04 19:30,29.16,44.68,25.99,59.31,-74.14,2.476,0
2015-08-04 20:00,27.76,49.35,1.74,3.353,-73.29,2.237,0
2015-08-04 20:30,26.37,53.46,0,0,-70.71,1.889,0
2015-08-04 21:00,25.7,53.87,0,0,-68.4,1.6,0
2015-08-04 21:30,25,56.73,0,0.001,-65.26,1.523,0
2015-08-04 22:00,24.18,60.51,0,0,-63.82,1.37,0
2015-08-04 22:30,23.78,60.41,0,0.003,-62.08,1.191,0
2015-08-04 23:00,23.52,60.85,0,0.002,-60.11,1.166,0
2015-08-04 23:30,23.5,59.51,0.001,0.003,-60.54,1.135,0
2015-08-05 0:00,23.58,58.31,0.001,0.003,-59.48,1.172,0
2015-08-05 0:30,23.65,57.42,0.003,0.01,-60.06,1.213,0
2015-08-05 1:00,23.37,57.23,0.001,0.008,-60.08,1.244,0
2015-08-05 1:30,22.82,58.93,0.003,0.01,-60.21,1.228,0
2015-08-05 2:00,22.5,60.45,0.004,0.049,-60.08,1.141,0
2015-08-05 2:30,22.55,60.78,0.008,0.107,-59.3,1.078,0
2015-08-05 3:00,21.68,64.47,0.004,0.086,-57.85,1.072,0
2015-08-05 3:30,20.71,68.6,0.005,0.14,-54.22,0.922,0
2015-08-05 4:00,19.71,72.6,0.005,0.166,-52.77,0.767,0
2015-08-05 4:30,19.24,75.05,0.003,0.182,-50.45,0.63,0
2015-08-05 5:00,18.48,77.39,0.016,0.134,-48.28,0.556,0
2015-08-05 5:30,17.98,79.28,0.884,1.712,-33.6,0.481,0
2015-08-05 6:00,17.66,80.4,16.21,31.75,11.08,0.427,0
2015-08-05 6:30,18.63,79.13,71.59,126,77.17,0.396,0
2015-08-05 7:00,21.29,68.04,154,271.8,150.9,0.45,0
2015-08-05 7:30,23.54,59.13,251.1,451.7,228,0.813,0
2015-08-05 8:00,24.8,56.15,354,648.8,299.9,1.189,0
2015-08-05 8:30,25.85,53.22,458.4,854,366,1.372,0
2015-08-05 9:00,27.22,49.54,558.3,1054,425,1.56,0
2015-08-05 9:30,28.46,45.34,651.3,1243,468.6,1.824,0
2015-08-05 10:00,29.89,38.96,733.6,1413,489.1,2.123,0
2015-08-05 10:30,31.06,35,795.6,1542,516.9,2.576,0
2015-08-05 11:00,32.04,31.53,863,1683,535.1,2.932,0
2015-08-05 11:30,33.33,29.27,907,1782,541.4,3.265,0
2015-08-05 12:00,33.88,28.72,938,1856,533.8,3.625,0
2015-08-05 12:30,34.56,29.4,955,1904,520.6,3.768,0
2015-08-05 13:00,35.28,29.04,952,1911,499.3,3.875,0
2015-08-05 13:30,35.74,27.59,941,1900,468.9,4.056,0
2015-08-05 14:00,36.52,25.84,915,1859,421.7,4.243,0
2015-08-05 14:30,36.81,25.59,872,1783,375.1,4.534,0
2015-08-05 15:00,37.12,21.91,824,1692,319.9,4.623,0
2015-08-05 15:30,38.01,14.28,760.1,1568,261.7,4.935,0
2015-08-05 16:00,38.33,14.19,685.7,1425,194.9,5.687,0
2015-08-05 16:30,37.88,19.27,593.2,1248,126.4,5.789,0
2015-08-05 17:00,36.72,24.03,497.3,1059,44.5,5.318,0
2015-08-05 17:30,35.4,25.64,390.1,844,-18.97,4.699,0
2015-08-05 18:00,34.43,26.94,282.6,621.1,-58.49,4.277,0
2015-08-05 18:30,33.14,25.8,179.1,399.1,-70.39,3.981,0
2015-08-05 19:00,31.85,28.68,87,192.8,-72.74,3.763,0
2015-08-05 19:30,30.23,32.09,21.88,49.79,-75.01,3.365,0
2015-08-05 20:00,28.96,35.24,1.486,2.838,-72.55,2.922,0
2015-08-05 20:30,28.04,36.82,0,0,-69.76,2.588,0
2015-08-05 21:00,27.13,38.74,0,0,-68.05,2.395,0
2015-08-05 21:30,26.17,41.82,0,0,-65.57,2.201,0
2015-08-05 22:00,25.28,44.25,0,0,-64.03,1.976,0
2015-08-05 22:30,24.41,46.49,0,0.002,-63.95,1.796,0
2015-08-05 23:00,23.67,49.95,0,0.006,-63.72,1.636,0
2015-08-05 23:30,23.31,50.33,0.001,0.012,-63.14,1.464,0
2015-08-06 0:00,23.34,48.74,0,0.014,-62.29,1.421,0
2015-08-06 0:30,23.39,46.3,0.003,0.016,-60.43,1.469,0
2015-08-06 1:00,23.88,42.84,0.006,0.085,-57.26,1.544,0
2015-08-06 1:30,23.79,43.06,0.005,0.043,-50.1,1.693,0
2015-08-06 2:00,23.08,45.66,0.003,0.053,-49.31,1.677,0
2015-08-06 2:30,22.41,48.51,0.002,0.032,-47.6,1.534,0
2015-08-06 3:00,21.76,51.04,0.003,0.023,-48.74,1.395,0
2015-08-06 3:30,21.61,50.82,0.005,0.102,-51.88,1.275,0
2015-08-06 4:00,21.48,50.44,0.011,0.109,-48.7,1.269,0
2015-08-06 4:30,20.55,53.59,0.011,0.111,-46.73,1.27,0
2015-08-06 5:00,20,54.19,0.011,0.149,-49.22,1.123,0
2015-08-06 5:30,19.99,53.72,0.659,1.396,-36.72,1.071,0
2015-08-06 6:00,19.69,55.09,13.76,28.56,12.15,1.081,0
2015-08-06 6:30,20.49,54.47,70.87,126.3,54.37,1.03,0
2015-08-06 7:00,22.25,46.79,124.6,231.5,128.1,1.098,0
2015-08-06 7:30,24.38,42.59,218.7,402.8,211.9,1.43,0
2015-08-06 8:00,26.87,38.43,331.4,612.2,254.7,1.755,0
2015-08-06 8:30,29.11,34.17,404.7,756.7,300.9,2.181,0
2015-08-06 9:00,30.91,30.97,480.3,906,354.6,2.657,0
2015-08-06 9:30,32.25,28.27,568.5,1081,438.5,3.087,0
2015-08-06 10:00,33.57,25.37,706.2,1344,378.1,3.459,0
2015-08-06 10:30,34.25,23.82,642.5,1219,416.3,3.881,0
2015-08-06 11:00,34.83,23.73,717.3,1357,354.3,4.111,0
2015-08-06 11:30,35.63,22.87,639.7,1212,402,4.25,0
2015-08-06 12:00,35.24,24.06,730.3,1387,353.8,4.492,0
2015-08-06 12:30,35.26,25.14,667.7,1272,300.9,4.328,0
2015-08-06 13:00,35.46,26.44,592.7,1137,282.5,4.271,0
2015-08-06 13:30,35.18,28.99,575.2,1108,163.6,4.245,0
2015-08-06 14:00,34.27,30.85,373.3,716.7,120.5,4.034,0
2015-08-06 14:30,33.62,32,300.6,569.4,138.9,3.735,0
2015-08-06 15:00,33.55,32.13,336,634.4,193.3,3.542,0
2015-08-06 15:30,34.49,30.71,432.2,815,142.8,3.521,0
2015-08-06 16:00,35.25,29.44,344.3,645.8,148.4,3.79,0
2015-08-06 16:30,35.64,29.01,356,665.8,91.5,4.024,0
2015-08-06 17:00,35.58,29.35,249.9,463.3,79.67,4.137,0
2015-08-06 17:30,35.29,29.9,230.2,422.7,55.2,4.103,0
2015-08-06 18:00,35.3,29.14,183.3,333.6,18.06,4.005,0
2015-08-06 18:30,34.92,29.5,115.6,208.4,-1.925,4.052,0
2015-08-06 19:00,34.52,31.24,69.39,116.7,-28.48,3.946,0
2015-08-06 19:30,33.83,32.18,18.69,27.64,-35.71,3.766,0
2015-08-06 20:00,32.79,34.01,0.605,0.893,-27.64,3.574,0
2015-08-06 20:30,31.33,39.93,0,0,-26.9,3.284,0
2015-08-06 21:00,30.65,42.2,0,0,-33.93,2.752,0
2015-08-06 21:30,31.37,44.36,0,0,-30.63,2.545,0
2015-08-06 22:00,30.92,45.78,0,0,-30.26,2.553,0
2015-08-06 22:30,30.51,45.61,0,0,-35.22,2.424,0
2015-08-06 23:00,30.29,44.98,0,0,-40.19,2.376,0
2015-08-06 23:30,29.9,45.22,0,0,-36.84,2.373,0
2015-08-07 0:00,29.22,47.5,0,0,-29.93,2.311,0
2015-08-07 0:30,28.74,48.94,0,0,-25.21,2.13,0
2015-08-07 1:00,28.43,50.03,0,0,-66.71,2.015,0
2015-08-07 1:30,27.56,54.45,0,0,-27.03,1.937,0
2015-08-07 2:00,26.76,58.44,0,0.001,-32.06,1.68,0
2015-08-07 2:30,26.58,55.38,0,0.001,-29.25,1.461,0
2015-08-07 3:00,26.28,52.82,0.001,0.002,-28.35,1.551,0
2015-08-07 3:30,25.95,52.62,0,0.002,-23.62,1.612,0
2015-08-07 4:00,25.51,55.93,0,0.002,-26.33,1.588,0
2015-08-07 4:30,25.58,54.95,0.002,0.002,-29.71,1.438,0
2015-08-07 5:00,25.94,51.35,0.001,0.007,-29.14,1.478,0
2015-08-07 5:30,25.28,54.39,0.256,0.546,-21.6,1.63,0
2015-08-07 6:00,25.26,54.23,8.77,15.95,-5.442,1.469,0
2015-08-07 6:30,25.8,51.97,41.85,73.6,11.81,1.472,0
2015-08-07 7:00,26.1,53.34,73.72,139.5,52.46,1.595,0
2015-08-07 7:30,27.02,52.04,138.3,260.8,108.8,1.578,0
2015-08-07 8:00,28.61,40.28,227.9,422.2,174.3,1.714,0
2015-08-07 8:30,30.16,38.15,319.2,588.9,133.6,2.342,0
2015-08-07 9:00,30.49,39.24,266.9,502.6,225.7,2.648,0
2015-08-07 9:30,31.32,33.51,397.9,754.3,243.2,2.651,0
2015-08-07 10:00,32.36,30.81,426.8,815,226.9,3.045,0
2015-08-07 10:30,33.09,29.23,413.2,788.4,262.7,3.358,0
2015-08-07 11:00,33.64,28.95,486.5,927,420.5,3.578,0
2015-08-07 11:30,35.01,26.87,711.9,1362,447.2,3.707,0
2015-08-07 12:00,36.11,25.54,769.7,1480,374.2,4.116,0
2015-08-07 12:30,36.87,24.17,663,1280,396.6,4.452,0
2015-08-07 13:00,37.59,22.86,722,1399,380.1,4.726,0
2015-08-07 13:30,38.23,22.36,722.2,1412,255.7,5.001,0
2015-08-07 14:00,37.67,22.34,528.1,1034,251.5,5.212,0
2015-08-07 14:30,37.08,26.93,529.9,1046,277.5,5.054,0
2015-08-07 15:00,37.4,24.74,593.3,1190,218,4.607,0
2015-08-07 15:30,37.38,25.14,506.3,1019,156.7,4.828,0
2015-08-07 16:00,36.84,24.76,384,760.5,232.9,4.798,0
2015-08-07 16:30,38.07,22.86,556.9,1113,138.1,4.683,0
2015-08-07 17:00,37.7,24.12,377.3,755.4,78.48,5.134,0
2015-08-07 17:30,36.57,24.36,242.2,478.6,41.97,4.949,0
2015-08-07 18:00,36.14,24.8,163.7,324,-9.73,4.638,0
2015-08-07 18:30,35.31,26.07,57.89,114.1,-28.72,4.502,0
2015-08-07 19:00,34.5,27.7,19.57,37.02,-36.29,4.229,0
2015-08-07 19:30,33.87,28.43,4.445,8.36,-104.2,3.956,0
2015-08-07 20:00,32.36,31.37,0.181,0.392,-32.65,3.78,0
2015-08-07 20:30,31.93,30.96,0,0,-37.37,3.335,0
2015-08-07 21:00,31.51,30.17,0,0,-36.47,3.271,0
2015-08-07 21:30,30.73,33.6,0,0,-39.35,3.23,0
2015-08-07 22:00,29.89,35.94,0,0,-38.1,2.939,0
2015-08-07 22:30,28.95,39.37,0,0,-28.44,2.702,0
2015-08-07 23:00,28.5,38.59,0,0,-30.04,2.423,0
2015-08-07 23:30,30.08,28.34,0,0,-32.63,2.391,0
2015-08-08 0:00,29.37,36.74,0,0,-29,3.058,0
2015-08-08 0:30,28.34,48.55,0,0,-31.95,2.59,0
2015-08-08 1:00,27.89,51.81,0,0,-32.37,1.993,0
2015-08-08 1:30,27.93,50.24,0,0,-30.25,1.81,0
2015-08-08 2:00,27.38,51.19,0,0,-28.89,1.873,0
2015-08-08 2:30,27.14,51.89,0,0,-29.42,1.78,0
2015-08-08 3:00,26.85,54.2,0,0.001,-28.21,1.729,0
2015-08-08 3:30,26.84,52.44,0,0,-26.13,1.618,0
2015-08-08 4:00,26.81,52.14,0,0,-24.96,1.679,0
2015-08-08 4:30,26.82,50.53,0.001,0.002,-34.22,1.687,0
2015-08-08 5:00,26.6,51.73,0,0.001,-27.53,1.745,0
2015-08-08 5:30,26.12,54.1,0.17,0.461,-26.9,1.681,0
2015-08-08 6:00,25.71,55.8,5.928,12.64,-64.04,1.554,0
2015-08-08 6:30,25.69,56.27,13.59,27.19,-119.1,1.46,0
2015-08-08 7:00,24.08,66.68,9.56,20.18,5.502,1.443,0
2015-08-08 7:30,24,67.9,72.18,142.2,4.098,1.002,0
2015-08-08 8:00,24.54,62.39,75.83,152,-63.8,0.958,0
2015-08-08 8:30,24.01,67.8,42.16,91.5,-101.1,1.158,0
2015-08-08 9:00,23.16,74.42,46.16,103.2,8.79,0.963,0
2015-08-08 9:30,24.09,71.04,87.8,185.1,50.43,0.726,0.198
2015-08-08 10:00,24.95,63.79,123.3,256.6,94.2,0.87,0
2015-08-08 10:30,25.9,59.24,198,406.7,228.2,1.146,0
2015-08-08 11:00,26.93,55.83,391.7,794.9,350.1,1.362,0
2015-08-08 11:30,28.84,48.99,553.2,1117,438.6,1.572,0
2015-08-08 12:00,30.5,43.08,692.7,1397,568.1,2.027,0
2015-08-08 12:30,32.51,37.53,900,1811,584.4,2.488,0
2015-08-08 13:00,35.72,28.21,951,1905,343.8,3.074,0
2015-08-08 13:30,37.02,25.52,624.5,1268,397.9,4.204,0
2015-08-08 14:00,38.41,21.74,758.4,1528,445.7,4.68,0
2015-08-08 14:30,38.99,20.81,852,1722,357.3,5.304,0
2015-08-08 15:00,39.31,20.65,703.6,1434,353,5.543,0
2015-08-08 15:30,39.12,21.66,754.6,1551,272.6,5.645,0
2015-08-08 16:00,39.21,22.26,623.8,1291,149.5,5.517,0
2015-08-08 16:30,37.62,24.92,399.3,833,79.12,5.499,0
2015-08-08 17:00,36.71,25.82,243.1,496.8,70.2,4.874,0
2015-08-08 17:30,36.41,26.27,217.8,444.7,29.29,4.582,0
2015-08-08 18:00,35.82,27.91,153.2,320.4,-6.558,4.481,0
2015-08-08 18:30,35.19,29.84,129.3,264,-15.11,4.241,0
2015-08-08 19:00,34.96,30.01,86,166.3,-54.06,3.987,0
2015-08-08 19:30,34.21,30.75,14.74,29.45,-59.15,3.927,0
2015-08-08 20:00,33.28,32.82,0.521,1.135,-51.94,3.729,0
2015-08-08 20:30,31.62,36.81,0,0,-49.74,3.434,0
2015-08-08 21:00,30.07,41.24,0,0,-54.4,2.944,0
2015-08-08 21:30,29.62,41.31,0,0,-54.65,2.504,0
2015-08-08 22:00,29.83,40.31,0,0,-53.15,2.437,0
2015-08-08 22:30,29.12,43.03,0,0,-53.3,2.508,0
2015-08-08 23:00,28.84,44.88,0,0,-49.03,2.299,0
2015-08-08 23:30,28.54,44.59,0,0,-40.18,2.187,0
2015-08-09 0:00,27.55,47.56,0,0,-41.09,2.161,0
2015-08-09 0:30,26.27,53.13,0,0,-39.06,1.932,0
2015-08-09 1:00,25.14,57.55,0,0.001,-41.86,1.603,0
2015-08-09 1:30,24.75,58.56,0,0.002,-35.83,1.356,0
2015-08-09 2:00,24.59,58.42,0.002,0.021,-27.3,1.293,0
2015-08-09 2:30,24.75,58.09,0.001,0.007,-31.12,1.285,0
2015-08-09 3:00,25.11,57.19,0.002,0.021,-27.77,1.308,0
2015-08-09 3:30,25.27,57.85,0.003,0.022,-26.58,1.365,0
2015-08-09 4:00,25.87,56.16,0.003,0.027,-27.58,1.356,0
2015-08-09 4:30,26.68,54.52,0.002,0.011,-25.04,1.463,0
2015-08-09 5:00,26.49,56.1,0.001,0.008,-74.53,1.591,0
2015-08-09 5:30,26.17,58.31,0.141,0.259,-34.16,1.519,0
2015-08-09 6:00,26.24,59.34,1.946,5.142,-56.2,1.416,0
2015-08-09 6:30,25.57,63.46,12.58,28.05,-63,1.386,0
2015-08-09 7:00,25.69,63.4,21.53,43.81,-52.28,1.198,0
2015-08-09 7:30,25.34,65.75,38.37,80,53.27,1.21,0
2015-08-09 8:00,26.99,59.71,125.5,249.8,167.3,1.113,0
2015-08-09 8:30,28.56,52.57,280.8,550,243.2,1.435,0
2015-08-09 9:00,30.59,44.49,375.6,730.4,394.2,1.856,0
2015-08-09 9:30,32.02,40.77,585.5,1134,365.9,2.438,0
2015-08-09 10:00,33.33,35.33,553.1,1073,442.2,2.824,0
2015-08-09 10:30,34.17,31.43,676.7,1326,226.4,3.316,0
2015-08-09 11:00,34.62,28.56,390.3,782.2,233,3.686,0
2015-08-09 11:30,34.68,28.17,417,825,39.18,3.936,0
2015-08-09 12:00,34.17,29.53,134.7,275.8,5.789,3.97,0
2015-08-09 12:30,32.85,34.01,109.1,231.6,76.04,3.789,0
2015-08-09 13:00,32.29,42.59,195.6,408.2,13.83,3.292,0
2015-08-09 13:30,31.58,45.34,105.3,229.7,49.69,2.777,0
2015-08-09 14:00,31.73,47.19,150.2,313.1,129.6,2.538,0
2015-08-09 14:30,32.27,45.26,287.1,581,244.8,2.473,0
2015-08-09 15:00,33.18,41,460.7,933,174.5,2.644,0
2015-08-09 15:30,33.44,38.35,337.7,679.4,136.2,2.999,0
2015-08-09 16:00,33.76,34.68,296.6,600.5,107.7,3.182,0
2015-08-09 16:30,34.02,33.15,235.3,477.9,-25.02,3.429,0
2015-08-09 17:00,33.48,32.47,105.9,205,41.01,3.56,0
2015-08-09 17:30,32.95,34.38,171,350.5,29.6,3.489,0
2015-08-09 18:00,33.07,33.26,153.2,315.9,-8.08,3.292,0
2015-08-09 18:30,33.12,33.25,101,213.1,-35.26,3.371,0
2015-08-09 19:00,32.61,33.16,58.25,121,-56.33,3.38,0
2015-08-09 19:30,31.33,35.34,6.794,18.02,-47.38,3.289,0
2015-08-09 20:00,30.05,38.27,0.401,0.908,-35.99,2.963,0
2015-08-09 20:30,29.99,38.15,0,0,-35.94,2.627,0
2015-08-09 21:00,30.21,36.13,0,0,-34.08,2.623,0
2015-08-09 21:30,30.97,32.39,0,0,-29.73,2.744,0
2015-08-09 22:00,30.76,32.26,0,0,-25.6,3.033,0
2015-08-09 22:30,30.27,33.31,0,0,-22.12,3.002,0
2015-08-09 23:00,29.29,38.12,0,0,-23.41,2.874,0
2015-08-09 23:30,28.46,41.6,0,0,-29.53,2.522,0
2015-08-10 0:00,28.68,51.7,0,0,-26.91,2.267,0
2015-08-10 0:30,27.87,59.03,0,0,-28.27,1.901,0
2015-08-10 1:00,27.46,61.91,0,0,-31.1,1.537,0
2015-08-10 1:30,27.29,61.38,0,0,-25.18,1.394,0
2015-08-10 2:00,27.45,58.66,0,0,-29.37,1.401,0
2015-08-10 2:30,27.51,57.37,0,0,-30.4,1.514,0
2015-08-10 3:00,26.77,60.43,0,0,-27.2,1.566,0
2015-08-10 3:30,26.15,62.9,0,0,-28.41,1.393,0
2015-08-10 4:00,25.55,65.9,0,0,-27.53,1.258,0
2015-08-10 4:30,25.5,65.93,0,0,-27.16,1.116,0
2015-08-10 5:00,26.08,63.13,0,0,-32.89,1.112,0
2015-08-10 5:30,25.54,64.9,0.234,0.51,-20.82,1.245,0
2015-08-10 6:00,24.85,67.72,7.128,14.8,4.743,1.148,0
2015-08-10 6:30,25.14,67.45,46.85,89.2,37.15,1.013,0
2015-08-10 7:00,26.23,63.27,96.5,181.2,87.7,1.04,0
2015-08-10 7:30,27.67,52.94,163.8,315.3,76.35,1.254,0
2015-08-10 8:00,28.3,51.32,160.9,328.9,155.5,1.747,0
2015-08-10 8:30,29.06,48.66,267.3,540.4,250.2,1.872,0
2015-08-10 9:00,30.9,42.02,402.7,795.5,407.6,2.066,0
2015-08-10 9:30,33.3,35.85,622.7,1214,398.7,2.593,0
2015-08-10 10:00,33.58,34.11,628.5,1234,365.9,3.291,0
2015-08-10 10:30,33.94,32.63,606.2,1201,439.9,3.432,0
2015-08-10 11:00,34.97,30.62,729.4,1453,423.6,3.575,0
2015-08-10 11:30,35.43,28.42,718.9,1437,522.1,3.896,0
2015-08-10 12:00,35.68,26.68,911,1818,521.5,4.124,0
2015-08-10 12:30,36.46,26.27,927,1862,504,4.281,0
2015-08-10 13:00,36.94,27.26,924,1867,476.9,4.495,0
2015-08-10 13:30,37.49,26.53,906,1841,446,4.552,0
2015-08-10 14:00,38.01,24.5,871,1785,392.3,4.736,0
2015-08-10 14:30,37.51,30.25,831,1723,348.6,5.007,0
2015-08-10 15:00,35.47,37.42,770.8,1617,275.5,4.517,0
2015-08-10 15:30,34.69,38.24,664.7,1408,251.8,3.612,0
2015-08-10 16:00,34.35,36.82,645.1,1377,185.4,3.414,0
2015-08-10 16:30,33.78,37.37,549.8,1184,103,3.428,0
2015-08-10 17:00,33.04,37.06,416.7,899,44.4,3.292,0
2015-08-10 17:30,32.2,39.09,292.5,634.6,2.122,3.176,0
2015-08-10 18:00,30.11,54.75,157,339.7,-10.11,2.932,0
2015-08-10 18:30,28.96,59.99,133.4,277.3,-27.9,1.943,0
2015-08-10 19:00,27.77,61.8,86.9,165.8,-52.89,1.599,0
2015-08-10 19:30,26.01,72.33,19.47,36.24,-61.53,1.427,0
2015-08-10 20:00,24.45,78.71,0.769,1.153,-55.32,0.935,0
2015-08-10 20:30,23.51,82,0,0.002,-56.55,0.653,0
2015-08-10 21:00,23.11,82.1,0,0.003,-55.37,0.521,0
2015-08-10 21:30,23.08,80.9,0.001,0.011,-48.76,0.505,0
2015-08-10 22:00,23.11,79.65,0.002,0.011,-29.25,0.54,0
2015-08-10 22:30,23.7,76.55,0.002,0.013,-26.77,0.575,0
2015-08-10 23:00,24.05,74.86,0.003,0.018,-26.98,0.687,0
2015-08-10 23:30,23.99,74.64,0.001,0.008,-27.02,0.752,0
2015-08-11 0:00,23.78,75.44,0.002,0.01,-24.5,0.756,0
2015-08-11 0:30,23.63,76.14,0.004,0.02,-26.64,0.723,0
2015-08-11 1:00,23.59,75.73,0.006,0.033,-42.18,0.696,0
