Fecha,TDV Control (µm) P1,TDV Control (µm) P12,TDV 45RDI-PB (µm) P6,TDV 45RDI-PB (µm) P8,TDV 45RDI-CC (µm) P3,TDV 45RDI-CC (µm) P5
2015-06-03 11:44:59.765,-241.0999999999999,,42158.48958061342,-241.0999999999999,-280,-149.5999999999999
2015-06-03 11:59:59.760,-256.70000000000005,-260,42158.49999722222,-256.70000000000005,-290.39999999999986,-156.89999999999986
2015-06-03 12:14:59.755,-274.9000000000001,,42158.51041383102,-274.9000000000001,-306,-162.0999999999999
2015-06-03 12:29:59.750,-295.5,-308.10000000000014,42158.52083043982,-295.5,-321.29999999999995,-175.39999999999986
2015-06-03 12:44:59.745,-316.9000000000001,,42158.53124704861,-316.9000000000001,-337.5999999999999,-180.69999999999982
2015-06-03 12:59:59.740,-337.70000000000005,-354.4000000000001,42158.54166365741,-337.70000000000005,-358.20000000000005,-195.19999999999982
2015-06-03 13:14:59.735,-354.5999999999999,,42158.55208026621,-354.5999999999999,-371.5,-202.5999999999999
2015-06-03 13:29:59.730,-377.20000000000005,-394.79999999999995,42158.562496875,-377.20000000000005,-392.20000000000005,-209.79999999999995
2015-06-03 13:44:59.725,-391.5,,42158.5729134838,-391.5,-406.70000000000005,-216.5
2015-06-03 13:59:59.720,-409,-454.5,42158.583330092595,-409,-420,-229
2015-06-03 14:14:59.715,-423.20000000000005,,42158.59374670139,-423.20000000000005,-434.5999999999999,-228.39999999999986
2015-06-03 14:29:59.710,-439.4000000000001,-473.79999999999995,42158.604163310185,-439.4000000000001,-447.89999999999986,-219.69999999999982
2015-06-03 14:44:59.705,-453.70000000000005,,42158.61457991898,-453.70000000000005,-457.5999999999999,-219.0999999999999
2015-06-03 14:59:59.700,-452.4000000000001,-508.4000000000001,42158.624996527775,-452.4000000000001,-475.79999999999995,-203.79999999999995
2015-06-03 15:14:59.695,-444.5999999999999,,42158.63541313657,-444.5999999999999,-485.5,-189.89999999999986
2015-06-03 15:29:59.690,-430.4000000000001,-487.29999999999995,42158.64582974537,-430.4000000000001,-492.20000000000005,-184.69999999999982
2015-06-03 15:44:59.685,-429.0999999999999,,42158.65624635416,-429.0999999999999,-501.29999999999995,-180.69999999999982
2015-06-03 15:59:59.680,-418.70000000000005,-477.60000000000014,42158.66666296296,-418.70000000000005,-504.89999999999986,-174.79999999999995
2015-06-03 16:14:59.675,-419.4000000000001,,42158.67707957176,-419.4000000000001,-518.2,-174
2015-06-03 16:29:59.670,-411,-441,42158.68749618056,-411,-520.5999999999999,-139
2015-06-03 16:44:59.665,-423.20000000000005,,42158.69791278935,-423.20000000000005,-521.8999999999999,-134.29999999999995
2015-06-03 16:59:59.660,-427.70000000000005,-412.10000000000014,42158.70832939815,-427.70000000000005,-517,-115.79999999999995
