,,pk,bk,ctend,bk1,Y
TDV 45RDI-CC2,2014-09-06,12.0,1.9995463213582676,1502.0,1.0,0.0
TDV Control1,2014-09-07,7.0,1.9903137822092791,894.6999999999998,1.0,0.0
TDV Control2,2014-09-07,10.0,1.9981260439380382,562.6999999999998,1.0,0.0
TDV 45RDI-PB1,2014-09-07,13.0,1.9997731606791338,1592.3999999999999,1.0,0.0
TDV 45RDI-PB2,2014-09-07,13.0,1.9997731606791338,1558.1999999999998,1.0,0.0
TDV 45RDI-CC1,2014-09-07,13.0,1.9997731606791338,1787.0,1.0,0.0
TDV 45RDI-CC2,2014-09-07,13.0,1.9997731606791338,1576.0,1.0,0.0
TDV Control1,2014-09-08,8.0,1.9951568911046396,916.0,1.0,0.0
TDV Control2,2014-09-08,11.0,1.999063021969019,588.6999999999998,1.0,0.0
TDV 45RDI-PB1,2014-09-08,14.0,1.999886580339567,1602.1999999999998,1.0,0.0
TDV 45RDI-PB2,2014-09-08,14.0,1.999886580339567,1573.5,1.0,0.0
TDV 45RDI-CC1,2014-09-08,14.0,1.999886580339567,1792.6999999999998,1.0,0.0
TDV 45RDI-CC2,2014-09-08,-1.0,0.9998865803395669,1574.0,0.0,1.0
TDV Control1,2014-09-09,-1.0,0.9975784455523198,877.2999999999997,0.0,1.0
TDV Control2,2014-09-09,-1.0,0.9995315109845095,526.6999999999998,0.0,1.0
TDV 45RDI-PB1,2014-09-09,-1.0,0.9999432901697834,1594.3,0.0,1.0
TDV 45RDI-PB2,2014-09-09,-1.0,0.9999432901697834,1560.1,0.0,1.0
TDV 45RDI-CC1,2014-09-09,-1.0,0.9999432901697834,1775.6,0.0,1.0
TDV 45RDI-CC2,2014-09-09,-2.0,0.49994329016978345,-46.0,0.0,1.0
TDV Control1,2014-09-10,1.0,1.49878922277616,40.59999999999991,1.0,0.0
TDV Control2,2014-09-10,1.0,1.4997657554922548,16.0,1.0,0.0
TDV 45RDI-PB1,2014-09-10,1.0,1.4999716450848917,19.69999999999999,1.0,0.0
TDV 45RDI-PB2,2014-09-10,1.0,1.4999716450848917,13.399999999999977,1.0,0.0
TDV 45RDI-CC1,2014-09-10,-2.0,0.4999716450848917,-1.9000000000000057,0.0,1.0
TDV 45RDI-CC2,2014-09-10,-3.0,0.24997164508489172,-68.0,0.0,1.0
TDV Control1,2014-09-11,2.0,1.7493946113880798,69.70000000000027,1.0,0.0
TDV Control2,2014-09-11,2.0,1.7498828777461273,72.09999999999991,1.0,0.0
TDV 45RDI-PB1,2014-09-11,2.0,1.7499858225424458,27.600000000000023,1.0,0.0
TDV 45RDI-PB2,2014-09-11,2.0,1.7499858225424458,32.400000000000034,1.0,0.0
TDV 45RDI-CC1,2014-09-11,1.0,1.2499858225424458,20.900000000000006,1.0,0.0
TDV 45RDI-CC2,2014-09-11,1.0,1.1249858225424458,-48.0,1.0,0.0
TDV Control1,2014-09-17,2.0,1.7148342908029388,127.79999999999973,1.0,0.0
TDV Control2,2014-09-17,2.0,1.6835919199647833,60.100000000000364,1.0,0.0
TDV 45RDI-PB1,2014-09-17,2.0,1.6835935284772257,70.89999999999998,1.0,0.0
TDV 45RDI-PB2,2014-09-17,2.0,1.6835935284772257,87.69999999999999,1.0,0.0
TDV 45RDI-CC1,2014-09-17,2.0,1.6757810284772257,9.599999999999966,1.0,0.0
TDV 45RDI-CC2,2014-09-17,2.0,1.6738279034772257,34.0,1.0,0.0
TDV Control1,2014-09-18,3.0,1.8574171454014694,158.79999999999973,1.0,0.0
TDV Control2,2014-09-18,3.0,1.8417959599823917,94.10000000000036,1.0,0.0
TDV 45RDI-PB1,2014-09-18,3.0,1.8417967642386128,98.39999999999998,1.0,0.0
TDV 45RDI-PB2,2014-09-18,-1.0,0.8417967642386128,85.80000000000001,0.0,1.0
TDV 45RDI-CC1,2014-09-18,-1.0,0.8378905142386128,5.699999999999989,0.0,1.0
TDV 45RDI-CC2,2014-09-18,3.0,1.8369139517386128,42.0,1.0,0.0
TDV Control1,2014-09-19,-1.0,0.9287085727007347,67.79999999999973,0.0,1.0
TDV Control2,2014-09-19,-1.0,0.9208979799911958,40.0,0.0,1.0
TDV 45RDI-PB1,2014-09-19,-1.0,0.9208983821193064,80.70000000000005,0.0,1.0
TDV 45RDI-PB2,2014-09-19,-2.0,0.4208983821193064,-19.100000000000023,0.0,1.0
TDV 45RDI-CC1,2014-09-19,-2.0,0.4189452571193064,-17.099999999999994,0.0,1.0
TDV 45RDI-CC2,2014-09-19,4.0,1.9184569758693064,54.0,1.0,0.0
TDV Control1,2014-09-23,1.0,1.308044285793796,236.29999999999973,1.0,0.0
TDV Control2,2014-09-23,1.0,1.3075561237494497,212.20000000000073,1.0,0.0
TDV 45RDI-PB1,2014-09-23,-2.0,0.30755614888245664,-57.10000000000002,0.0,1.0
TDV 45RDI-PB2,2014-09-23,-2.0,0.27630614888245664,-53.400000000000034,0.0,1.0
TDV 45RDI-CC1,2014-09-23,1.0,1.2761840785699565,36.20000000000002,1.0,0.0
TDV 45RDI-CC2,2014-09-23,1.0,1.3699035609918315,22.0,1.0,0.0
TDV Control1,2014-09-24,2.0,1.654022142896898,92.90000000000009,1.0,0.0
TDV Control2,2014-09-24,2.0,1.6537780618747249,6.0,1.0,0.0
TDV 45RDI-PB1,2014-09-24,-3.0,0.15377807444122832,-131.90000000000003,0.0,1.0
TDV 45RDI-PB2,2014-09-24,-3.0,0.13815307444122832,-106.80000000000007,0.0,1.0
TDV 45RDI-CC1,2014-09-24,-1.0,0.6380920392849783,-28.599999999999994,0.0,1.0
TDV 45RDI-CC2,2014-09-24,2.0,1.6849517804959158,8.0,1.0,0.0
TDV Control1,2014-09-25,-1.0,0.827011071448449,71.59999999999991,0.0,1.0
TDV Control2,2014-09-25,-1.0,0.8268890309373624,4.0,0.0,1.0
TDV 45RDI-PB1,2014-09-25,-4.0,0.07688903722061416,-293.3,0.0,2.0
TDV 45RDI-PB2,2014-09-25,-4.0,0.06907653722061416,-228.80000000000007,0.0,2.0
TDV 45RDI-CC1,2014-09-25,-2.0,0.31904601964248913,-66.70000000000002,0.0,1.0
TDV 45RDI-CC2,2014-09-25,-1.0,0.8424758902479579,-50.0,0.0,1.0
TDV Control1,2014-09-26,-2.0,0.4135055357242245,-61.899999999999636,0.0,1.0
TDV Control2,2014-09-26,-2.0,0.4134445154686812,-38.0,0.0,1.0
TDV 45RDI-PB1,2014-09-26,1.0,1.038444518610307,-183.10000000000002,1.0,0.0
TDV 45RDI-PB2,2014-09-26,1.0,1.034538268610307,-93.40000000000003,1.0,1.0
TDV 45RDI-CC1,2014-09-26,1.0,1.1595230098212446,-15.200000000000017,1.0,0.0
TDV 45RDI-CC2,2014-09-26,-2.0,0.42123794512397894,-30.0,0.0,1.0
TDV Control1,2014-09-27,1.0,1.2067527678621122,294.40000000000055,1.0,0.0
TDV Control2,2014-09-27,1.0,1.2067222577343406,232.29999999999927,1.0,0.0
TDV 45RDI-PB1,2014-09-27,2.0,1.5192222593051534,224.40000000000003,1.0,0.0
TDV 45RDI-PB2,2014-09-27,2.0,1.5172691343051534,207.90000000000003,1.0,0.0
TDV 45RDI-CC1,2014-09-27,2.0,1.5797615049106222,43.80000000000001,1.0,0.0
TDV 45RDI-CC2,2014-09-27,1.0,1.2106189725619894,122.0,1.0,0.0
TDV Control1,2014-09-28,2.0,1.6033763839310562,7.699999999999818,1.0,0.0
TDV Control2,2014-09-28,2.0,1.6033611288671703,62.100000000000364,1.0,0.0
TDV 45RDI-PB1,2014-09-28,3.0,1.7596111296525767,289.40000000000003,1.0,0.0
TDV 45RDI-PB2,2014-09-28,-1.0,0.7586345671525767,181.2,0.0,1.0
TDV 45RDI-CC1,2014-09-28,3.0,1.789880752455311,82.0,1.0,0.0
TDV 45RDI-CC2,2014-09-28,-1.0,0.6053094862809947,-30.0,0.0,1.0
TDV Control1,2014-09-29,-1.0,0.8016881919655281,-106.5,0.0,1.0
TDV Control2,2014-09-29,-1.0,0.8016805644335852,14.0,0.0,1.0
TDV 45RDI-PB1,2014-09-29,-1.0,0.8798055648262884,222.40000000000003,0.0,1.0
TDV 45RDI-PB2,2014-09-29,-2.0,0.37931728357628836,-152.60000000000002,0.0,1.0
TDV 45RDI-CC1,2014-09-29,4.0,1.8949403762276555,104.9,1.0,0.0
TDV 45RDI-CC2,2014-09-29,-2.0,0.30265474314049734,-60.0,0.0,1.0
TDV Control1,2014-09-30,1.0,1.4008440959827642,54.19999999999982,1.0,0.0
TDV Control2,2014-09-30,1.0,1.4008402822167927,18.100000000000364,1.0,0.0
TDV 45RDI-PB1,2014-09-30,1.0,1.439902782413144,11.899999999999977,1.0,0.0
TDV 45RDI-PB2,2014-09-30,1.0,1.189658641788144,-148.8,1.0,0.0
TDV 45RDI-CC1,2014-09-30,5.0,1.9474701881138277,108.70000000000002,1.0,0.0
TDV 45RDI-CC2,2014-09-30,-3.0,0.15132737157024867,-74.0,0.0,1.0
TDV Control1,2014-10-01,2.0,1.700422047991382,52.30000000000018,1.0,0.0
TDV Control2,2014-10-01,2.0,1.7004201411083963,24.0,1.0,0.0
TDV 45RDI-PB1,2014-10-01,-1.0,0.719951391206572,-90.60000000000002,0.0,1.0
TDV 45RDI-PB2,2014-10-01,-1.0,0.594829320894072,-74.39999999999998,0.0,1.0
TDV 45RDI-CC1,2014-10-01,-1.0,0.9737350940569138,47.70000000000002,0.0,1.0
TDV 45RDI-CC2,2014-10-01,-4.0,0.07566368578512433,-100.0,0.0,1.0
TDV Control1,2014-10-02,3.0,1.850211023995691,114.30000000000018,1.0,0.0
TDV Control2,2014-10-02,3.0,1.8502100705541982,52.0,1.0,0.0
TDV 45RDI-PB1,2014-10-02,-2.0,0.359975695603286,-57.099999999999966,0.0,1.0
TDV 45RDI-PB2,2014-10-02,-2.0,0.297414660447036,-62.900000000000034,0.0,1.0
TDV 45RDI-CC1,2014-10-02,-2.0,0.4868675470284569,-49.60000000000002,0.0,1.0
TDV 45RDI-CC2,2014-10-02,-5.0,0.03783184289256217,-124.0,0.0,1.0
TDV Control1,2014-10-03,4.0,1.9251055119978455,122.0,1.0,0.0
TDV Control2,2014-10-03,4.0,1.925105035277099,54.0,1.0,0.0
TDV 45RDI-PB1,2014-10-03,1.0,1.179987847801643,2.0,1.0,0.0
TDV 45RDI-PB2,2014-10-03,1.0,1.148707330223518,51.5,1.0,0.0
TDV 45RDI-CC1,2014-10-03,1.0,1.2434337735142285,34.29999999999998,1.0,0.0
TDV 45RDI-CC2,2014-10-03,1.0,1.018915921446281,-86.0,1.0,0.0
TDV Control1,2014-10-04,5.0,1.9625527559989226,205.30000000000018,1.0,0.0
TDV Control2,2014-10-04,5.0,1.9625525176385494,92.10000000000036,1.0,0.0
TDV 45RDI-PB1,2014-10-04,-1.0,0.5899939239008215,-167.29999999999995,0.0,1.0
TDV 45RDI-PB2,2014-10-04,-1.0,0.574353665111759,-122.0,0.0,1.0
TDV 45RDI-CC1,2014-10-04,-1.0,0.6217168867571142,-82.0,0.0,1.0
TDV 45RDI-CC2,2014-10-04,-1.0,0.5094579607231405,-20.0,0.0,1.0
TDV Control1,2014-10-05,-1.0,0.9812763779994613,133.59999999999945,0.0,1.0
TDV Control2,2014-10-05,-1.0,0.9812762588192747,64.0,0.0,1.0
TDV 45RDI-PB1,2014-10-05,-2.0,0.29499696195041075,-210.60000000000002,0.0,1.0
TDV 45RDI-PB2,2014-10-05,-2.0,0.2871768325558795,-175.5,0.0,2.0
TDV 45RDI-CC1,2014-10-05,-2.0,0.3108584433785571,-152.6,0.0,1.0
TDV 45RDI-CC2,2014-10-05,-2.0,0.25472898036157027,-122.0,0.0,1.0
TDV Control1,2014-10-06,1.0,1.4906381889997307,73.60000000000036,1.0,0.0
TDV Control2,2014-10-06,1.0,1.4906381294096374,32.100000000000364,1.0,0.0
TDV 45RDI-PB1,2014-10-06,-3.0,0.14749848097520538,-340.5,0.0,2.0
TDV 45RDI-PB2,2014-10-06,-3.0,0.14358841627793975,-236.5,0.0,2.0
TDV 45RDI-CC1,2014-10-06,-3.0,0.15542922168927856,-206.0,0.0,1.0
TDV 45RDI-CC2,2014-10-06,-3.0,0.12736449018078513,-146.0,0.0,1.0
TDV Control1,2014-10-07,2.0,1.7453190944998653,17.399999999999636,1.0,0.0
TDV Control2,2014-10-07,2.0,1.7453190647048187,24.0,1.0,0.0
TDV 45RDI-PB1,2014-10-07,1.0,1.0737492404876028,-66.90000000000003,1.0,2.0
TDV 45RDI-PB2,2014-10-07,1.0,1.07179420813897,45.69999999999999,1.0,1.0
TDV 45RDI-CC1,2014-10-07,1.0,1.0777146108446394,9.5,1.0,0.0
TDV 45RDI-CC2,2014-10-07,1.0,1.0636822450903927,18.0,1.0,0.0
TDV Control1,2014-10-08,3.0,1.8726595472499326,131.69999999999982,1.0,0.0
TDV Control2,2014-10-08,3.0,1.8726595323524093,106.09999999999945,1.0,0.0
TDV 45RDI-PB1,2014-10-08,-1.0,0.5368746202438014,-183.1,0.0,1.0
TDV 45RDI-PB2,2014-10-08,-1.0,0.535897104069485,-80.10000000000002,0.0,1.0
TDV 45RDI-CC1,2014-10-08,-1.0,0.5388573054223197,-61.0,0.0,1.0
TDV 45RDI-CC2,2014-10-08,-1.0,0.5318411225451963,-14.0,0.0,1.0
TDV Control1,2014-10-16,-1.0,0.687002576356445,-92.90000000000055,0.0,1.0
TDV Control2,2014-10-16,-1.0,0.9057525762982516,130.10000000000036,0.0,0.0
TDV 45RDI-PB1,2014-10-16,-1.0,0.7364721664853273,-53.19999999999993,0.0,1.0
TDV 45RDI-PB2,2014-10-16,-1.0,0.7364683480627714,-45.799999999999955,0.0,1.0
TDV 45RDI-CC1,2014-10-16,-1.0,0.8302299113493059,26.700000000000045,0.0,1.0
TDV 45RDI-CC2,2014-10-16,-1.0,0.7052025043849421,-62.0,0.0,1.0
TDV Control1,2014-10-17,-2.0,0.3435012881782225,-31.0,0.0,1.0
TDV Control2,2014-10-17,-2.0,0.4528762881491258,-32.0,0.0,1.0
TDV 45RDI-PB1,2014-10-17,-2.0,0.36823608324266366,-25.5,0.0,1.0
TDV 45RDI-PB2,2014-10-17,-2.0,0.3682341740313857,-11.399999999999977,0.0,1.0
TDV 45RDI-CC1,2014-10-17,1.0,1.415114955674653,30.5,1.0,0.0
TDV 45RDI-CC2,2014-10-17,-2.0,0.35260125219247107,0.0,0.0,1.0
TDV Control1,2014-10-18,-3.0,0.17175064408911125,-125.89999999999964,0.0,1.0
TDV Control2,2014-10-18,-3.0,0.2264381440745629,-118.10000000000036,0.0,1.0
TDV 45RDI-PB1,2014-10-18,-3.0,0.18411804162133183,-84.60000000000002,0.0,1.0
TDV 45RDI-PB2,2014-10-18,-3.0,0.18411708701569285,-89.60000000000002,0.0,1.0
TDV 45RDI-CC1,2014-10-18,-1.0,0.7075574778373265,-66.70000000000005,0.0,1.0
TDV 45RDI-CC2,2014-10-18,-3.0,0.17630062609623554,-60.0,0.0,1.0
TDV Control1,2014-10-19,-4.0,0.08587532204455563,-315.6999999999998,0.0,1.0
TDV Control2,2014-10-19,-4.0,0.11321907203728145,-278.3000000000002,0.0,1.0
TDV 45RDI-PB1,2014-10-19,-4.0,0.09205902081066591,-175.10000000000002,0.0,1.0
TDV 45RDI-PB2,2014-10-19,-4.0,0.09205854350784642,-242.2,0.0,1.0
TDV 45RDI-CC1,2014-10-19,-2.0,0.35377873891866324,-122.09999999999997,0.0,1.0
TDV 45RDI-CC2,2014-10-19,-4.0,0.08815031304811777,-200.0,0.0,1.0
TDV Control1,2014-10-20,-5.0,0.042937661022277814,-331.1999999999998,0.0,1.0
TDV Control2,2014-10-20,-5.0,0.05660953601864072,-286.3000000000002,0.0,0.0
TDV 45RDI-PB1,2014-10-20,1.0,1.046029510405333,-171.20000000000005,1.0,0.0
TDV 45RDI-PB2,2014-10-20,-5.0,0.04602927175392321,-253.7,0.0,1.0
TDV 45RDI-CC1,2014-10-20,1.0,1.1768893694593316,-106.79999999999998,1.0,0.0
TDV 45RDI-CC2,2014-10-20,-5.0,0.044075156524058884,-212.0,0.0,1.0
TDV Control1,2014-10-21,1.0,1.021468830511139,-195.59999999999945,1.0,0.0
TDV Control2,2014-10-21,1.0,1.0283047680093205,-206.20000000000073,1.0,0.0
TDV 45RDI-PB1,2014-10-21,2.0,1.5230147552026665,41.30000000000007,1.0,0.0
TDV 45RDI-PB2,2014-10-21,1.0,1.0230146358769616,-217.39999999999998,1.0,0.0
TDV 45RDI-CC1,2014-10-21,2.0,1.5884446847296658,26.700000000000017,1.0,0.0
TDV 45RDI-CC2,2014-10-21,1.0,1.0220375782620295,-186.0,1.0,0.0
TDV Control1,2014-10-22,-1.0,0.5107344152555695,-25.200000000000728,0.0,1.0
TDV Control2,2014-10-22,-1.0,0.5141523840046602,0.0,0.0,0.0
TDV 45RDI-PB1,2014-10-22,-1.0,0.7615073776013332,-33.5,0.0,1.0
TDV 45RDI-PB2,2014-10-22,-1.0,0.5115073179384808,-120.20000000000005,0.0,1.0
TDV 45RDI-CC1,2014-10-22,-1.0,0.7942223423648329,-66.8,0.0,1.0
TDV 45RDI-CC2,2014-10-22,-1.0,0.5110187891310147,-60.0,0.0,1.0
TDV Control1,2014-10-23,-2.0,0.25536720762778475,-3.899999999999636,0.0,1.0
TDV Control2,2014-10-23,1.0,1.2570761920023301,26.0,1.0,0.0
TDV 45RDI-PB1,2014-10-23,-2.0,0.3807536888006666,-43.299999999999955,0.0,1.0
TDV 45RDI-PB2,2014-10-23,-2.0,0.2557536589692404,-68.59999999999997,0.0,2.0
TDV 45RDI-CC1,2014-10-23,-2.0,0.39711117118241646,-59.099999999999994,0.0,1.0
TDV 45RDI-CC2,2014-10-23,-2.0,0.25550939456550736,-68.0,0.0,1.0
TDV Control1,2014-10-24,1.0,1.1276836038138924,1.9000000000005457,1.0,1.0
TDV Control2,2014-10-24,-1.0,0.6285380960011651,-14.0,0.0,1.0
TDV 45RDI-PB1,2014-10-24,1.0,1.1903768444003333,17.800000000000068,1.0,0.0
TDV 45RDI-PB2,2014-10-24,1.0,1.1278768294846202,30.5,1.0,1.0
TDV 45RDI-CC1,2014-10-24,1.0,1.1985555855912082,43.89999999999999,1.0,0.0
TDV 45RDI-CC2,2014-10-24,1.0,1.1277546972827537,36.0,1.0,0.0
TDV Control1,2014-10-25,2.0,1.5638418019069462,56.19999999999982,1.0,0.0
TDV Control2,2014-10-25,1.0,1.3142690480005825,30.0,1.0,0.0
TDV 45RDI-PB1,2014-10-25,-1.0,0.5951884222001667,-129.90000000000003,0.0,1.0
TDV 45RDI-PB2,2014-10-25,-1.0,0.5639384147423101,-85.79999999999998,0.0,1.0
TDV 45RDI-CC1,2014-10-25,-1.0,0.5992777927956041,-83.89999999999999,0.0,1.0
TDV 45RDI-CC2,2014-10-25,-1.0,0.5638773486413768,-60.0,0.0,1.0
TDV Control1,2014-10-26,3.0,1.781920900953473,164.59999999999945,1.0,0.0
TDV Control2,2014-10-26,2.0,1.6571345240002913,30.0,1.0,0.0
TDV 45RDI-PB1,2014-10-26,-2.0,0.29759421110008333,-47.30000000000001,0.0,1.0
TDV 45RDI-PB2,2014-10-26,-2.0,0.28196920737115505,-32.400000000000006,0.0,2.0
TDV 45RDI-CC1,2014-10-26,-2.0,0.29963889639780206,-34.3,0.0,1.0
TDV 45RDI-CC2,2014-10-26,-2.0,0.2819386743206884,-44.0,0.0,1.0
TDV Control1,2014-10-27,4.0,1.8909604504767366,172.39999999999964,1.0,1.0
TDV Control2,2014-10-27,3.0,1.8285672620001456,62.100000000000364,1.0,0.0
TDV 45RDI-PB1,2014-10-27,-3.0,0.14879710555004166,-137.8,0.0,1.0
TDV 45RDI-PB2,2014-10-27,-3.0,0.14098460368557753,-114.39999999999999,0.0,2.0
TDV 45RDI-CC1,2014-10-27,-3.0,0.14981944819890103,-95.4,0.0,1.0
TDV 45RDI-CC2,2014-10-27,-3.0,0.1409693371603442,-118.0,0.0,1.0
TDV Control1,2014-10-28,5.0,1.9454802252383683,187.89999999999964,1.0,0.0
TDV Control2,2014-10-28,4.0,1.9142836310000728,98.10000000000036,1.0,0.0
TDV 45RDI-PB1,2014-10-28,-4.0,0.07439855277502083,-250.0,0.0,2.0
TDV 45RDI-PB2,2014-10-28,-4.0,0.07049230184278876,-206.0,0.0,2.0
TDV 45RDI-CC1,2014-10-28,-4.0,0.07490972409945051,-175.5,0.0,1.0
TDV 45RDI-CC2,2014-10-28,-4.0,0.0704846685801721,-208.0,0.0,1.0
TDV Control1,2014-10-29,6.0,1.9727401126191841,189.80000000000018,1.0,0.0
TDV Control2,2014-10-29,5.0,1.9571418155000364,102.10000000000036,1.0,0.0
TDV 45RDI-PB1,2014-10-29,-5.0,0.037199276387510416,-383.9,0.0,2.0
TDV 45RDI-PB2,2014-10-29,-5.0,0.03524615092139438,-299.4,0.0,2.0
TDV 45RDI-CC1,2014-10-29,-5.0,0.03745486204972526,-261.3,0.0,2.0
TDV 45RDI-CC2,2014-10-29,-5.0,0.03524233429008605,-306.0,0.0,2.0
TDV Control1,2014-10-30,-1.0,0.9863700563095921,125.89999999999964,0.0,1.0
TDV Control2,2014-10-30,-1.0,0.9785709077500182,54.100000000000364,0.0,1.0
TDV 45RDI-PB1,2014-10-30,1.0,1.0185996381937552,-194.90000000000003,1.0,1.0
TDV 45RDI-PB2,2014-10-30,1.0,1.0176230754606972,-110.6,1.0,1.0
TDV 45RDI-CC1,2014-10-30,1.0,1.0187274310248626,-74.39999999999999,1.0,1.0
TDV 45RDI-CC2,2014-10-30,1.0,1.017621167145043,-46.0,1.0,1.0
TDV Control1,2014-10-31,1.0,1.493185028154796,63.900000000000546,1.0,0.0
TDV Control2,2014-10-31,1.0,1.489285453875009,58.0,1.0,0.0
TDV 45RDI-PB1,2014-10-31,-1.0,0.5092998190968776,-108.29999999999998,0.0,2.0
TDV 45RDI-PB2,2014-10-31,2.0,1.5088115377303486,11.400000000000006,1.0,1.0
TDV 45RDI-CC1,2014-10-31,-1.0,0.5093637155124313,-45.8,0.0,1.0
TDV 45RDI-CC2,2014-10-31,2.0,1.5088105835725214,2.0,1.0,1.0
TDV Control1,2014-11-01,2.0,1.7465925140773981,89.09999999999945,1.0,0.0
TDV Control2,2014-11-01,2.0,1.7446427269375047,62.100000000000364,1.0,0.0
TDV 45RDI-PB1,2014-11-01,1.0,1.254649909548439,240.20000000000002,1.0,1.0
TDV 45RDI-PB2,2014-11-01,3.0,1.7544057688651744,164.0,1.0,0.0
TDV 45RDI-CC1,2014-11-01,1.0,1.2546818577562155,183.1,1.0,0.0
TDV 45RDI-CC2,2014-11-01,3.0,1.7544052917862607,134.0,1.0,0.0
TDV Control1,2014-11-02,3.0,1.873296257038699,172.39999999999964,1.0,0.0
TDV Control2,2014-11-02,3.0,1.8723213634687523,140.19999999999982,1.0,0.0
TDV 45RDI-PB1,2014-11-02,2.0,1.6273249547742195,167.3,1.0,0.0
TDV 45RDI-PB2,2014-11-02,4.0,1.8772028844325872,253.7,1.0,0.0
TDV 45RDI-CC1,2014-11-02,2.0,1.6273409288781078,101.10000000000002,1.0,0.0
TDV 45RDI-CC2,2014-11-02,4.0,1.8772026458931304,220.0,1.0,0.0
TDV Control1,2014-11-03,4.0,1.9366481285193495,261.5,1.0,0.0
TDV Control2,2014-11-03,4.0,1.9361606817343762,212.30000000000018,1.0,0.0
TDV 45RDI-PB1,2014-11-03,-1.0,0.8136624773871097,49.19999999999999,0.0,1.0
TDV 45RDI-PB2,2014-11-03,-1.0,0.9386014422162936,242.2,0.0,1.0
TDV 45RDI-CC1,2014-11-03,-1.0,0.8136704644390539,34.400000000000006,0.0,1.0
TDV 45RDI-CC2,2014-11-03,-1.0,0.9386013229465652,164.0,0.0,1.0
TDV Control1,2015-06-16,2.0,1.743896484375,3.299999999999983,1.0,0.0
TDV Control2,2015-06-16,8.0,1.993896484375,123.80000000000001,1.0,0.0
TDV 45RDI-PB1,2015-06-16,-1.0,0.981689453125,41.70000000000002,0.0,1.0
TDV 45RDI-PB2,2015-06-16,2.0,1.732177734375,18.5,1.0,0.0
TDV 45RDI-CC1,2015-06-16,2.0,1.603271484375,17.0,1.0,0.0
TDV 45RDI-CC2,2015-06-16,3.0,1.853271484375,11.299999999999983,1.0,0.0
TDV Control1,2015-06-17,-1.0,0.8719482421875,-38.900000000000006,0.0,1.0
TDV Control2,2015-06-17,-1.0,0.9969482421875,43.599999999999994,0.0,1.0
TDV 45RDI-PB1,2015-06-17,1.0,1.4908447265625,48.20000000000002,1.0,0.0
TDV 45RDI-PB2,2015-06-17,-1.0,0.8660888671875,-86.69999999999999,0.0,1.0
TDV 45RDI-CC1,2015-06-17,-1.0,0.8016357421875,-42.400000000000006,0.0,1.0
TDV 45RDI-CC2,2015-06-17,-1.0,0.9266357421875,-58.80000000000001,0.0,1.0
TDV Control1,2015-06-18,-2.0,0.43597412109375,-73.8,0.0,1.0
TDV Control2,2015-06-18,-2.0,0.49847412109375,-54.599999999999994,0.0,1.0
TDV 45RDI-PB1,2015-06-18,-1.0,0.74542236328125,-118.80000000000001,0.0,1.0
TDV 45RDI-PB2,2015-06-18,-2.0,0.43304443359375,-53.89999999999998,0.0,1.0
TDV 45RDI-CC1,2015-06-18,-2.0,0.40081787109375,-21.299999999999983,0.0,1.0
TDV 45RDI-CC2,2015-06-18,-2.0,0.46331787109375,-29.199999999999996,0.0,1.0
TDV Control1,2015-06-19,-3.0,0.217987060546875,-104.2,0.0,1.0
TDV Control2,2015-06-19,-3.0,0.249237060546875,-59.0,0.0,1.0
TDV 45RDI-PB1,2015-06-19,-2.0,0.372711181640625,-75.20000000000002,0.0,1.0
TDV 45RDI-PB2,2015-06-19,-3.0,0.216522216796875,-80.29999999999998,0.0,1.0
TDV 45RDI-CC1,2015-06-19,-3.0,0.200408935546875,-23.69999999999999,0.0,0.0
TDV 45RDI-CC2,2015-06-19,-3.0,0.231658935546875,-31.099999999999994,0.0,1.0
TDV Control1,2015-06-20,-4.0,0.1089935302734375,-123.1,0.0,1.0
TDV Control2,2015-06-20,-4.0,0.1246185302734375,-61.70000000000002,0.0,1.0
TDV 45RDI-PB1,2015-06-20,-3.0,0.1863555908203125,-107.9,0.0,1.0
TDV 45RDI-PB2,2015-06-20,1.0,1.1082611083984375,-64.89999999999998,1.0,0.0
TDV 45RDI-CC1,2015-06-20,-4.0,0.1002044677734375,-46.69999999999999,0.0,1.0
TDV 45RDI-CC2,2015-06-20,1.0,1.1158294677734375,-25.19999999999999,1.0,0.0
TDV Control1,2015-06-21,-5.0,0.05449676513671875,-197.5,0.0,1.0
TDV Control2,2015-06-21,-5.0,0.06230926513671875,-102.10000000000001,0.0,1.0
TDV 45RDI-PB1,2015-06-21,-4.0,0.09317779541015625,-202.9,0.0,1.0
TDV 45RDI-PB2,2015-06-21,-1.0,0.5541305541992188,-123.80000000000001,0.0,1.0
TDV 45RDI-CC1,2015-06-21,-5.0,0.05010223388671875,-94.6,0.0,1.0
TDV 45RDI-CC2,2015-06-21,-1.0,0.5579147338867188,-27.200000000000003,0.0,1.0
TDV Control1,2015-06-22,1.0,1.0272483825683594,-55.599999999999994,1.0,0.0
TDV Control2,2015-06-22,1.0,1.0311546325683594,28.19999999999999,1.0,0.0
TDV 45RDI-PB1,2015-06-22,1.0,1.0465888977050781,-32.20000000000002,1.0,0.0
TDV 45RDI-PB2,2015-06-22,1.0,1.2770652770996094,192.60000000000002,1.0,1.0
TDV 45RDI-CC1,2015-06-22,1.0,1.0250511169433594,-18.799999999999983,1.0,0.0
TDV 45RDI-CC2,2015-06-22,1.0,1.2789573669433594,79.5,1.0,0.0
TDV Control1,2015-06-28,-5.0,0.047300755977630615,-585.9,0.0,1.0
