,,pk,bk,ctend,bk1,Y
TDV 45SDI-2L_1,2016-07-24,-1.0,0.6875248379203103,-40.69999999999999,0.0,1.0
TDV 45SDI-2L_2,2016-07-24,-1.0,0.687524837963966,-48.0,0.0,1.0
TDV Control-2L_1,2016-07-25,-2.0,0.34779121610981334,-124.3,0.0,1.0
TDV Control-2L_2,2016-07-25,-2.0,0.35658030841224947,-116.20000000000005,0.0,1.0
TDV 45SDI-2L_1,2016-07-25,-2.0,0.34376241896015514,-76.9,0.0,1.0
TDV 45SDI-2L_2,2016-07-25,-2.0,0.343762418981983,-77.5,0.0,1.0
TDV Control-2L_1,2016-07-26,-3.0,0.17389560805490667,-134.8,0.0,1.0
TDV Control-2L_2,2016-07-26,-3.0,0.17829015420612473,-145.70000000000005,0.0,1.0
TDV 45SDI-2L_1,2016-07-26,-3.0,0.17188120948007757,-113.80000000000001,0.0,1.0
TDV 45SDI-2L_2,2016-07-26,-3.0,0.1718812094909915,-94.10000000000001,0.0,1.0
TDV Control-2L_1,2016-07-27,-4.0,0.08694780402745333,-699.1,0.0,2.0
TDV Control-2L_2,2016-07-27,-4.0,0.08914507710306237,-368.5,0.0,1.0
TDV 45SDI-2L_1,2016-07-27,-4.0,0.08594060474003878,-188.20000000000002,0.0,1.0
TDV 45SDI-2L_2,2016-07-27,-4.0,0.08594060474549575,-209.5,0.0,2.0
TDV Control-2L_1,2016-07-28,1.0,1.0434739020137267,-121.8,1.0,0.0
TDV Control-2L_2,2016-07-28,1.0,1.0445725385515312,-59.700000000000045,1.0,0.0
TDV 45SDI-2L_1,2016-07-28,1.0,1.0429703023700194,-80.1,1.0,0.0
TDV 45SDI-2L_2,2016-07-28,1.0,1.042970302372748,-86.80000000000001,1.0,1.0
TDV Control-2L_1,2016-07-29,2.0,1.5217369510068632,154.39999999999998,1.0,0.0
TDV Control-2L_2,2016-07-29,2.0,1.5222862692757655,46.200000000000045,1.0,0.0
TDV 45SDI-2L_1,2016-07-29,2.0,1.5214851511850096,52.19999999999999,1.0,0.0
TDV 45SDI-2L_2,2016-07-29,2.0,1.5214851511863738,98.80000000000001,1.0,0.0
TDV Control-2L_1,2016-07-30,3.0,1.7608684755034316,201.5,1.0,0.0
TDV Control-2L_2,2016-07-30,3.0,1.7611431346378827,88.60000000000002,1.0,0.0
TDV 45SDI-2L_1,2016-07-30,-1.0,0.7607425755925048,31.799999999999983,0.0,1.0
TDV 45SDI-2L_2,2016-07-30,3.0,1.760742575593187,118.0,1.0,0.0
TDV Control-2L_1,2016-07-31,4.0,1.8804342377517158,356.59999999999997,1.0,0.0
TDV Control-2L_2,2016-07-31,4.0,1.8805715673189414,200.30000000000007,1.0,0.0
TDV 45SDI-2L_1,2016-07-31,1.0,1.3803712877962524,80.7,1.0,0.0
TDV 45SDI-2L_2,2016-07-31,4.0,1.8803712877965935,240.1,1.0,0.0
TDV Control-2L_1,2016-08-01,-1.0,0.9402171188758579,319.5,0.0,1.0
TDV Control-2L_2,2016-08-01,-1.0,0.9402857836594707,123.20000000000005,0.0,1.0
TDV 45SDI-2L_1,2016-08-01,-1.0,0.6901856438981262,-33.599999999999994,0.0,1.0
TDV 45SDI-2L_2,2016-08-01,-1.0,0.9401856438982967,207.5,0.0,1.0
TDV Control-2L_1,2016-08-02,-2.0,0.47010855943792895,-74.19999999999999,0.0,1.0
TDV Control-2L_2,2016-08-02,-2.0,0.47014289182973534,-82.10000000000002,0.0,1.0
TDV 45SDI-2L_1,2016-08-02,-2.0,0.3450928219490631,-52.2,0.0,1.0
TDV 45SDI-2L_2,2016-08-02,-2.0,0.47009282194914837,-50.69999999999999,0.0,1.0
TDV Control-2L_1,2016-08-03,1.0,1.2350542797189645,0.0,1.0,0.0
TDV Control-2L_2,2016-08-03,1.0,1.2350714459148677,-4.399999999999977,1.0,0.0
TDV 45SDI-2L_1,2016-08-03,1.0,1.1725464109745316,-23.60000000000001,1.0,0.0
TDV 45SDI-2L_2,2016-08-03,1.0,1.2350464109745742,-26.0,1.0,0.0
TDV Control-2L_1,2016-08-04,2.0,1.6175271398594822,25.30000000000001,1.0,0.0
TDV Control-2L_2,2016-08-04,2.0,1.6175357229574339,10.899999999999977,1.0,0.0
TDV 45SDI-2L_1,2016-08-04,2.0,1.5862732054872657,7.0,1.0,0.0
TDV 45SDI-2L_2,2016-08-04,-1.0,0.6175232054872871,-4.0,0.0,1.0
TDV Control-2L_1,2016-08-05,-1.0,0.8087635699297411,-11.699999999999989,0.0,1.0
TDV Control-2L_2,2016-08-05,-1.0,0.8087678614787169,-55.90000000000009,0.0,1.0
TDV 45SDI-2L_1,2016-08-05,-1.0,0.7931366027436328,-54.599999999999994,0.0,1.0
TDV 45SDI-2L_2,2016-08-05,-2.0,0.30876160274364356,-51.49999999999999,0.0,1.0
TDV Control-2L_1,2016-08-06,1.0,1.4043817849648705,2.3999999999999773,1.0,0.0
TDV Control-2L_2,2016-08-06,1.0,1.4043839307393584,9.700000000000045,1.0,0.0
TDV 45SDI-2L_1,2016-08-06,1.0,1.3965683013718164,0.5999999999999943,1.0,0.0
TDV 45SDI-2L_2,2016-08-06,-3.0,0.15438080137182178,-68.1,0.0,1.0
TDV Control-2L_1,2016-08-07,-1.0,0.7021908924824353,-56.80000000000001,0.0,1.0
TDV Control-2L_2,2016-08-07,-1.0,0.7021919653696792,-52.0,0.0,1.0
TDV 45SDI-2L_1,2016-08-07,-1.0,0.6982841506859082,-54.79999999999998,0.0,1.0
TDV 45SDI-2L_2,2016-08-07,-4.0,0.07719040068591089,-108.1,0.0,1.0
TDV Control-2L_1,2016-08-08,-2.0,0.35109544624121763,-89.69999999999999,0.0,1.0
TDV Control-2L_2,2016-08-08,-2.0,0.3510959826848396,-68.79999999999995,0.0,1.0
TDV 45SDI-2L_1,2016-08-08,-2.0,0.3491420753429541,-98.40000000000003,0.0,1.0
TDV 45SDI-2L_2,2016-08-08,-5.0,0.038595200342955445,-194.8,0.0,1.0
TDV Control-2L_1,2016-08-09,1.0,1.1755477231206088,-1.3000000000000114,1.0,0.0
TDV Control-2L_2,2016-08-09,1.0,1.1755479913424198,-16.100000000000023,1.0,0.0
TDV 45SDI-2L_1,2016-08-09,1.0,1.174571037671477,-46.30000000000001,1.0,0.0
TDV 45SDI-2L_2,2016-08-09,1.0,1.0192976001714777,-166.2,1.0,0.0
TDV Control-2L_1,2016-08-10,2.0,1.5877738615603043,15.400000000000034,1.0,0.0
TDV Control-2L_2,2016-08-10,2.0,1.5877739956712098,27.600000000000023,1.0,0.0
TDV 45SDI-2L_1,2016-08-10,-1.0,0.5872855188357385,-21.0,0.0,1.0
TDV 45SDI-2L_2,2016-08-10,-1.0,0.5096488000857389,-19.999999999999993,0.0,1.0
TDV Control-2L_1,2016-08-11,3.0,1.7938869307801522,67.40000000000003,1.0,0.0
TDV Control-2L_2,2016-08-11,3.0,1.793886997835605,69.39999999999998,1.0,0.0
TDV 45SDI-2L_1,2016-08-11,1.0,1.2936427594178692,7.600000000000023,1.0,0.0
TDV 45SDI-2L_2,2016-08-11,1.0,1.2548244000428694,18.699999999999996,1.0,0.0
TDV Control-2L_1,2016-08-12,-1.0,0.8969434653900761,57.5,0.0,1.0
TDV Control-2L_2,2016-08-12,-1.0,0.8969434989178025,57.10000000000002,0.0,1.0
TDV 45SDI-2L_1,2016-08-12,-1.0,0.6468213797089346,-26.700000000000045,0.0,1.0
TDV 45SDI-2L_2,2016-08-12,-1.0,0.6274122000214347,-17.300000000000004,0.0,1.0
TDV Control-2L_1,2016-08-13,1.0,1.448471732695038,13.600000000000023,1.0,0.0
TDV Control-2L_2,2016-08-13,-2.0,0.4484717494589012,-7.7000000000000455,0.0,1.0
TDV 45SDI-2L_1,2016-08-13,-2.0,0.3234106898544673,-19.099999999999966,0.0,1.0
TDV 45SDI-2L_2,2016-08-13,-2.0,0.31370610001071736,-2.700000000000003,0.0,1.0
TDV Control-2L_1,2016-08-14,2.0,1.724235866347519,27.80000000000001,1.0,0.0
TDV Control-2L_2,2016-08-14,1.0,1.2242358747294506,24.399999999999977,1.0,0.0
TDV 45SDI-2L_1,2016-08-14,1.0,1.1617053449272337,-3.7999999999999545,1.0,0.0
TDV 45SDI-2L_2,2016-08-14,-3.0,0.15685305000535868,-4.700000000000003,0.0,1.0
TDV Control-2L_1,2016-08-15,3.0,1.8621179331737596,72.30000000000001,1.0,0.0
TDV Control-2L_2,2016-08-15,2.0,1.6121179373647254,38.60000000000002,1.0,0.0
TDV 45SDI-2L_1,2016-08-15,2.0,1.580852672463617,13.899999999999977,1.0,0.0
TDV 45SDI-2L_2,2016-08-15,1.0,1.0784265250026794,18.0,1.0,0.0
TDV Control-2L_1,2016-08-16,4.0,1.9310589665868798,184.20000000000005,1.0,0.0
TDV Control-2L_2,2016-08-16,3.0,1.8060589686823627,161.80000000000007,1.0,0.0
TDV 45SDI-2L_1,2016-08-16,3.0,1.7904263362318085,103.59999999999997,1.0,0.0
TDV 45SDI-2L_2,2016-08-16,2.0,1.5392132625013397,130.7,1.0,0.0
TDV Control-2L_1,2016-08-17,5.0,1.96552948329344,200.89999999999998,1.0,0.0
TDV Control-2L_2,2016-08-17,-1.0,0.9030294843411814,147.69999999999993,0.0,1.0
TDV 45SDI-2L_1,2016-08-17,4.0,1.8952131681159043,141.7,1.0,0.0
TDV 45SDI-2L_2,2016-08-17,3.0,1.76960663125067,170.8,1.0,0.0
TDV Control-2L_1,2016-08-18,-1.0,0.98276474164672,178.70000000000005,0.0,1.0
TDV Control-2L_2,2016-08-18,-2.0,0.4515147421705907,-21.09999999999991,0.0,1.0
TDV 45SDI-2L_1,2016-08-18,-1.0,0.9476065840579522,110.59999999999997,0.0,1.0
TDV 45SDI-2L_2,2016-08-18,4.0,1.884803315625335,184.10000000000002,1.0,0.0
TDV Control-2L_1,2016-08-19,1.0,1.49138237082336,7.399999999999977,1.0,0.0
TDV Control-2L_2,2016-08-19,1.0,1.2257573710852954,-18.59999999999991,1.0,0.0
TDV 45SDI-2L_1,2016-08-19,1.0,1.473803292028976,14.0,1.0,0.0
TDV 45SDI-2L_2,2016-08-19,5.0,1.9424016578126675,198.10000000000002,1.0,0.0
TDV Control-2L_1,2016-08-20,2.0,1.7456911854116801,32.10000000000002,1.0,0.0
TDV Control-2L_2,2016-08-20,2.0,1.6128786855426478,16.700000000000045,1.0,0.0
TDV 45SDI-2L_1,2016-08-20,2.0,1.7369016460144882,25.5,1.0,0.0
TDV 45SDI-2L_2,2016-08-20,6.0,1.9712008289063339,240.2,1.0,0.0
TDV Control-2L_1,2016-08-21,3.0,1.87284559270584,239.69999999999993,1.0,0.0
TDV Control-2L_2,2016-08-21,3.0,1.806439342771324,61.200000000000045,1.0,0.0
TDV 45SDI-2L_1,2016-08-21,3.0,1.868450823007244,35.0,1.0,0.0
TDV 45SDI-2L_2,2016-08-21,7.0,1.985600414453167,248.8,1.0,0.0
TDV Control-2L_1,2016-08-22,-1.0,0.93642279635292,215.5,0.0,1.0
TDV Control-2L_2,2016-08-22,4.0,1.903219671385662,62.5,1.0,0.0
TDV 45SDI-2L_1,2016-08-22,-1.0,0.934225411503622,-6.899999999999977,0.0,1.0
TDV 45SDI-2L_2,2016-08-22,-1.0,0.9928002072265835,247.39999999999998,0.0,1.0
TDV Control-2L_1,2016-08-23,-2.0,0.46821139817646,-20.100000000000023,0.0,1.0
TDV Control-2L_2,2016-08-23,-1.0,0.951609835692831,41.0,0.0,1.0
TDV 45SDI-2L_1,2016-08-23,-2.0,0.467112705751811,-27.5,0.0,1.0
TDV 45SDI-2L_2,2016-08-23,-2.0,0.49640010361329173,-22.599999999999994,0.0,1.0
TDV Control-2L_1,2016-08-24,-3.0,0.23410569908823,-47.39999999999998,0.0,1.0
TDV Control-2L_2,2016-08-24,-2.0,0.4758049178464155,-37.09999999999991,0.0,1.0
TDV 45SDI-2L_1,2016-08-24,-3.0,0.2335563528759055,-47.10000000000002,0.0,1.0
TDV 45SDI-2L_2,2016-08-24,-3.0,0.24820005180664587,-56.0,0.0,1.0
TDV Control-2L_1,2016-08-25,1.0,1.117052849544115,-42.200000000000045,1.0,0.0
TDV Control-2L_2,2016-08-25,-3.0,0.23790245892320774,-39.09999999999991,0.0,0.0
TDV 45SDI-2L_1,2016-08-25,-4.0,0.11677817643795275,-84.0,0.0,1.0
TDV 45SDI-2L_2,2016-08-25,-4.0,0.12410002590332293,-72.6,0.0,1.0
TDV Control-2L_1,2016-08-26,-1.0,0.5585264247720575,-20.899999999999977,0.0,1.0
TDV Control-2L_2,2016-08-26,1.0,1.118951229461604,-28.59999999999991,1.0,0.0
TDV 45SDI-2L_1,2016-08-26,-5.0,0.05838908821897638,-129.7,0.0,1.0
TDV 45SDI-2L_2,2016-08-26,-5.0,0.062050012951661467,-94.69999999999999,0.0,1.0
TDV Control-2L_1,2016-08-27,-2.0,0.27926321238602875,-161.10000000000002,0.0,1.0
TDV Control-2L_2,2016-08-27,-1.0,0.559475614730802,-23.40000000000009,0.0,1.0
TDV 45SDI-2L_1,2016-08-27,1.0,1.0291945441094883,-91.0,1.0,0.0
TDV 45SDI-2L_2,2016-08-27,1.0,1.0310250064758308,-75.29999999999998,1.0,0.0
TDV Control-2L_1,2016-08-28,1.0,1.1396316061930143,-154.29999999999995,1.0,0.0
TDV Control-2L_2,2016-08-28,1.0,1.279737807365401,14.200000000000045,1.0,0.0
TDV 45SDI-2L_1,2016-08-28,2.0,1.5145972720547443,29.899999999999977,1.0,0.0
TDV 45SDI-2L_2,2016-08-28,2.0,1.5155125032379155,10.699999999999989,1.0,0.0
TDV Control-2L_1,2016-08-29,2.0,1.5698158030965073,16.699999999999932,1.0,0.0
TDV Control-2L_2,2016-08-29,-1.0,0.6398689036827006,-7.100000000000136,0.0,1.0
TDV 45SDI-2L_1,2016-08-29,3.0,1.7572986360273721,42.0,1.0,0.0
TDV 45SDI-2L_2,2016-08-29,-1.0,0.7577562516189578,8.0,0.0,0.0
TDV Control-2L_1,2016-08-30,-1.0,0.7849079015482536,-24.100000000000023,0.0,1.0
TDV Control-2L_2,2016-08-30,-2.0,0.3199344518413503,-14.0,0.0,1.0
TDV 45SDI-2L_1,2016-08-30,-1.0,0.8786493180136861,-15.300000000000011,0.0,1.0
TDV 45SDI-2L_2,2016-08-30,-2.0,0.3788781258094789,-37.400000000000006,0.0,1.0
TDV Control-2L_1,2016-08-31,1.0,1.3924539507741267,69.19999999999993,1.0,0.0
TDV Control-2L_2,2016-08-31,1.0,1.159967225920675,48.200000000000045,1.0,0.0
TDV 45SDI-2L_1,2016-08-31,1.0,1.439324659006843,70.6,1.0,0.0
TDV 45SDI-2L_2,2016-08-31,1.0,1.1894390629047393,-26.0,1.0,0.0
TDV Control-2L_1,2016-09-01,2.0,1.6962269753870634,48.80000000000007,1.0,0.0
TDV Control-2L_2,2016-09-01,2.0,1.5799836129603375,61.600000000000136,1.0,0.0
TDV 45SDI-2L_1,2016-09-01,-1.0,0.7196623295034215,0.0,0.0,0.0
TDV 45SDI-2L_2,2016-09-01,2.0,1.5947195314523697,66.69999999999999,1.0,0.0
TDV Control-2L_1,2016-09-02,-1.0,0.8481134876935317,-4.2999999999999545,0.0,1.0
TDV Control-2L_2,2016-09-02,-1.0,0.7899918064801688,9.600000000000136,0.0,1.0
TDV 45SDI-2L_1,2016-09-02,-2.0,0.35983116475171073,-36.79999999999998,0.0,1.0
TDV 45SDI-2L_2,2016-09-02,-1.0,0.7973597657261848,-12.700000000000003,0.0,1.0
TDV Control-2L_1,2016-09-03,-2.0,0.42405674384676584,-50.700000000000045,0.0,1.0
TDV Control-2L_2,2016-09-03,-2.0,0.3949959032400844,-47.5,0.0,1.0
TDV 45SDI-2L_1,2016-09-03,-3.0,0.17991558237585537,-81.4,0.0,1.0
TDV 45SDI-2L_2,2016-09-03,-2.0,0.3986798828630924,-42.1,0.0,1.0
TDV Control-2L_1,2016-09-04,-3.0,0.21202837192338292,-110.60000000000002,0.0,1.0
TDV Control-2L_2,2016-09-04,-3.0,0.1974979516200422,-104.0,0.0,1.0
TDV 45SDI-2L_1,2016-09-04,-4.0,0.08995779118792768,-132.20000000000002,0.0,2.0
TDV 45SDI-2L_2,2016-09-04,-3.0,0.1993399414315462,-76.10000000000001,0.0,1.0
TDV Control-2L_1,2016-09-05,-4.0,0.10601418596169146,-210.8,0.0,1.0
TDV Control-2L_2,2016-09-05,-4.0,0.0987489758100211,-205.5000000000001,0.0,1.0
TDV 45SDI-2L_1,2016-09-05,-5.0,0.04497889559396384,-177.4,0.0,2.0
TDV 45SDI-2L_2,2016-09-05,-4.0,0.0996699707157731,-142.8,0.0,1.0
TDV Control-2L_1,2016-09-06,-5.0,0.05300709298084573,-396.2,0.0,1.0
TDV Control-2L_2,2016-09-06,-5.0,0.04937448790501055,-329.9000000000001,0.0,1.0
TDV 45SDI-2L_1,2016-09-06,-6.0,0.02248944779698192,-233.29999999999998,0.0,2.0
TDV 45SDI-2L_2,2016-09-06,-5.0,0.04983498535788655,-232.2,0.0,2.0
TDV Control-2L_1,2016-09-07,1.0,1.0265035464904229,-272.0,1.0,0.0
TDV Control-2L_2,2016-09-07,1.0,1.0246872439525052,-247.10000000000014,1.0,0.0
TDV 45SDI-2L_1,2016-09-07,1.0,1.011244723898491,-217.99999999999997,1.0,1.0
TDV 45SDI-2L_2,2016-09-07,1.0,1.0249174926789433,-231.39999999999998,1.0,2.0
TDV Control-2L_1,2016-09-08,2.0,1.5132517732452113,215.29999999999995,1.0,0.0
TDV Control-2L_2,2016-09-08,2.0,1.5123436219762527,172.9000000000001,1.0,0.0
TDV 45SDI-2L_1,2016-09-08,2.0,1.5056223619492455,73.29999999999995,1.0,0.0
TDV 45SDI-2L_2,2016-09-08,2.0,1.5124587463394716,95.89999999999999,1.0,1.0
TDV Control-2L_1,2016-09-09,3.0,1.7566258866226057,273.1,1.0,0.0
TDV Control-2L_2,2016-09-09,3.0,1.7561718109881264,217.10000000000014,1.0,0.0
TDV 45SDI-2L_1,2016-09-09,-1.0,0.7528111809746227,51.00975609756097,0.0,0.0
TDV 45SDI-2L_2,2016-09-09,3.0,1.7562293731697358,207.29999999999998,1.0,0.0
TDV Control-2L_1,2016-09-10,4.0,1.8783129433113028,315.6,1.0,0.0
TDV Control-2L_2,2016-09-10,4.0,1.8780859054940633,286.5,1.0,0.0
TDV 45SDI-2L_1,2016-09-10,1.0,1.3764055904873114,112.99024390243903,1.0,0.0
TDV 45SDI-2L_2,2016-09-10,4.0,1.878114686584868,263.1,1.0,0.0
TDV Control-2L_1,2016-09-11,5.0,1.9391564716556515,318.6,1.0,0.0
TDV Control-2L_2,2016-09-11,5.0,1.9390429527470316,292.79999999999995,1.0,0.0
TDV 45SDI-2L_1,2016-09-11,-1.0,0.6882027952436557,-18.80000000000001,0.0,1.0
TDV 45SDI-2L_2,2016-09-11,5.0,1.939057343292434,266.4,1.0,0.0
TDV Control-2L_1,2016-09-12,6.0,1.9695782358278258,364.20000000000005,1.0,0.0
TDV Control-2L_2,2016-09-12,6.0,1.9695214763735158,371.70000000000005,1.0,0.0
TDV 45SDI-2L_1,2016-09-12,1.0,1.344101397621828,34.39999999999998,1.0,0.0
TDV 45SDI-2L_2,2016-09-12,6.0,1.969528671646217,322.1,1.0,0.0
TDV Control-2L_1,2016-09-13,7.0,1.984789117913913,382.4,1.0,0.0
TDV Control-2L_2,2016-09-13,7.0,1.984760738186758,463.20000000000005,1.0,0.0
TDV 45SDI-2L_1,2016-09-13,2.0,1.672050698810914,3.1000000000000227,1.0,0.0
TDV 45SDI-2L_2,2016-09-13,7.0,1.9847643358231086,351.6,1.0,0.0
TDV Control-2L_1,2016-09-14,8.0,1.9923945589569565,534.3,1.0,0.0
TDV Control-2L_2,2016-09-14,8.0,1.992380369093379,633.6000000000001,1.0,0.0
TDV 45SDI-2L_1,2016-09-14,3.0,1.836025349405457,281.3,1.0,0.0
TDV 45SDI-2L_2,2016-09-14,8.0,1.9923821679115543,800.8,1.0,0.0
TDV Control-2L_1,2016-09-15,-1.0,0.9961972794784782,528.4,0.0,1.0
TDV Control-2L_2,2016-09-15,-1.0,0.9961901845466895,611.0,0.0,1.0
TDV 45SDI-2L_1,2016-09-15,-1.0,0.9180126747027285,212.5,0.0,1.0
TDV 45SDI-2L_2,2016-09-15,-1.0,0.9961910839557772,723.7,0.0,1.0
TDV Control-2L_1,2016-09-16,-2.0,0.4980986397392391,0.0,0.0,0.0
TDV Control-2L_2,2016-09-16,1.0,1.4980950922733447,15.799999999999955,1.0,0.0
TDV 45SDI-2L_1,2016-09-16,1.0,1.4590063373513642,31.299999999999997,1.0,0.0
TDV 45SDI-2L_2,2016-09-16,1.0,1.4980955419778885,49.200000000000045,1.0,0.0
TDV Control-2L_1,2016-09-17,-3.0,0.24904931986961956,-27.399999999999977,0.0,1.0
TDV Control-2L_2,2016-09-17,-1.0,0.7490475461366723,-47.299999999999955,0.0,1.0
TDV 45SDI-2L_1,2016-09-17,-1.0,0.7295031686756821,-93.80000000000001,0.0,1.0
TDV 45SDI-2L_2,2016-09-17,-1.0,0.7490477709889443,-45.90000000000009,0.0,1.0
TDV Control-2L_1,2016-09-18,1.0,1.1245246599348098,-12.199999999999932,1.0,0.0
TDV Control-2L_2,2016-09-18,-2.0,0.3745237730683362,0.0,0.0,0.0
TDV 45SDI-2L_1,2016-09-18,1.0,1.364751584337841,34.400000000000006,1.0,0.0
TDV 45SDI-2L_2,2016-09-18,1.0,1.3745238854944721,3.300000000000068,1.0,0.0
TDV Control-2L_1,2016-09-19,2.0,1.562262329967405,30.399999999999977,1.0,0.0
TDV Control-2L_2,2016-09-19,1.0,1.1872618865341682,53.600000000000136,1.0,0.0
TDV 45SDI-2L_1,2016-09-19,-1.0,0.6823757921689205,-3.0999999999999943,0.0,1.0
TDV 45SDI-2L_2,2016-09-19,2.0,1.6872619427472362,29.5,1.0,0.0
TDV Control-2L_1,2016-09-20,3.0,1.7811311649837025,106.29999999999995,1.0,0.0
TDV Control-2L_2,2016-09-20,2.0,1.593630943267084,104.19999999999982,1.0,0.0
TDV 45SDI-2L_1,2016-09-20,1.0,1.3411878960844603,112.5,1.0,0.0
TDV 45SDI-2L_2,2016-09-20,3.0,1.843630971373618,111.39999999999998,1.0,0.0
TDV Control-2L_1,2016-09-21,4.0,1.8905655824918512,127.59999999999991,1.0,0.0
TDV Control-2L_2,2016-09-21,3.0,1.796815471633542,110.5,1.0,0.0
TDV 45SDI-2L_1,2016-09-21,2.0,1.6705939480422303,9.3,1.0,0.0
TDV 45SDI-2L_2,2016-09-21,-1.0,0.921815485686809,91.79999999999995,0.0,1.0
TDV Control-2L_1,2016-09-22,-1.0,0.9452827912459256,118.5,0.0,1.0
TDV Control-2L_2,2016-09-22,-1.0,0.898407735816771,104.19999999999982,0.0,1.0
TDV 45SDI-2L_1,2016-09-22,-1.0,0.8352969740211151,-15.7,0.0,1.0
TDV 45SDI-2L_2,2016-09-22,-2.0,0.4609077428434045,-32.799999999999955,0.0,1.0
TDV Control-2L_1,2016-09-23,1.0,1.4726413956229627,36.5,1.0,0.0
TDV Control-2L_2,2016-09-23,1.0,1.4492038679083854,31.5,1.0,0.0
TDV 45SDI-2L_1,2016-09-23,1.0,1.4176484870105575,34.4,1.0,0.0
TDV 45SDI-2L_2,2016-09-23,1.0,1.2304538714217022,9.800000000000068,1.0,0.0
TDV Control-2L_1,2016-09-24,-1.0,0.7363206978114814,-18.300000000000068,0.0,1.0
TDV Control-2L_2,2016-09-24,-1.0,0.7246019339541927,-22.09999999999991,0.0,1.0
TDV 45SDI-2L_1,2016-09-24,-1.0,0.7088242435052787,0.0,0.0,0.0
TDV 45SDI-2L_2,2016-09-24,2.0,1.615226935710851,29.5,1.0,0.0
TDV Control-2L_1,2016-09-25,1.0,1.3681603489057408,9.100000000000023,1.0,0.0
TDV Control-2L_2,2016-09-25,-2.0,0.36230096697709635,-3.099999999999909,0.0,1.0
TDV 45SDI-2L_1,2016-09-25,-2.0,0.35441212175263936,-65.6,0.0,1.0
TDV 45SDI-2L_2,2016-09-25,-1.0,0.8076134678554255,-65.60000000000002,0.0,1.0
TDV Control-2L_1,2016-09-26,-1.0,0.6840801744528704,-33.39999999999998,0.0,1.0
TDV Control-2L_2,2016-09-26,-3.0,0.18115048348854818,-25.200000000000045,0.0,1.0
TDV 45SDI-2L_1,2016-09-26,-3.0,0.17720606087631968,-134.4,0.0,1.0
TDV 45SDI-2L_2,2016-09-26,-2.0,0.40380673392771277,-65.5,0.0,1.0
TDV Control-2L_1,2016-09-27,1.0,1.3420400872264353,21.299999999999955,1.0,0.0
TDV Control-2L_2,2016-09-27,1.0,1.090575241744274,-3.099999999999909,1.0,0.0
TDV 45SDI-2L_1,2016-09-27,1.0,1.0886030304381598,-131.2,1.0,0.0
TDV 45SDI-2L_2,2016-09-27,-3.0,0.20190336696385638,-85.20000000000005,0.0,1.0
TDV Control-2L_1,2016-09-28,-1.0,0.6710200436132177,-39.5,0.0,1.0
TDV Control-2L_2,2016-09-28,-1.0,0.545287620872137,-53.700000000000045,0.0,1.0
TDV 45SDI-2L_1,2016-09-28,-1.0,0.5443015152190799,-56.30000000000001,0.0,1.0
TDV 45SDI-2L_2,2016-09-28,-4.0,0.10095168348192819,-114.70000000000005,0.0,1.0
TDV Control-2L_1,2016-09-29,-2.0,0.3355100218066088,-12.199999999999932,0.0,1.0
TDV Control-2L_2,2016-09-29,-2.0,0.2726438104360685,0.0,0.0,0.0
TDV 45SDI-2L_1,2016-09-29,-2.0,0.27215075760953994,-50.0,0.0,1.0
